"bodmer_Polytimet" "gleim_Philotas"
"stehen" 0.0238208670795617 0.026816840976133
"stellte" 0.0476417341591234 0
"stirbt" 0 0.053633681952266
"stolz" 0 0.053633681952266
"streiten" 0.0238208670795617 0.026816840976133
"suche" 0.0238208670795617 0.026816840976133
"sucht" 0 0.053633681952266
"süsse" 0.0476417341591234 0
"tage" 0 0.053633681952266
"text" 0.0238208670795617 0.026816840976133
"texten" 0.0238208670795617 0.026816840976133
"textes" 0.0238208670795617 0.026816840976133
"tief" 0 0.053633681952266
"tritt" 0.0238208670795617 0.026816840976133
"tropfen" 0 0.053633681952266
"überlegen" 0.0476417341591234 0
"überlegete" 0.0476417341591234 0
"überwunden" 0.0238208670795617 0.026816840976133
"ueberall" 0.0476417341591234 0
"umarme" 0.0238208670795617 0.026816840976133
"umfasst" 0.0238208670795617 0.026816840976133
"unbedachtsamkeit" 0.0476417341591234 0
"unschuldig" 0.0238208670795617 0.026816840976133
"unser" 0.0476417341591234 0
"unsere" 0.0476417341591234 0
"unsern" 0.0476417341591234 0
"unsre" 0 0.053633681952266
"unsrer" 0 0.053633681952266
"untergelegen" 0.0476417341591234 0
"ursache" 0.0476417341591234 0
"urtheil" 0 0.053633681952266
"verächtlich" 0.0238208670795617 0.026816840976133
"verbrechen" 0.0476417341591234 0
"verderben" 0.0476417341591234 0
"verfügbaren" 0.0238208670795617 0.026816840976133
"vergeben" 0.0476417341591234 0
"verlezlichen" 0.0476417341591234 0
"verwenden" 0.0238208670795617 0.026816840976133
"verzögerung" 0.0476417341591234 0
"vieler" 0 0.053633681952266
"vieles" 0.0238208670795617 0.026816840976133
"vielzahl" 0.0238208670795617 0.026816840976133
"vierter" 0.0238208670795617 0.026816840976133
"voll" 0 0.053633681952266
"vom" 0.0476417341591234 0
"vorgestellt" 0.0476417341591234 0
"vorigen" 0.0476417341591234 0
"wachsen" 0.0476417341591234 0
"wars" 0 0.053633681952266
"wart" 0 0.053633681952266
"wärt" 0 0.053633681952266
"wehmuth" 0.0476417341591234 0
"weigere" 0 0.053633681952266
"weitergeben" 0.0238208670795617 0.026816840976133
"wen" 0.0476417341591234 0
"werde" 0.0476417341591234 0
"werke" 0.0238208670795617 0.026816840976133
"werkzeug" 0.0238208670795617 0.026816840976133
"werth" 0.0238208670795617 0.026816840976133
"werthe" 0.0476417341591234 0
"wikipedia" 0.0238208670795617 0.026816840976133
"wikisource-seite" 0.0238208670795617 0.026816840976133
"willen" 0.0238208670795617 0.026816840976133
"wirft" 0.0238208670795617 0.026816840976133
"wissenschaftliche" 0.0238208670795617 0.026816840976133
"wog" 0 0.053633681952266
"wohin" 0.0238208670795617 0.026816840976133
"wolle" 0.0476417341591234 0
"worauf" 0.0476417341591234 0
"worden" 0.0476417341591234 0
"wort" 0.0476417341591234 0
"wozu" 0 0.053633681952266
"wunsch" 0 0.053633681952266
"wurde" 0.0238208670795617 0.026816840976133
"würdest" 0.0476417341591234 0
"wuth" 0.0238208670795617 0.026816840976133
"zeitschriften" 0.0238208670795617 0.026816840976133
"zeitungen" 0.0238208670795617 0.026816840976133
"zornig" 0.0238208670795617 0.026816840976133
"zusätzlich" 0.0238208670795617 0.026816840976133
"zwanzig" 0.0476417341591234 0
"zweck" 0.0238208670795617 0.026816840976133
"zweyter" 0.0238208670795617 0.026816840976133
"abdruk" 0.0238208670795617 0
"abgenommen" 0 0.026816840976133
"absenden" 0 0.026816840976133
"absicht" 0 0.026816840976133
"abtreten" 0 0.026816840976133
"abzutreten" 0.0238208670795617 0
"achter" 0 0.026816840976133
"albernste" 0.0238208670795617 0
"all" 0 0.026816840976133
"allem" 0.0238208670795617 0
"allgemeinen" 0 0.026816840976133
"allzuhoch" 0 0.026816840976133
"allzuleicht" 0 0.026816840976133
"allzusehr" 0 0.026816840976133
"allzuweit" 0 0.026816840976133
"also" 0 0.026816840976133
"altar" 0 0.026816840976133
"alte" 0.0238208670795617 0
"alten" 0 0.026816840976133
"amsterdam" 0 0.026816840976133
"anblik" 0.0238208670795617 0
"ander" 0.0238208670795617 0
"anderer" 0.0238208670795617 0
"andre" 0 0.026816840976133
"andres" 0 0.026816840976133
"angedenken" 0 0.026816840976133
"angesicht" 0 0.026816840976133
"ankomme" 0.0238208670795617 0
"anonym" 0.0238208670795617 0
"ansah" 0 0.026816840976133
"anschlag" 0.0238208670795617 0
"ansehen" 0.0238208670795617 0
"antheil" 0.0238208670795617 0
"antithesen" 0.0238208670795617 0
"antrag" 0.0238208670795617 0
"antragen" 0.0238208670795617 0
"arbeiten" 0.0238208670795617 0
"ärgre" 0 0.026816840976133
"ärgster" 0 0.026816840976133
"argwohnen" 0.0238208670795617 0
"aristodemus" 0.0238208670795617 0
"armuth" 0.0238208670795617 0
"arten" 0.0238208670795617 0
"arzt" 0 0.026816840976133
"auffoderte" 0.0238208670795617 0
"aufgegeben" 0.0238208670795617 0
"aufhelfen" 0.0238208670795617 0
"aufhelfend" 0 0.026816840976133
"aufmerksamkeit" 0.0238208670795617 0
"aufnahme" 0.0238208670795617 0
"aufrichtigen" 0.0238208670795617 0
"aufrisse" 0.0238208670795617 0
"aufs" 0 0.026816840976133
"augenblick" 0 0.026816840976133
"ausflüchte" 0.0238208670795617 0
"auslösung" 0.0238208670795617 0
"ausschlag" 0.0238208670795617 0
"ausser" 0 0.026816840976133
"äusserlichen" 0.0238208670795617 0
"aussichten" 0.0238208670795617 0
"aussprechen" 0.0238208670795617 0
"ausstehn" 0 0.026816840976133
"auswechseln" 0.0238208670795617 0
"auszulösen" 0.0238208670795617 0
"barmherzigkeit" 0 0.026816840976133
"bäte" 0 0.026816840976133
"bedachtsam" 0.0238208670795617 0
"bedenklichkeit" 0.0238208670795617 0
"bedeuten" 0.0238208670795617 0
"bedeutet" 0.0238208670795617 0
"bedrohn" 0 0.026816840976133
"befahl" 0 0.026816840976133
"befehlbabern" 0.0238208670795617 0
"befehle" 0.0238208670795617 0
"befohlen" 0.0238208670795617 0
"begangen" 0.0238208670795617 0
"begegnet" 0.0238208670795617 0
"begehen" 0.0238208670795617 0
"begehren" 0.0238208670795617 0
"begehret" 0 0.026816840976133
"beginnen" 0.0238208670795617 0
"begleiten" 0 0.026816840976133
"begrife" 0.0238208670795617 0
"begriff" 0 0.026816840976133
"begriffe" 0.0238208670795617 0
"beherrschen" 0.0238208670795617 0
"behielt" 0 0.026816840976133
"behorchen" 0.0238208670795617 0
"beiden" 0 0.026816840976133
"beider" 0 0.026816840976133
"bekannt" 0 0.026816840976133
"beklemmt" 0.0238208670795617 0
"bekommen" 0.0238208670795617 0
"beladen" 0.0238208670795617 0
"bemerket" 0.0238208670795617 0
"beneidenswürdig" 0 0.026816840976133
"bequemes" 0.0238208670795617 0
"berechtigt" 0.0238208670795617 0
"beschenkt" 0.0238208670795617 0
"beschimpfung" 0.0238208670795617 0
"beschleunigen" 0 0.026816840976133
"beschützet" 0 0.026816840976133
"beschüzung" 0.0238208670795617 0
"besiegen" 0.0238208670795617 0
"besser" 0 0.026816840976133
"bessere" 0.0238208670795617 0
"beßre" 0 0.026816840976133
"beste" 0.0238208670795617 0
"bestechen" 0.0238208670795617 0
"bestritten" 0.0238208670795617 0
"betäubt" 0.0238208670795617 0
"betäubung" 0.0238208670795617 0
"betrachtet" 0 0.026816840976133
"betrefen" 0.0238208670795617 0
"betriegt" 0.0238208670795617 0
"betrübtes" 0.0238208670795617 0
"bewachet" 0.0238208670795617 0
"bewahre" 0.0238208670795617 0
"beweget" 0.0238208670795617 0
"bewegete" 0 0.026816840976133
"bewegt" 0 0.026816840976133
"beweiset" 0.0238208670795617 0
"bewundern" 0 0.026816840976133
"bewunderung" 0.0238208670795617 0
"beyschläferinn" 0.0238208670795617 0
"beyspiele" 0.0238208670795617 0
"bezeugen" 0.0238208670795617 0
"bitt" 0 0.026816840976133
"bitte" 0.0238208670795617 0
"bittere" 0.0238208670795617 0
"blasse" 0 0.026816840976133
"bleibet" 0 0.026816840976133
"blicke" 0 0.026816840976133
"blieb" 0.0238208670795617 0
"blindings" 0.0238208670795617 0
"blöden" 0.0238208670795617 0
"blühete" 0 0.026816840976133
"blüht" 0 0.026816840976133
"blutdürstig" 0 0.026816840976133
"blüte" 0.0238208670795617 0
"blutigen" 0.0238208670795617 0
"blutiger" 0.0238208670795617 0
"blutiges" 0.0238208670795617 0
"bluts" 0 0.026816840976133
"bodenlosem" 0 0.026816840976133
"bodmer" 0.0238208670795617 0
"boten" 0 0.026816840976133
"brachen" 0 0.026816840976133
"bracht" 0 0.026816840976133
"brächte" 0.0238208670795617 0
"braucht" 0.0238208670795617 0
"braver" 0.0238208670795617 0
"brennen" 0 0.026816840976133
"bringe" 0.0238208670795617 0
"bringest" 0 0.026816840976133
"brüder" 0.0238208670795617 0
"bruten" 0.0238208670795617 0
"busen" 0.0238208670795617 0
"busensfreund" 0.0238208670795617 0
"comp" 0.0238208670795617 0
"conrad" 0.0238208670795617 0
"cörper" 0.0238208670795617 0
"cösena" 0 0.026816840976133
"dabey" 0.0238208670795617 0
"dächte" 0.0238208670795617 0
"dachten" 0.0238208670795617 0
"dadurch" 0 0.026816840976133
"dafür" 0.0238208670795617 0
"daher" 0.0238208670795617 0
"dämon" 0 0.026816840976133
"danieder" 0 0.026816840976133
"danke" 0.0238208670795617 0
"danken" 0.0238208670795617 0
"dapfere" 0.0238208670795617 0
"dapfern" 0.0238208670795617 0
"darüber" 0.0238208670795617 0
"darunter" 0.0238208670795617 0
"daselbst" 0 0.026816840976133
"daseyn" 0.0238208670795617 0
"daseyns" 0.0238208670795617 0
"dawider" 0 0.026816840976133
"degens" 0.0238208670795617 0
"degenspizen" 0.0238208670795617 0
"deinige" 0 0.026816840976133
"deinigen" 0 0.026816840976133
"denk-art" 0.0238208670795617 0
"denkens-" 0.0238208670795617 0
"denkens-art" 0.0238208670795617 0
"deren" 0.0238208670795617 0
"derselben" 0.0238208670795617 0
"deshalb" 0 0.026816840976133
"desselben" 0.0238208670795617 0
"deswegen" 0.0238208670795617 0
"dichtesten" 0.0238208670795617 0
"diener" 0.0238208670795617 0
"dieselbe" 0.0238208670795617 0
"dieselben" 0.0238208670795617 0
"diesen" 0 0.026816840976133
"diesmal" 0.0238208670795617 0
"dinge" 0 0.026816840976133
"diß" 0 0.026816840976133
"dißmal" 0 0.026816840976133
"donnerkeile" 0 0.026816840976133
"dörfe" 0.0238208670795617 0
"dörfen" 0.0238208670795617 0
"drey" 0 0.026816840976133
"dreymal" 0 0.026816840976133
"droht" 0 0.026816840976133
"drohungen" 0.0238208670795617 0
"dumme" 0.0238208670795617 0
"dummkopf" 0.0238208670795617 0
"dünkt" 0 0.026816840976133
"dünkte" 0.0238208670795617 0
"durchstreifen" 0 0.026816840976133
"durchwacht" 0 0.026816840976133
"ebene" 0 0.026816840976133
"edelmuth" 0.0238208670795617 0
"edelmüthig" 0.0238208670795617 0
"edeln" 0.0238208670795617 0
"edelste" 0 0.026816840976133
"edlem" 0 0.026816840976133
"eh" 0 0.026816840976133
"ehender" 0.0238208670795617 0
"ehr" 0 0.026816840976133
"eigen" 0 0.026816840976133
"eigene" 0.0238208670795617 0
"eigenes" 0 0.026816840976133
"eigennüzige" 0.0238208670795617 0
"eignen" 0.0238208670795617 0
"eilfertig" 0.0238208670795617 0
"eingebohrnen" 0 0.026816840976133
"eingepflanzt" 0.0238208670795617 0
"einichen" 0.0238208670795617 0
"einiges" 0.0238208670795617 0
"einwilligen" 0.0238208670795617 0
"einwilligung" 0.0238208670795617 0
"einzelner" 0.0238208670795617 0
"einzgen" 0 0.026816840976133
"eisen" 0.0238208670795617 0
"elysien" 0 0.026816840976133
"empfängt" 0.0238208670795617 0
"empfindlich" 0.0238208670795617 0
"empfindung" 0.0238208670795617 0
"empfindungen" 0.0238208670795617 0
"empfolen" 0.0238208670795617 0
"endlich" 0 0.026816840976133
"endzwek" 0.0238208670795617 0
"entdeckt" 0 0.026816840976133
"entfernung" 0.0238208670795617 0
"entlassen" 0 0.026816840976133
"entsank" 0 0.026816840976133
"entschieden" 0 0.026816840976133
"entschuldige" 0 0.026816840976133
"entschuldigen" 0.0238208670795617 0
"entstanden" 0.0238208670795617 0
"entwafnet" 0.0238208670795617 0
"entwürfe" 0.0238208670795617 0
"entziehn" 0 0.026816840976133
"entzükungen" 0.0238208670795617 0
"erbabenen" 0 0.026816840976133
"erben" 0.0238208670795617 0
"erblikte" 0.0238208670795617 0
"erdachtest" 0.0238208670795617 0
"erde" 0 0.026816840976133
"erden" 0 0.026816840976133
"erfinden" 0.0238208670795617 0
"erfleht" 0 0.026816840976133
"erfüllen" 0.0238208670795617 0
"erfüllt" 0 0.026816840976133
"ergrimmt" 0.0238208670795617 0
"erhabene" 0.0238208670795617 0
"erhalter" 0 0.026816840976133
"erinnr" 0 0.026816840976133
"erkämpfen" 0.0238208670795617 0
"erklären" 0.0238208670795617 0
"erkläret" 0.0238208670795617 0
"erlagen" 0.0238208670795617 0
"erlaube" 0 0.026816840976133
"erlaubt" 0.0238208670795617 0
"erleben" 0 0.026816840976133
"erlegt" 0.0238208670795617 0
"erniedrigen" 0.0238208670795617 0
"erquikung" 0.0238208670795617 0
"ersinnen" 0.0238208670795617 0
"ersparen" 0.0238208670795617 0
"erstaunen" 0 0.026816840976133
"erstdruck" 0 0.026816840976133
"ersten" 0 0.026816840976133
"erstenmal" 0 0.026816840976133
"erstlich" 0.0238208670795617 0
"ertödtet" 0 0.026816840976133
"ertrugest" 0.0238208670795617 0
"erwählen" 0 0.026816840976133
"erwähnt" 0 0.026816840976133
"erwähnung" 0.0238208670795617 0
"erwarte" 0 0.026816840976133
"erwiedern" 0 0.026816840976133
"erzehlen" 0.0238208670795617 0
"erzehlungen" 0.0238208670795617 0
"erzürnt" 0 0.026816840976133
"etwan" 0.0238208670795617 0
"euere" 0.0238208670795617 0
"eure" 0 0.026816840976133
"eurem" 0 0.026816840976133
"fahrt" 0 0.026816840976133
"falsch" 0.0238208670795617 0
"fang" 0 0.026816840976133
"farbe" 0 0.026816840976133
"fasse" 0 0.026816840976133
"faßt" 0 0.026816840976133
"faßte" 0.0238208670795617 0
"fast" 0.0238208670795617 0
"fataler" 0 0.026816840976133
"fehd" 0 0.026816840976133
"fehlen" 0 0.026816840976133
"fehler" 0.0238208670795617 0
"fehlt" 0 0.026816840976133
"feldherrn" 0.0238208670795617 0
"feldläger" 0 0.026816840976133
"fern" 0.0238208670795617 0
"fertigkeit" 0.0238208670795617 0
"fesseln" 0.0238208670795617 0
"fest" 0 0.026816840976133
"feuer" 0.0238208670795617 0
"feyren" 0 0.026816840976133
"fieberhaften" 0.0238208670795617 0
"fiel" 0.0238208670795617 0
"flatterten" 0.0238208670795617 0
"floß" 0 0.026816840976133
"fluch" 0 0.026816840976133
"fluche" 0.0238208670795617 0
"focht" 0 0.026816840976133
"fochte" 0 0.026816840976133
"folge" 0 0.026816840976133
"folglich" 0.0238208670795617 0
"fordere" 0 0.026816840976133
"fordern" 0 0.026816840976133
"fragen" 0.0238208670795617 0
"fremde" 0.0238208670795617 0
"freude" 0 0.026816840976133
"freuden" 0.0238208670795617 0
"frey" 0 0.026816840976133
"freyheit" 0.0238208670795617 0
"fried" 0 0.026816840976133
"friede" 0 0.026816840976133
"friedenslorbeern" 0 0.026816840976133
"friedfertigen" 0.0238208670795617 0
"frohen" 0 0.026816840976133
"fruchtlos" 0.0238208670795617 0
"früh" 0 0.026816840976133
"fühlende" 0.0238208670795617 0
"fühlet" 0 0.026816840976133
"fuhr" 0 0.026816840976133
"führe" 0 0.026816840976133
"führen" 0.0238208670795617 0
"fürcht" 0 0.026816840976133
"fürchterlichen" 0.0238208670795617 0
"fürchtest" 0.0238208670795617 0
"fürchtete" 0.0238208670795617 0
"füssen" 0 0.026816840976133
"gäbe" 0 0.026816840976133
"ganzen" 0 0.026816840976133
"gebet" 0.0238208670795617 0
"gebracht" 0.0238208670795617 0
"gebrauch" 0.0238208670795617 0
"gebrauche" 0 0.026816840976133
"gebrauchet" 0 0.026816840976133
"gebraucht" 0.0238208670795617 0
"gebt" 0 0.026816840976133
"gebürge" 0 0.026816840976133
"gedacht" 0.0238208670795617 0
"gedroht" 0 0.026816840976133
"geeilt" 0 0.026816840976133
"gefährten" 0.0238208670795617 0
"gefällt" 0 0.026816840976133
"gefangene" 0.0238208670795617 0
"gefangennehmung" 0.0238208670795617 0
"gefäß" 0 0.026816840976133
"gefecht" 0 0.026816840976133
"gefehlt" 0.0238208670795617 0
"geflossen" 0 0.026816840976133
"gefürchtete" 0.0238208670795617 0
"gegenseitiger" 0 0.026816840976133
"geglaubt" 0.0238208670795617 0
"gegner" 0.0238208670795617 0
"gehet" 0.0238208670795617 0
"gehirn" 0.0238208670795617 0
"gehn" 0 0.026816840976133
"gehöret" 0 0.026816840976133
"gehorsamen" 0.0238208670795617 0
"geistes" 0.0238208670795617 0
"gelaufen" 0.0238208670795617 0
"gelehrten" 0.0238208670795617 0
"geliebtes" 0 0.026816840976133
"gelobet" 0 0.026816840976133
"gelungen" 0.0238208670795617 0
"gemüthe" 0.0238208670795617 0
"gemüths-art" 0.0238208670795617 0
"genaues" 0.0238208670795617 0
"general" 0 0.026816840976133
"genesen" 0.0238208670795617 0
"geniessen" 0.0238208670795617 0
"genohmen" 0.0238208670795617 0
"genugthuung" 0 0.026816840976133
"gepflogen" 0.0238208670795617 0
"geradezu" 0.0238208670795617 0
"geraubt" 0.0238208670795617 0
"gerechte" 0 0.026816840976133
"gerechter" 0.0238208670795617 0
"geredet" 0.0238208670795617 0
"gering" 0.0238208670795617 0
"geringe" 0.0238208670795617 0
"geringste" 0.0238208670795617 0
"gerüchte" 0.0238208670795617 0
"gerüstet" 0.0238208670795617 0
"gesagt" 0.0238208670795617 0
"gesandschaft" 0.0238208670795617 0
"gesandt" 0.0238208670795617 0
"geschenke" 0.0238208670795617 0
"geschichten" 0.0238208670795617 0
"geschiktesten" 0.0238208670795617 0
"geschleppt" 0.0238208670795617 0
"geschwader" 0 0.026816840976133
"geschwaders" 0 0.026816840976133
"geschwind" 0 0.026816840976133
"geschwinde" 0 0.026816840976133
"gesezt" 0.0238208670795617 0
"gesezte" 0.0238208670795617 0
"geseztere" 0.0238208670795617 0
"gesieget" 0.0238208670795617 0
"gesinnet" 0 0.026816840976133
"gesonnen" 0.0238208670795617 0
"gesprochen" 0 0.026816840976133
"gestalt" 0 0.026816840976133
"gestehn" 0 0.026816840976133
"gestellet" 0 0.026816840976133
"gestellt" 0 0.026816840976133
"gestern" 0 0.026816840976133
"gestiegen" 0.0238208670795617 0
"gestrebt" 0 0.026816840976133
"gestrekt" 0.0238208670795617 0
"gestürzt" 0.0238208670795617 0
"gesucht" 0.0238208670795617 0
"gesund" 0 0.026816840976133
"getödtet" 0.0238208670795617 0
"getreu" 0.0238208670795617 0
"getrieben" 0 0.026816840976133
"gewachsen" 0 0.026816840976133
"gewählt" 0.0238208670795617 0
"geweiht" 0 0.026816840976133
"gewicht" 0.0238208670795617 0
"gewinne" 0.0238208670795617 0
"gewinnen" 0 0.026816840976133
"gewisse" 0.0238208670795617 0
"gewisser" 0.0238208670795617 0
"gewissere" 0.0238208670795617 0
"gewollt" 0 0.026816840976133
"geworfene" 0.0238208670795617 0
"gewürdigt" 0.0238208670795617 0
"gewütet" 0.0238208670795617 0
"gezückt" 0 0.026816840976133
"giebst" 0.0238208670795617 0
"giebt" 0.0238208670795617 0
"gieng" 0.0238208670795617 0
"glauben" 0.0238208670795617 0
"gleichgesinnte" 0 0.026816840976133
"gleichgültig" 0.0238208670795617 0
"gleim" 0 0.026816840976133
"glieder" 0 0.026816840976133
"glorreicher" 0.0238208670795617 0
"glücklich" 0 0.026816840976133
"glückseeliger" 0 0.026816840976133
"glühen" 0 0.026816840976133
"glüklichern" 0.0238208670795617 0
"glüks" 0.0238208670795617 0
"glükseligen" 0.0238208670795617 0
"gluth" 0 0.026816840976133
"gold" 0 0.026816840976133
"gott" 0.0238208670795617 0
"grausam-barmherzig" 0 0.026816840976133
"grausames" 0 0.026816840976133
"griechen" 0.0238208670795617 0
"grössern" 0.0238208670795617 0
"grossmuth" 0.0238208670795617 0
"großmüthig" 0.0238208670795617 0
"großmüthiger" 0.0238208670795617 0
"großmüthigste" 0.0238208670795617 0
"größte" 0 0.026816840976133
"größtes" 0 0.026816840976133
"gröste" 0.0238208670795617 0
"grösten" 0.0238208670795617 0
"grunde" 0 0.026816840976133
"gründe" 0.0238208670795617 0
"grundsäze" 0.0238208670795617 0
"gruß" 0 0.026816840976133
"gültige" 0.0238208670795617 0
"gute" 0.0238208670795617 0
"guter" 0.0238208670795617 0
"güter" 0 0.026816840976133
"gütiger" 0 0.026816840976133
"haare" 0 0.026816840976133
"habet" 0.0238208670795617 0
"halbkopfs" 0.0238208670795617 0
"haltet" 0.0238208670795617 0
"hände" 0.0238208670795617 0
"handlung" 0.0238208670795617 0
"hangen" 0.0238208670795617 0
"hart" 0 0.026816840976133
"haß" 0 0.026816840976133
"hatt" 0 0.026816840976133
"hauen" 0.0238208670795617 0
"haupt" 0 0.026816840976133
"hauptmann" 0.0238208670795617 0
"hause" 0.0238208670795617 0
"haute" 0.0238208670795617 0
"he" 0.0238208670795617 0
"heft" 0 0.026816840976133
"heil" 0 0.026816840976133
"heisse" 0 0.026816840976133
"heissen" 0.0238208670795617 0
"heissest" 0 0.026816840976133
"heißt" 0.0238208670795617 0
"heldenbahn" 0 0.026816840976133
"heldenmiene" 0 0.026816840976133
"heldenmuth" 0 0.026816840976133
"heldenruhm" 0 0.026816840976133
"her" 0 0.026816840976133
"herablassung" 0.0238208670795617 0
"hereinkommen" 0.0238208670795617 0
"hergekommen" 0.0238208670795617 0
"hergeplappert" 0.0238208670795617 0
"hernach" 0.0238208670795617 0
"heroische" 0 0.026816840976133
"heroischen" 0.0238208670795617 0
"herolden" 0.0238208670795617 0
"herrschaft" 0.0238208670795617 0
"herrschaften" 0.0238208670795617 0
"herrscher" 0.0238208670795617 0
"herrschsucht" 0.0238208670795617 0
"herwerts" 0.0238208670795617 0
"herzens" 0 0.026816840976133
"herzensfreund" 0 0.026816840976133
"herzustellen" 0.0238208670795617 0
"heute" 0.0238208670795617 0
"hieb" 0 0.026816840976133
"hielte" 0.0238208670795617 0
"hielten" 0.0238208670795617 0
"hievon" 0.0238208670795617 0
"hilft" 0 0.026816840976133
"hinaufzuheben" 0 0.026816840976133
"hindert" 0 0.026816840976133
"hinein" 0 0.026816840976133
"hingeben" 0 0.026816840976133
"hinstelletet" 0 0.026816840976133
"hintergangen" 0.0238208670795617 0
"hinweg" 0.0238208670795617 0
"hinzu" 0 0.026816840976133
"hitze" 0 0.026816840976133
"höchsten" 0.0238208670795617 0
"hoffe" 0.0238208670795617 0
"hofnung" 0.0238208670795617 0
"höhern" 0.0238208670795617 0
"hohlt" 0 0.026816840976133
"hohn" 0 0.026816840976133
"höhre" 0 0.026816840976133
"holz" 0.0238208670795617 0
"hönische" 0.0238208670795617 0
"hören" 0.0238208670795617 0
"höret" 0.0238208670795617 0
"hörst" 0 0.026816840976133
"hört" 0 0.026816840976133
"hörte" 0.0238208670795617 0
"hülfe" 0 0.026816840976133
"ignoranten" 0.0238208670795617 0
"ihnen" 0.0238208670795617 0
"ihrer" 0.0238208670795617 0
"ihrs" 0 0.026816840976133
"indeß" 0 0.026816840976133
"indessen" 0.0238208670795617 0
"inhalt" 0.0238208670795617 0
"innerlichen" 0.0238208670795617 0
"ins" 0.0238208670795617 0
"irdischer" 0.0238208670795617 0
"irrst" 0 0.026816840976133
"itzige" 0 0.026816840976133
"itzt" 0 0.026816840976133
"izo" 0.0238208670795617 0
"jacob" 0.0238208670795617 0
"jahren" 0 0.026816840976133
"jammerst" 0 0.026816840976133
"jede" 0.0238208670795617 0
"jeder" 0 0.026816840976133
"jedes" 0 0.026816840976133
"jungen" 0 0.026816840976133
"junger" 0.0238208670795617 0
"jüngern" 0 0.026816840976133
"jüngrer" 0 0.026816840976133
"kaltes" 0.0238208670795617 0
"kamest" 0.0238208670795617 0
"kampf" 0.0238208670795617 0
"kannst" 0 0.026816840976133
"kaum" 0.0238208670795617 0
"kehrst" 0 0.026816840976133
"keins" 0 0.026816840976133
"kenn" 0 0.026816840976133
"kennt" 0 0.026816840976133
"kennzeichen" 0.0238208670795617 0
"kerl" 0.0238208670795617 0
"kindisches" 0.0238208670795617 0
"kläglicher" 0 0.026816840976133
"kleiner" 0 0.026816840976133
"kleinste" 0 0.026816840976133
"knochen" 0.0238208670795617 0
"komme" 0.0238208670795617 0
"königen" 0.0238208670795617 0
"könne" 0.0238208670795617 0
"könnten" 0 0.026816840976133
"könntest" 0.0238208670795617 0
"kopfe" 0.0238208670795617 0
"kostbare" 0 0.026816840976133
"kosten" 0.0238208670795617 0
"köstlicher" 0 0.026816840976133
"kraft" 0.0238208670795617 0
"kriegern" 0 0.026816840976133
"krieges" 0 0.026816840976133
"kriegesheer" 0 0.026816840976133
"kriegesknecht" 0 0.026816840976133
"kriegrischen" 0 0.026816840976133
"krone" 0 0.026816840976133
"kühn" 0 0.026816840976133
"kühner" 0 0.026816840976133
"kummer" 0.0238208670795617 0
"kümmert" 0 0.026816840976133
"künftig" 0 0.026816840976133
"kurze" 0 0.026816840976133
"küßt" 0 0.026816840976133
"ladomat" 0 0.026816840976133
"läger" 0.0238208670795617 0
"lang" 0 0.026816840976133
"lange" 0 0.026816840976133
"langen" 0 0.026816840976133
"langer" 0 0.026816840976133
"längst" 0.0238208670795617 0
"lasset" 0.0238208670795617 0
"läßt" 0.0238208670795617 0
"lästerer" 0 0.026816840976133
"laut" 0.0238208670795617 0
"lebend" 0 0.026816840976133
"lebt" 0 0.026816840976133
"lehrte" 0 0.026816840976133
"leib" 0.0238208670795617 0
"leichnam" 0.0238208670795617 0
"leichte" 0 0.026816840976133
"leichten" 0 0.026816840976133
"leichter" 0 0.026816840976133
"leihest" 0.0238208670795617 0
"lenkte" 0.0238208670795617 0
"lerne" 0 0.026816840976133
"lernen" 0 0.026816840976133
"lezten" 0.0238208670795617 0
"licht" 0.0238208670795617 0
"liebet" 0 0.026816840976133
"liegen" 0 0.026816840976133
"lige" 0.0238208670795617 0
"lindern" 0.0238208670795617 0
"linderung" 0 0.026816840976133
"listig" 0 0.026816840976133
"listige" 0.0238208670795617 0
"litt" 0 0.026816840976133
"lob" 0 0.026816840976133
"loos" 0 0.026816840976133
"lorbeern" 0 0.026816840976133
"lösegeld" 0.0238208670795617 0
"losung" 0 0.026816840976133
"ludwig" 0 0.026816840976133
"lügen" 0.0238208670795617 0
"lycus" 0 0.026816840976133
"mache" 0.0238208670795617 0
"mächtiger" 0.0238208670795617 0
"majestät" 0.0238208670795617 0
"mangeln" 0.0238208670795617 0
"meinige" 0 0.026816840976133
"meinigen" 0 0.026816840976133
"melden" 0.0238208670795617 0
"meldet" 0.0238208670795617 0
"menge" 0.0238208670795617 0
"menschlich" 0.0238208670795617 0
"menschlichen" 0.0238208670795617 0
"menschliches" 0.0238208670795617 0
"methymna" 0 0.026816840976133
"meynten" 0.0238208670795617 0
"millionen" 0 0.026816840976133
"missete" 0.0238208670795617 0
"mißgönnet" 0 0.026816840976133
"mißlungenen" 0.0238208670795617 0
"mißtrauen" 0.0238208670795617 0
"mitbuhler" 0.0238208670795617 0
"mitgefangenen" 0.0238208670795617 0
"mitgefangnen" 0 0.026816840976133
"mitleiden" 0.0238208670795617 0
"mittels-personen" 0.0238208670795617 0
"mittheilte" 0.0238208670795617 0
"möchte" 0.0238208670795617 0
"möglich" 0 0.026816840976133
"monarch" 0 0.026816840976133
"mühe" 0.0238208670795617 0
"munde" 0 0.026816840976133
"munter" 0 0.026816840976133
"muntern" 0.0238208670795617 0
"mußte" 0.0238208670795617 0
