"bodmer_Polytimet" "gleim_Philotas"
"noch" 0.166746069556932 0.348618932689729
"soll" 0.190566936636494 0.321802091713596
"an" 0.190566936636494 0.294985250737463
"aristodem" 0.404954740352549 0.053633681952266
"leben" 0.262029537875179 0.214534727809064
"seinen" 0.333492139113864 0.134084204880665
"sey" 0.119104335397808 0.375435773665862
"bin" 0.0952834683182468 0.375435773665862
"kann" 0.28585040495474 0.160901045856798
"meinen" 0.238208670795617 0.214534727809064
"durch" 0.333492139113864 0.080450522928399
"seinem" 0.309671272034302 0.107267363904532
"wieder" 0.357313006193425 0.053633681952266
"wird" 0.14292520247737 0.294985250737463
"auch" 0.166746069556932 0.241351568785197
"bey" 0.238208670795617 0.160901045856798
"held" 0.0238208670795617 0.402252614641995
"auftritt" 0.166746069556932 0.214534727809064
"aus" 0.0952834683182468 0.294985250737463
"einer" 0.190566936636494 0.187717886832931
"ohne" 0.309671272034302 0.053633681952266
"schwerdt" 0.0238208670795617 0.375435773665862
"deinem" 0.166746069556932 0.187717886832931
"man" 0.262029537875179 0.080450522928399
"oder" 0.190566936636494 0.160901045856798
"sagen" 0.238208670795617 0.107267363904532
"selbst" 0.262029537875179 0.080450522928399
"sollte" 0.309671272034302 0.026816840976133
"wikisource" 0.166746069556932 0.187717886832931
"denn" 0.14292520247737 0.187717886832931
"dieses" 0.238208670795617 0.080450522928399
"doch" 0.0952834683182468 0.241351568785197
"hast" 0.190566936636494 0.134084204880665
"tod" 0.166746069556932 0.160901045856798
"uns" 0.190566936636494 0.134084204880665
"vaterland" 0.0238208670795617 0.321802091713596
"viel" 0.0714626012386851 0.26816840976133
"weiß" 0.0952834683182468 0.241351568785197
"geben" 0.166746069556932 0.134084204880665
"meine" 0.166746069556932 0.134084204880665
"meines" 0.0238208670795617 0.294985250737463
"sind" 0.14292520247737 0.160901045856798
"da" 0.0476417341591234 0.241351568785197
"gegen" 0.238208670795617 0.026816840976133
"im" 0.14292520247737 0.134084204880665
"laß" 0.0714626012386851 0.214534727809064
"meinem" 0.214387803716055 0.053633681952266
"schon" 0.0714626012386851 0.214534727809064
"um" 0.166746069556932 0.107267363904532
"alles" 0.14292520247737 0.107267363904532
"bist" 0.0714626012386851 0.187717886832931
"dieser" 0.119104335397808 0.134084204880665
"einst" 0 0.26816840976133
"muß" 0.0952834683182468 0.160901045856798
"nun" 0.0238208670795617 0.241351568785197
"schwert" 0.238208670795617 0
"vaters" 0.0238208670795617 0.241351568785197
"vor" 0.14292520247737 0.107267363904532
"wollte" 0.214387803716055 0.026816840976133
"ach" 0 0.241351568785197
"allein" 0.0238208670795617 0.214534727809064
"deinen" 0.0952834683182468 0.134084204880665
"diese" 0.166746069556932 0.053633681952266
"einem" 0.166746069556932 0.053633681952266
"kind" 0.0238208670795617 0.214534727809064
"machen" 0.190566936636494 0.026816840976133
"sage" 0.0714626012386851 0.160901045856798
"soldat" 0.0476417341591234 0.187717886832931
"tag" 0 0.241351568785197
"über" 0.119104335397808 0.107267363904532
"waren" 0.14292520247737 0.080450522928399
"wer" 0 0.241351568785197
"werden" 0.166746069556932 0.053633681952266
"wohl" 0 0.241351568785197
"alle" 0.119104335397808 0.080450522928399
"bald" 0.0714626012386851 0.134084204880665
"damit" 0.14292520247737 0.053633681952266
"dann" 0.0238208670795617 0.187717886832931
"deine" 0.119104335397808 0.080450522928399
"erst" 0.0952834683182468 0.107267363904532
"feind" 0.0714626012386851 0.134084204880665
"gedanken" 0.166746069556932 0.026816840976133
"gefangenschaft" 0.14292520247737 0.053633681952266
"groß" 0.0952834683182468 0.107267363904532
"grossen" 0.0952834683182468 0.107267363904532
"könnte" 0.190566936636494 0
"krieger" 0.0476417341591234 0.160901045856798
"sprach" 0.0238208670795617 0.187717886832931
"sterben" 0.0476417341591234 0.160901045856798
"weil" 0.0714626012386851 0.134084204880665
"welch" 0.0238208670795617 0.187717886832931
"welche" 0.14292520247737 0.053633681952266
"welches" 0.14292520247737 0.053633681952266
"wunde" 0.166746069556932 0.026816840976133
"brust" 0.0714626012386851 0.107267363904532
"deiner" 0.0714626012386851 0.107267363904532
"eines" 0.166746069556932 0
"gern" 0.0714626012386851 0.107267363904532
"gewiß" 0.0714626012386851 0.107267363904532
"helden" 0.0952834683182468 0.080450522928399
"kein" 0.0714626012386851 0.107267363904532
"kömmt" 0.0952834683182468 0.080450522928399
"könige" 0.0238208670795617 0.160901045856798
"macht" 0.0714626012386851 0.107267363904532
"morgen" 0.119104335397808 0.053633681952266
"nach" 0.0238208670795617 0.160901045856798
"provinzen" 0.14292520247737 0.026816840976133
"sagt" 0.0952834683182468 0.080450522928399
"sehn" 0 0.187717886832931
"seiner" 0.0714626012386851 0.107267363904532
"unter" 0.0952834683182468 0.080450522928399
"worte" 0.119104335397808 0.053633681952266
"zum" 0.0476417341591234 0.134084204880665
"allen" 0.0476417341591234 0.107267363904532
"darauf" 0.0714626012386851 0.080450522928399
"feinde" 0.119104335397808 0.026816840976133
"freien" 0.0714626012386851 0.080450522928399
"freund" 0.0238208670795617 0.134084204880665
"gemacht" 0.14292520247737 0
"göttern" 0.0238208670795617 0.134084204880665
"grosse" 0.0714626012386851 0.080450522928399
"hatte" 0.14292520247737 0
"hielt" 0.119104335397808 0.026816840976133
"können" 0.0952834683182468 0.053633681952266
"krieg" 0.0238208670795617 0.134084204880665
"nein" 0.0238208670795617 0.134084204880665
"oft" 0.0476417341591234 0.107267363904532
"sag" 0.0238208670795617 0.134084204880665
"sagte" 0.0476417341591234 0.107267363904532
"schicksal" 0 0.160901045856798
"sehr" 0.14292520247737 0
"sieg" 0.119104335397808 0.026816840976133
"solchen" 0.0476417341591234 0.107267363904532
"tödtlich" 0.0952834683182468 0.053633681952266
"umarmen" 0.0476417341591234 0.107267363904532
"vaterlandes" 0 0.160901045856798
"wirst" 0.0238208670795617 0.134084204880665
"wissen" 0.0476417341591234 0.107267363904532
"zelt" 0.0714626012386851 0.080450522928399
"zur" 0.0952834683182468 0.053633681952266
"alter" 0 0.134084204880665
"deines" 0.0238208670795617 0.107267363904532
"eben" 0.0714626012386851 0.053633681952266
"ehre" 0.0476417341591234 0.080450522928399
"etwas" 0.0714626012386851 0.053633681952266
"euch" 0.0238208670795617 0.107267363904532
"freunde" 0.0476417341591234 0.080450522928399
"gab" 0.0238208670795617 0.107267363904532
"ganz" 0.0476417341591234 0.080450522928399
"gefangenen" 0.119104335397808 0
"gefangener" 0.0952834683182468 0.026816840976133
"gesicht" 0 0.134084204880665
"gewesen" 0.0952834683182468 0.026816840976133
"gleich" 0.0714626012386851 0.053633681952266
"heerold" 0.119104335397808 0
"herz" 0.0714626012386851 0.053633681952266
"herzen" 0.0952834683182468 0.026816840976133
"jugend" 0.0476417341591234 0.080450522928399
"jüngling" 0.0238208670795617 0.107267363904532
"keine" 0.0952834683182468 0.026816840976133
"keinen" 0.0952834683182468 0.026816840976133
"königs" 0.0476417341591234 0.080450522928399
"lager" 0.0714626012386851 0.053633681952266
"lassen" 0.119104335397808 0
"mann" 0.0476417341591234 0.080450522928399
"meiner" 0.0476417341591234 0.080450522928399
"polymet" 0 0.134084204880665
"seele" 0.0714626012386851 0.053633681952266
"trost" 0.0238208670795617 0.107267363904532
"verstand" 0.119104335397808 0
"ward" 0.0238208670795617 0.107267363904532
"weinen" 0.0238208670795617 0.107267363904532
"welcher" 0.0238208670795617 0.107267363904532
"wo" 0.0238208670795617 0.107267363904532
"wollt" 0.0476417341591234 0.080450522928399
"zuerst" 0.0714626012386851 0.053633681952266
"zurück" 0 0.134084204880665
"zwar" 0.0952834683182468 0.026816840976133
"ab" 0.0476417341591234 0.053633681952266
"arm" 0.0476417341591234 0.053633681952266
"befehl" 0.0714626012386851 0.026816840976133
"bei" 0.0476417341591234 0.053633681952266
"blut" 0.0238208670795617 0.080450522928399
"boden" 0.0476417341591234 0.053633681952266
"bringen" 0.0476417341591234 0.053633681952266
"darf" 0.0238208670795617 0.080450522928399
"dazu" 0.0714626012386851 0.026816840976133
"denken" 0.0238208670795617 0.080450522928399
"e-book" 0.0476417341591234 0.053633681952266
"ehe" 0.0952834683182468 0
"einfall" 0.0952834683182468 0
"erste" 0.0476417341591234 0.053633681952266
"feindes" 0 0.107267363904532
"finden" 0.0476417341591234 0.053633681952266
"fürsten" 0 0.107267363904532
"gedanke" 0.0952834683182468 0
"gehört" 0.0476417341591234 0.053633681952266
"genug" 0.0952834683182468 0
"glück" 0 0.107267363904532
"glük" 0.0952834683182468 0
"glükseligkeit" 0.0952834683182468 0
"grosser" 0.0476417341591234 0.053633681952266
"gütig" 0.0238208670795617 0.080450522928399
"ha" 0 0.107267363904532
"hab" 0 0.107267363904532
"hättest" 0.0952834683182468 0
"höflichkeit" 0.0476417341591234 0.053633681952266
"ihre" 0.0476417341591234 0.053633681952266
"indem" 0.0476417341591234 0.053633681952266
"informationen" 0.0476417341591234 0.053633681952266
"ja" 0 0.107267363904532
"kommen" 0.0714626012386851 0.026816840976133
"länder" 0.0714626012386851 0.026816840976133
"lauter" 0.0952834683182468 0
"lebendig" 0.0714626012386851 0.026816840976133
"liebe" 0.0476417341591234 0.053633681952266
"liebt" 0 0.107267363904532
"lizenz" 0.0476417341591234 0.053633681952266
"menschen" 0.0476417341591234 0.053633681952266
"ob" 0.0714626012386851 0.026816840976133
"patriot" 0 0.107267363904532
"prinzen" 0.0952834683182468 0
"recht" 0.0714626012386851 0.026816840976133
"reden" 0.0238208670795617 0.080450522928399
"reich" 0.0952834683182468 0
"reiche" 0.0952834683182468 0
"rief" 0.0714626012386851 0.026816840976133
"sache" 0.0714626012386851 0.026816840976133
"schwindlichten" 0.0952834683182468 0
"sehe" 0.0476417341591234 0.053633681952266
"seines" 0.0714626012386851 0.026816840976133
"staats" 0.0952834683182468 0
"streit" 0.0952834683182468 0
"that" 0.0238208670795617 0.080450522928399
"thun" 0.0238208670795617 0.080450522928399
"unglük" 0.0952834683182468 0
"verlohren" 0.0238208670795617 0.080450522928399
"vielleicht" 0.0714626012386851 0.026816840976133
"volk" 0 0.107267363904532
"wären" 0.0238208670795617 0.080450522928399
"warum" 0.0476417341591234 0.053633681952266
"weg" 0.0714626012386851 0.026816840976133
"wenig" 0.0238208670795617 0.080450522928399
"willst" 0.0238208670795617 0.080450522928399
"wol" 0.0714626012386851 0.026816840976133
"wollen" 0.0238208670795617 0.080450522928399
"würde" 0.0952834683182468 0
"wußte" 0.0952834683182468 0
"zeit" 0.0476417341591234 0.053633681952266
"zwischen" 0.0952834683182468 0
"adern" 0.0476417341591234 0.026816840976133
"alsdenn" 0.0238208670795617 0.053633681952266
"am" 0.0476417341591234 0.026816840976133
"andere" 0.0714626012386851 0
"aufgerissen" 0.0714626012386851 0
"aufopfern" 0.0238208670795617 0.053633681952266
"auswechslung" 0.0476417341591234 0.026816840976133
"behalten" 0.0714626012386851 0
"beruhet" 0.0476417341591234 0.026816840976133
"bis" 0.0714626012386851 0
"bitten" 0.0238208670795617 0.053633681952266
"bittet" 0.0714626012386851 0
"bleibt" 0.0476417341591234 0.026816840976133
"bringt" 0.0238208670795617 0.053633681952266
"dapferkeit" 0.0714626012386851 0
"darinn" 0.0714626012386851 0
"darum" 0.0476417341591234 0.026816840976133
"davon" 0.0476417341591234 0.026816840976133
"denke" 0.0476417341591234 0.026816840976133
"edlen" 0 0.080450522928399
"einander" 0.0476417341591234 0.026816840976133
"einmal" 0.0238208670795617 0.053633681952266
"empfangen" 0.0476417341591234 0.026816840976133
"entwurf" 0.0714626012386851 0
"ernst" 0 0.080450522928399
"falsche" 0.0714626012386851 0
"feinden" 0.0476417341591234 0.026816840976133
"feldherr" 0.0476417341591234 0.026816840976133
"folgen" 0.0476417341591234 0.026816840976133
"gebe" 0.0714626012386851 0
"gefahr" 0.0238208670795617 0.053633681952266
"geh" 0.0238208670795617 0.053633681952266
"gehabt" 0.0714626012386851 0
"genommen" 0 0.080450522928399
"geschlagen" 0 0.080450522928399
"gestorben" 0.0476417341591234 0.026816840976133
"gethan" 0.0714626012386851 0
"gewonnen" 0.0238208670795617 0.053633681952266
"gipfel" 0.0476417341591234 0.026816840976133
"glückseeligkeit" 0 0.080450522928399
"glükliche" 0.0714626012386851 0
"großmuth" 0.0714626012386851 0
"gut" 0.0476417341591234 0.026816840976133
"hält" 0.0476417341591234 0.026816840976133
"halte" 0.0476417341591234 0.026816840976133
"händen" 0 0.080450522928399
"herold" 0.0476417341591234 0.026816840976133
"hier" 0.0238208670795617 0.053633681952266
"hin" 0 0.080450522928399
"hoch" 0 0.080450522928399
"ichs" 0 0.080450522928399
"ihren" 0.0476417341591234 0.026816840976133
"jedem" 0.0714626012386851 0
"jeden" 0.0476417341591234 0.026816840976133
"jezt" 0.0714626012386851 0
"junge" 0 0.080450522928399
"jünglinge" 0.0714626012386851 0
"jünglings" 0.0476417341591234 0.026816840976133
"komm" 0 0.080450522928399
"kühnheit" 0.0714626012386851 0
"länger" 0 0.080450522928399
"lasse" 0.0238208670795617 0.053633681952266
"laßt" 0 0.080450522928399
"lebet" 0.0714626012386851 0
"lebst" 0 0.080450522928399
"leider" 0.0238208670795617 0.053633681952266
"lieber" 0.0476417341591234 0.026816840976133
"liegt" 0 0.080450522928399
"lust" 0 0.080450522928399
"mag" 0.0714626012386851 0
"mal" 0.0714626012386851 0
"nahm" 0 0.080450522928399
"nehmen" 0.0714626012386851 0
"neue" 0.0714626012386851 0
"neuen" 0.0238208670795617 0.053633681952266
"nichts" 0.0476417341591234 0.026816840976133
"niederlage" 0.0714626012386851 0
"nihm" 0.0714626012386851 0
"person" 0.0714626012386851 0
"personen" 0.0476417341591234 0.026816840976133
"polytimeten" 0.0714626012386851 0
"prügel" 0.0714626012386851 0
"retten" 0.0238208670795617 0.053633681952266
"sah" 0 0.080450522928399
"schande" 0.0714626012386851 0
"schien" 0.0476417341591234 0.026816840976133
"schiksal" 0.0714626012386851 0
"schuld" 0.0476417341591234 0.026816840976133
"schuldig" 0.0714626012386851 0
"sehen" 0.0238208670795617 0.053633681952266
"setzt" 0 0.080450522928399
"siegen" 0 0.080450522928399
"sieger" 0.0476417341591234 0.026816840976133
"sieh" 0 0.080450522928399
"sprich" 0 0.080450522928399
"stehn" 0 0.080450522928399
"steht" 0.0238208670795617 0.053633681952266
"tapfersten" 0 0.080450522928399
"thust" 0.0476417341591234 0.026816840976133
"träumt" 0.0238208670795617 0.053633681952266
"umringt" 0.0238208670795617 0.053633681952266
"unglück" 0 0.080450522928399
"untergang" 0 0.080450522928399
"verborgen" 0.0238208670795617 0.053633681952266
"vereinigen" 0.0476417341591234 0.026816840976133
"verwundet" 0 0.080450522928399
"völker" 0.0238208670795617 0.053633681952266
"vorschläge" 0.0714626012386851 0
"wafen" 0.0714626012386851 0
"waffen" 0.0238208670795617 0.053633681952266
"wahrlich" 0 0.080450522928399
"wär" 0 0.080450522928399
"warf" 0 0.080450522928399
"welchem" 0 0.080450522928399
"welt" 0.0238208670795617 0.053633681952266
"werk" 0.0238208670795617 0.053633681952266
"wiewol" 0.0714626012386851 0
"wunden" 0.0476417341591234 0.026816840976133
"wurden" 0 0.080450522928399
"zehn" 0 0.080450522928399
"ziehen" 0.0476417341591234 0.026816840976133
"zurük" 0.0714626012386851 0
"zween" 0.0714626012386851 0
"achtung" 0.0476417341591234 0
"aller" 0.0476417341591234 0
"allzu" 0 0.053633681952266
"allzubald" 0 0.053633681952266
"anblick" 0 0.053633681952266
"andern" 0.0238208670795617 0.026816840976133
"anders" 0.0476417341591234 0
"ansprache" 0.0476417341591234 0
"armer" 0.0238208670795617 0.026816840976133
"art" 0.0238208670795617 0.026816840976133
"aufbau" 0.0238208670795617 0.026816840976133
"aufgepuztes" 0.0476417341591234 0
"aufsätze" 0.0238208670795617 0.026816840976133
"auge" 0 0.053633681952266
"augen" 0.0238208670795617 0.026816840976133
"ausgelößt" 0.0476417341591234 0
"ausgewechselt" 0.0238208670795617 0.026816840976133
"ausschließlich" 0.0238208670795617 0.026816840976133
"ausschweifend" 0.0476417341591234 0
"ausschweifung" 0.0476417341591234 0
"beachten" 0.0238208670795617 0.026816840976133
"bedingen" 0.0476417341591234 0
"begierde" 0.0476417341591234 0
"begriffen" 0.0476417341591234 0
"bekam" 0.0476417341591234 0
"beliebig" 0.0238208670795617 0.026816840976133
"beruhige" 0.0238208670795617 0.026816840976133
"bestand" 0.0238208670795617 0.026816840976133
"besten" 0 0.053633681952266
"bestes" 0.0476417341591234 0
"bestimmt" 0 0.053633681952266
"betrachtete" 0.0238208670795617 0.026816840976133
"betrieben" 0.0238208670795617 0.026816840976133
"betrogen" 0.0476417341591234 0
"beyde" 0.0476417341591234 0
"beyden" 0.0476417341591234 0
"bibliothek" 0.0238208670795617 0.026816840976133
"blos" 0.0476417341591234 0
"blutgen" 0 0.053633681952266
"brauchen" 0.0238208670795617 0.026816840976133
"bubenstük" 0.0476417341591234 0
"dacht" 0 0.053633681952266
"dachte" 0.0238208670795617 0.026816840976133
"dahin" 0 0.053633681952266
"dank" 0 0.053633681952266
"daran" 0.0238208670795617 0.026816840976133
"dass" 0.0238208670795617 0.026816840976133
"de" 0.0238208670795617 0.026816840976133
"dergleichen" 0.0476417341591234 0
"dessen" 0.0476417341591234 0
"dienst" 0 0.053633681952266
"dient" 0.0238208670795617 0.026816840976133
"diesem" 0.0476417341591234 0
"digitale" 0.0238208670795617 0.026816840976133
"dort" 0.0476417341591234 0
"dritter" 0.0238208670795617 0.026816840976133
"drum" 0 0.053633681952266
"e-mail" 0.0238208670795617 0.026816840976133
"ebenbild" 0.0238208670795617 0.026816840976133
"ebook" 0.0238208670795617 0.026816840976133
"edel" 0 0.053633681952266
"edition" 0.0238208670795617 0.026816840976133
"edler" 0.0476417341591234 0
"edles" 0 0.053633681952266
"eher" 0.0476417341591234 0
"eigenen" 0.0476417341591234 0
"eile" 0.0476417341591234 0
"einführenden" 0.0238208670795617 0.026816840976133
"einiche" 0.0476417341591234 0
"elend" 0.0238208670795617 0.026816840976133
"empor" 0.0476417341591234 0
"ende" 0 0.053633681952266
"entgegen" 0.0238208670795617 0.026816840976133
"entsezen" 0.0476417341591234 0
"entsprechende" 0.0238208670795617 0.026816840976133
"entsprechenden" 0.0238208670795617 0.026816840976133
"entweder" 0.0238208670795617 0.026816840976133
"entziehen" 0.0238208670795617 0.026816840976133
"erfahre" 0 0.053633681952266
"erfahrung" 0.0476417341591234 0
"erhalten" 0.0476417341591234 0
"ernsthaft" 0.0238208670795617 0.026816840976133
"erstellt" 0.0238208670795617 0.026816840976133
"erstellung" 0.0238208670795617 0.026816840976133
"erster" 0.0238208670795617 0.026816840976133
"ertappt" 0.0476417341591234 0
"ertragen" 0.0476417341591234 0
"erwarten" 0 0.053633681952266
"euer" 0.0238208670795617 0.026816840976133
"exportiert" 0.0238208670795617 0.026816840976133
"fähig" 0.0476417341591234 0
"falle" 0.0238208670795617 0.026816840976133
"fassen" 0.0238208670795617 0.026816840976133
"faust" 0.0238208670795617 0.026816840976133
"fehlern" 0.0238208670795617 0.026816840976133
"feindschaft" 0.0238208670795617 0.026816840976133
"felde" 0.0476417341591234 0
"fließ" 0 0.053633681952266
"fort" 0 0.053633681952266
"frei" 0.0238208670795617 0.026816840976133
"freiwilligen" 0.0238208670795617 0.026816840976133
"freundschaft" 0.0476417341591234 0
"frieden" 0 0.053633681952266
"frucht" 0.0238208670795617 0.026816840976133
"fühlt" 0.0238208670795617 0.026816840976133
"fünfter" 0.0238208670795617 0.026816840976133
"fürchte" 0.0476417341591234 0
"fürchten" 0.0238208670795617 0.026816840976133
"ganze" 0 0.053633681952266
"gebeut" 0 0.053633681952266
"geblieben" 0 0.053633681952266
"gebohren" 0.0476417341591234 0
"gebührt" 0.0238208670795617 0.026816840976133
"gedichte" 0.0238208670795617 0.026816840976133
"gefallen" 0.0238208670795617 0.026816840976133
"gefunden" 0.0476417341591234 0
"gegeben" 0.0476417341591234 0
"gehalten" 0.0476417341591234 0
"gehe" 0.0238208670795617 0.026816840976133
"gehen" 0.0238208670795617 0.026816840976133
"gekommen" 0.0476417341591234 0
"geleget" 0.0476417341591234 0
"geliebter" 0 0.053633681952266
"gemeinfrei" 0.0238208670795617 0.026816840976133
"gerücht" 0.0476417341591234 0
"geschenk" 0.0238208670795617 0.026816840976133
"gesehen" 0.0476417341591234 0
"gesetze" 0.0238208670795617 0.026816840976133
"gewinnt" 0 0.053633681952266
"geworden" 0.0476417341591234 0
"gezelt" 0.0476417341591234 0
"gieb" 0 0.053633681952266
"glaubte" 0.0476417341591234 0
"glücklichen" 0 0.053633681952266
"glüklich" 0.0476417341591234 0
"grausam" 0 0.053633681952266
"grösse" 0.0476417341591234 0
"grösser" 0.0238208670795617 0.026816840976133
"grosses" 0.0238208670795617 0.026816840976133
"guten" 0.0238208670795617 0.026816840976133
"half" 0.0238208670795617 0.026816840976133
"halten" 0.0476417341591234 0
"hand" 0 0.053633681952266
"hartes" 0 0.053633681952266
"hätten" 0 0.053633681952266
"hauptseite" 0.0238208670795617 0.026816840976133
"heilig" 0 0.053633681952266
"helm" 0 0.053633681952266
"herr" 0.0476417341591234 0
"himmel" 0.0238208670795617 0.026816840976133
"hitzig" 0 0.053633681952266
"hize" 0.0476417341591234 0
"hoheit" 0.0476417341591234 0
"höherm" 0.0476417341591234 0
"hufen" 0 0.053633681952266
"immer" 0.0238208670795617 0.026816840976133
"inhalten" 0.0238208670795617 0.026816840976133
"interesse" 0.0238208670795617 0.026816840976133
"jammer" 0 0.053633681952266
"johann" 0.0238208670795617 0.026816840976133
"juni" 0.0238208670795617 0.026816840976133
"kehrt" 0 0.053633681952266
"keinem" 0 0.053633681952266
"keiner" 0 0.053633681952266
"kindischer" 0.0476417341591234 0
"kleinigkeit" 0.0238208670795617 0.026816840976133
"kommerzielle" 0.0238208670795617 0.026816840976133
"königlich" 0.0476417341591234 0
"königlichen" 0.0238208670795617 0.026816840976133
"königliches" 0 0.053633681952266
"könnt" 0 0.053633681952266
"konnte" 0.0476417341591234 0
"kopf" 0.0476417341591234 0
"kurz" 0 0.053633681952266
"lache" 0.0476417341591234 0
"land" 0.0476417341591234 0
"lebe" 0.0238208670795617 0.026816840976133
"legt" 0 0.053633681952266
"leicht" 0 0.053633681952266
"leugen" 0.0476417341591234 0
"lieben" 0.0238208670795617 0.026816840976133
"ließ" 0.0238208670795617 0.026816840976133
"ligen" 0.0476417341591234 0
"lizenzbedingungen" 0.0238208670795617 0.026816840976133
"löwen" 0 0.053633681952266
"luft" 0.0476417341591234 0
"machte" 0.0476417341591234 0
"mehrsprachige" 0.0238208670795617 0.026816840976133
"meinst" 0 0.053633681952266
"menschenfreund" 0 0.053633681952266
"milch" 0 0.053633681952266
"mitarbeit" 0.0238208670795617 0.026816840976133
"mitarbeitern" 0.0238208670795617 0.026816840976133
"müh" 0 0.053633681952266
"müßte" 0.0476417341591234 0
"nachricht" 0.0476417341591234 0
"nacht" 0 0.053633681952266
"näher" 0 0.053633681952266
"nation" 0.0476417341591234 0
"nie" 0 0.053633681952266
"noth" 0.0476417341591234 0
"nuzen" 0.0476417341591234 0
"per" 0.0238208670795617 0.026816840976133
"pferde" 0 0.053633681952266
"polemons" 0.0476417341591234 0
"polytimetens" 0.0476417341591234 0
"projekt" 0.0238208670795617 0.026816840976133
"prügeln" 0.0476417341591234 0
"quell" 0 0.053633681952266
"quellensammlung" 0.0238208670795617 0.026816840976133
"raschen" 0.0476417341591234 0
"rasete" 0.0476417341591234 0
"rechenschaft" 0.0238208670795617 0.026816840976133
"redet" 0.0238208670795617 0.026816840976133
"redete" 0.0238208670795617 0.026816840976133
"reportagen" 0.0238208670795617 0.026816840976133
"riß" 0.0238208670795617 0.026816840976133
"romane" 0.0238208670795617 0.026816840976133
"rosen" 0 0.053633681952266
"ruhm" 0 0.053633681952266
"scene" 0.0238208670795617 0.026816840976133
"scheint" 0.0476417341591234 0
"schlachten" 0.0238208670795617 0.026816840976133
"schlug" 0.0238208670795617 0.026816840976133
"schmeicheleyen" 0.0476417341591234 0
"schmeicheln" 0.0238208670795617 0.026816840976133
"schön" 0 0.053633681952266
"schwer" 0.0476417341591234 0
"schwerdter" 0 0.053633681952266
"schwerem" 0.0238208670795617 0.026816840976133
"schwesterprojekt" 0.0238208670795617 0.026816840976133
"sechster" 0.0238208670795617 0.026816840976133
"seite" 0.0476417341591234 0
"sicherheit" 0.0476417341591234 0
"siebender" 0.0238208670795617 0.026816840976133
"sieht" 0 0.053633681952266
"sinn" 0 0.053633681952266
"sohns" 0.0476417341591234 0
"solch" 0 0.053633681952266
"solche" 0.0238208670795617 0.026816840976133
"solcher" 0.0238208670795617 0.026816840976133
"soldaten" 0.0238208670795617 0.026816840976133
"sollt" 0 0.053633681952266
"sollten" 0.0476417341591234 0
"sondern" 0.0476417341591234 0
"sophismen" 0.0476417341591234 0
"sorge" 0.0238208670795617 0.026816840976133
"sprechen" 0.0238208670795617 0.026816840976133
"spricht" 0 0.053633681952266
"stand" 0 0.053633681952266
