"gellert_die-betschwester" "gellert_die-zaertlichen-schwestern" "gottsched-johann_der-sterbende-cato" "gottsched-luise_das-testament" "gottsched-luise_der-witzling" "gottsched-luise_die-pietisterey-im-fischbein-rocke" "lessing_der-freigeist" "lessing_emilia-galotti" "lessing_minna-von-barnhelm" "lessing_miss-sara-sampson" "schlegel_canut"
"will" 0.815171242570054 0.545992966870257 0.361739130434783 0.385385385385385 0.365952832746002 0.471076891905582 0.456100342075257 0.359268593490268 0.452986190518075 0.471943366795984 0.320793234179061
"herr" 0.690631191621851 0.555247084952804 0.0973913043478261 0.540540540540541 0.731905665492003 0.693951980549083 0.257795845520797 0.434339642876294 0.927962001935087 0.0719913610366756 0.116652085156022
"ihnen" 0.690631191621851 0.800481214140292 0.0208695652173913 0.28028028028028 0.460829493087558 0.410292776820991 0.609786326904963 0.35390637567698 0.470577887237224 0.507939047314322 0.0510352872557597
"auf" 0.350976507217662 0.379418841384416 0.417391304347826 0.35035035035035 0.609921387910003 0.293789889575524 0.619701551732685 0.520135127888895 0.49256750813616 0.49194096708395 0.328083989501312
"dem" 0.407585621285027 0.41180825467333 0.31304347826087 0.365365365365365 0.352399024125779 0.344443318812684 0.40156660552278 0.600568395088208 0.545342598293605 0.32396112466504 0.539515893846602
"ihn" 0.260401924709878 0.430316490838423 0.389565217391304 0.2002002002002 0.162645703442667 0.217809745719785 0.351990481384165 0.461150731942732 0.611311460990413 0.49194096708395 0.780110819480898
"meine" 0.656665723181432 0.744956505645012 0.139130434782609 0.27027027027027 0.47438330170778 0.43561949143957 0.327202419314858 0.546946216955333 0.228692057348931 0.303963524377075 0.196850393700787
"eine" 0.311350127370507 0.41180825467333 0.0556521739130435 0.630630630630631 0.59636757928978 0.354574004660116 0.560210202766348 0.402166335996568 0.206702436449996 0.607927048754149 0.0145815106445028
"habe" 0.424568355505236 0.578382380159171 0.048695652173913 0.505505505505506 0.379506641366224 0.46094620605815 0.520549303455456 0.187677623465065 0.444190342158501 0.319961604607447 0.0583260425780111
"denn" 0.469855646759128 0.374791782343143 0.354782608695652 0.465465465465465 0.420168067226891 0.547057035761321 0.332160031728719 0.262748672851091 0.316650540944674 0.247970243570772 0.31350247885681
"an" 0.53212567223323 0.337775310012956 0.507826086956522 0.37037037037037 0.393060449986446 0.222875088643501 0.337117644142581 0.257386455037804 0.36942563110212 0.395952485701716 0.386410032079323
"für" 0.288706481743561 0.342402369054229 0.333913043478261 0.25025025025025 0.365952832746002 0.146894944787762 0.490803628972287 0.343181940050405 0.360629782742546 0.511938567371915 0.503062117235346
"wird" 0.469855646759128 0.444197667962243 0.333913043478261 0.44044044044044 0.515044727568447 0.430554148515854 0.262753457934659 0.294921979730817 0.255079602427654 0.307963044434668 0.277048702245553
"kann" 0.379281064251344 0.434943549879696 0.382608695652174 0.41041041041041 0.325291406885335 0.101306858474319 0.436269892419811 0.284197544104242 0.413404872899991 0.307963044434668 0.400991542723826
"wohl" 0.266062836116615 0.212844715898575 0.278260869565217 0.495495495495495 0.460829493087558 0.557187721608753 0.441227504833672 0.348544157863692 0.365027706922333 0.251969763628365 0.131233595800525
"nun" 0.147183696575149 0.157320007403294 0.292173913043478 0.570570570570571 0.528598536188669 0.395096748049843 0.23300778345149 0.50941069226232 0.426598645439353 0.263968323801144 0.328083989501312
"sind" 0.32267195018398 0.360910605219323 0.16695652173913 0.275275275275275 0.569259962049336 0.344443318812684 0.40156660552278 0.262748672851091 0.373823555281907 0.315962084549854 0.102070574511519
"ihm" 0.260401924709878 0.226725893022395 0.48695652173913 0.205205205205205 0.29818378964489 0.13676425894033 0.282583907590105 0.294921979730817 0.36942563110212 0.343958724953006 0.575969670457859
"man" 0.277384658930088 0.263742365352582 0.500869565217391 0.34034034034034 0.393060449986446 0.395096748049843 0.312329582073273 0.193039841278353 0.290262995865951 0.147982242130944 0.437445319335083
"wir" 0.435890178318709 0.249861188228762 0.257391304347826 0.28028028028028 0.555706153429114 0.420423462668423 0.257795845520797 0.268110890664379 0.479373735596798 0.147982242130944 0.0801983085447652
"bin" 0.333993772997453 0.41180825467333 0.278260869565217 0.165165165165165 0.271076172404446 0.222875088643501 0.277626295176243 0.364630811303555 0.395813176180843 0.303963524377075 0.123942840478274
"da" 0.181149165015567 0.157320007403294 0.333913043478261 0.325325325325325 0.47438330170778 0.344443318812684 0.208219721382182 0.337819722237117 0.347436010203184 0.119985601727793 0.42286380869058
"nichts" 0.288706481743561 0.212844715898575 0.16695652173913 0.22022022022022 0.17619951206289 0.253267146185797 0.332160031728719 0.396804118183281 0.285865071686164 0.283965924089109 0.277048702245553
"ihre" 0.4189074440985 0.360910605219323 0.0347826086956522 0.19019019019019 0.257522363784223 0.268463174956945 0.40156660552278 0.235937583784653 0.206702436449996 0.38795344558653 0.0437445319335083
"soll" 0.379281064251344 0.263742365352582 0.347826086956522 0.2002002002002 0.162645703442667 0.233005774490933 0.228050171037628 0.268110890664379 0.24628375406808 0.255969283685958 0.306211723534558
"aus" 0.260401924709878 0.175828243568388 0.285217391304348 0.18018018018018 0.29818378964489 0.283659203728092 0.287541520003966 0.268110890664379 0.285865071686164 0.267967843858737 0.306211723534558
"dich" 0.0622700254741013 0.222098833981122 0.702608695652174 0.19019019019019 0.0135538086202223 0.0861108297031709 0.109067473104953 0.17695318783849 0.158325270472337 0.195976482822061 1.20297462817148
"muß" 0.186810076422304 0.175828243568388 0.250434782608696 0.195195195195195 0.162645703442667 0.227940431567217 0.371820931039611 0.246662019411228 0.321048465124461 0.37595488541375 0.174978127734033
"schon" 0.186810076422304 0.185082361650935 0.382608695652174 0.215215215215215 0.325291406885335 0.293789889575524 0.208219721382182 0.182315405651778 0.259477526607441 0.279966404031516 0.357247010790318
"einen" 0.220775544862723 0.198963538774755 0.0834782608695652 0.28028028028028 0.352399024125779 0.268463174956945 0.361905706211888 0.193039841278353 0.312252616764887 0.287965444146702 0.116652085156022
"liebe" 0.384941975658081 0.763464741810105 0.0973913043478261 0.04004004004004 0.0406614258606668 0.238071117414649 0.203262108968321 0.134055445332189 0.15392734629255 0.27196736391633 0.116652085156022
"werden" 0.283045570336824 0.310012955765316 0.0695652173913043 0.22022022022022 0.379506641366224 0.308985918346672 0.317287194487135 0.182315405651778 0.268273374967016 0.251969763628365 0.0291630212890055
"dir" 0.0452872912538919 0.268369424393855 0.528695652173913 0.27027027027027 0.0271076172404446 0.167156316482626 0.104109860691091 0.15550431658534 0.167121118831911 0.131984161900572 0.962379702537183
"wollen" 0.396263798471554 0.314640014806589 0.0139130434782609 0.155155155155155 0.203307129303334 0.339377975888968 0.292499132417828 0.225213148158078 0.27706922332659 0.243970723513178 0.00729075532225139
"sagen" 0.260401924709878 0.323894132889136 0.0347826086956522 0.29029029029029 0.243968555164001 0.32418194711782 0.307371969659412 0.235937583784653 0.211100360629783 0.171979362476503 0.0583260425780111
"selbst" 0.0622700254741013 0.185082361650935 0.493913043478261 0.17017017017017 0.135538086202223 0.146894944787762 0.183431659312875 0.278835326290954 0.171519043011698 0.339959204895413 0.408282298046078
"hier" 0.0566091140673648 0.0647788265778271 0.382608695652174 0.155155155155155 0.284629981024668 0.106372201398035 0.203262108968321 0.455788514129444 0.36942563110212 0.171979362476503 0.364537766112569
"mehr" 0.260401924709878 0.351656487136776 0.215652173913043 0.175175175175175 0.149091894822445 0.131698916016614 0.16855882207129 0.187677623465065 0.24628375406808 0.235971683397992 0.277048702245553
"des" 0.0905745825077837 0.175828243568388 0.250434782608696 0.15015015015015 0.230414746543779 0.278593860804376 0.114025085518814 0.311008633170679 0.202304512270208 0.187977442706875 0.466608340624089
"uns" 0.19247098782904 0.134184712196928 0.410434782608696 0.13013013013013 0.243968555164001 0.227940431567217 0.228050171037628 0.268110890664379 0.24628375406808 0.199976002879654 0.123942840478274
"nein" 0.283045570336824 0.249861188228762 0.139130434782609 0.225225225225225 0.352399024125779 0.268463174956945 0.0941946358633682 0.144779880958765 0.268273374967016 0.16797984241891 0.116652085156022
"sehr" 0.152844607981885 0.245234129187488 0.132173913043478 0.285285285285285 0.338845215505557 0.3495086617364 0.173516434485152 0.134055445332189 0.202304512270208 0.171979362476503 0.0729075532225139
"lassen" 0.333993772997453 0.194336479733481 0.0139130434782609 0.175175175175175 0.135538086202223 0.151960287711478 0.228050171037628 0.209126494718215 0.268273374967016 0.287965444146702 0.0656167979002625
"machen" 0.339654684404189 0.203590597816028 0.0347826086956522 0.215215215215215 0.352399024125779 0.192483031101206 0.282583907590105 0.144779880958765 0.162723194652124 0.255969283685958 0
"ach" 0.169827342202095 0.175828243568388 0.187826086956522 0.24024024024024 0.17619951206289 0.491338263600446 0.128897922760399 0.0107244356265752 0.00439792417978714 0.283965924089109 0.26246719160105
"vor" 0.181149165015567 0.175828243568388 0.250434782608696 0.17017017017017 0.311737598265112 0.32418194711782 0.114025085518814 0.150142098772052 0.197906588090421 0.151981762188537 0.204141149023039
"bei" 0.40192470987829 0.194336479733481 0 0.28028028028028 0.0135538086202223 0 0.213177333796044 0.273473108477666 0.255079602427654 0.239971203455585 0
"alles" 0.226436456269459 0.148065889320748 0.173913043478261 0.19019019019019 0.203307129303334 0.192483031101206 0.148728372415845 0.273473108477666 0.193508663910634 0.159980802303724 0.189559638378536
"wieder" 0.169827342202095 0.129557653155654 0.048695652173913 0.0950950950950951 0.108430468961778 0.121568230169182 0.213177333796044 0.214488712531503 0.347436010203184 0.379954405471343 0.0437445319335083
"viel" 0.175488253608831 0.222098833981122 0.16695652173913 0.17017017017017 0.203307129303334 0.32418194711782 0.0644489613801993 0.241299801597941 0.193508663910634 0.147982242130944 0.116652085156022
"recht" 0.220775544862723 0.277623542476402 0.15304347826087 0.3003003003003 0.094876660341556 0.18741768817749 0.173516434485152 0.187677623465065 0.12314187703404 0.0679918409790825 0.102070574511519
"frau" 0.566091140673648 0.0925411808254673 0 0.605605605605606 0.0135538086202223 0.379900719278695 0.00991522482772297 0.123331009705614 0.0439792417978714 0.00399952005759309 0
"um" 0.198131899235777 0.171201184527115 0.146086956521739 0.115115115115115 0.121984277582001 0.0709148009320231 0.163601209657429 0.327095286610542 0.167121118831911 0.15598128224613 0.284339457567804
"durch" 0.135861873761676 0.277623542476402 0.347826086956522 0.0850850850850851 0.0271076172404446 0.167156316482626 0.0991522482772297 0.037535524693013 0.0923564077755299 0.171979362476503 0.488480606590843
"o" 0.0396263798471554 0.198963538774755 0.271304347826087 0.1001001001001 0.17619951206289 0.288724546651808 0.148728372415845 0.209126494718215 0.228692057348931 0.0839899212094549 0.0874890638670166
"weiß" 0.226436456269459 0.226725893022395 0 0.215215215215215 0 0.16209097355891 0.228050171037628 0.139417663145477 0.171519043011698 0.143982722073351 0.131233595800525
"diese" 0.147183696575149 0.222098833981122 0.048695652173913 0.0950950950950951 0.0406614258606668 0.126633573092898 0.203262108968321 0.187677623465065 0.101152256135104 0.339959204895413 0.102070574511519
"nach" 0.186810076422304 0.124930594114381 0.222608695652174 0.16016016016016 0.0677690431011114 0.0861108297031709 0.128897922760399 0.289559761917529 0.149529422112763 0.15598128224613 0.167687372411782
"herz" 0.186810076422304 0.310012955765316 0.306086956521739 0.0750750750750751 0.0135538086202223 0 0.0941946358633682 0.0697088315727385 0.0527750901574457 0.163980322361317 0.546806649168854
"gut" 0.164166430795358 0.226725893022395 0.048695652173913 0.22022022022022 0.17619951206289 0.182352345253774 0.123940310346537 0.203764276904928 0.211100360629783 0.091988961324641 0.0145815106445028
"können" 0.164166430795358 0.129557653155654 0.0139130434782609 0.135135135135135 0.189753320683112 0.16209097355891 0.223092558623767 0.150142098772052 0.158325270472337 0.279966404031516 0.0145815106445028
"alle" 0.237758279082932 0.124930594114381 0.048695652173913 0.255255255255255 0.271076172404446 0.167156316482626 0.143770760001983 0.128693227518902 0.15392734629255 0.143982722073351 0.0510352872557597
"war" 0.11321822813473 0.0786600037016472 0.250434782608696 0.1001001001001 0.108430468961778 0.075980143855739 0.138813147588122 0.241299801597941 0.193508663910634 0.195976482822061 0.196850393700787
"einem" 0.152844607981885 0.087914121784194 0.00695652173913044 0.215215215215215 0.230414746543779 0.16209097355891 0.16855882207129 0.187677623465065 0.175916967191486 0.231972163340399 0.0145815106445028
"einer" 0.19247098782904 0.0555247084952804 0.0556521739130435 0.135135135135135 0.162645703442667 0.126633573092898 0.26771107034852 0.19840205909164 0.0967543319553171 0.279966404031516 0.0218722659667542
"allein" 0.175488253608831 0.111049416990561 0.285217391304348 0.2002002002002 0.243968555164001 0.0557187721608753 0.13385553517426 0.0965199206391764 0.12314187703404 0.143982722073351 0.189559638378536
"wäre" 0.141522785168412 0.157320007403294 0.0347826086956522 0.245245245245245 0.17619951206289 0.111437544321751 0.173516434485152 0.171590970025202 0.18471281555106 0.159980802303724 0.0145815106445028
"würde" 0.11321822813473 0.277623542476402 0.0626086956521739 0.105105105105105 0.135538086202223 0.0709148009320231 0.237965395865351 0.0857954850126012 0.0967543319553171 0.311962564492261 0.00729075532225139
"gar" 0.169827342202095 0.194336479733481 0.16695652173913 0.23023023023023 0.108430468961778 0.238071117414649 0.123940310346537 0.166228752211915 0.118743952854253 0.0639923209214894 0
"hätte" 0.249080101896405 0.226725893022395 0.0139130434782609 0.165165165165165 0.189753320683112 0.0455880863134434 0.123940310346537 0.144779880958765 0.162723194652124 0.207975042994841 0.0291630212890055
"ihrer" 0.203792810642513 0.212844715898575 0.0556521739130435 0.165165165165165 0.0542152344808891 0.16209097355891 0.158643597243567 0.139417663145477 0.0923564077755299 0.223973123225213 0.0145815106445028
"wer" 0.169827342202095 0.101795298908014 0.215652173913043 0.155155155155155 0.0813228517213337 0.081045486779455 0.0842794110356452 0.219850930344791 0.136335649573401 0.127984641842979 0.26246719160105
"meiner" 0.232097367676196 0.240607070146215 0.132173913043478 0.115115115115115 0.108430468961778 0.075980143855739 0.0991522482772297 0.128693227518902 0.118743952854253 0.171979362476503 0.116652085156022
"oder" 0.198131899235777 0.115676476031834 0.0278260869565217 0.17017017017017 0.216860937923557 0.157025630635194 0.128897922760399 0.235937583784653 0.140733573753188 0.131984161900572 0.0437445319335083
"wo" 0.0792527596943108 0.0601517675365538 0.201739130434783 0.13013013013013 0.094876660341556 0.0506534292371594 0.109067473104953 0.316370850983967 0.24628375406808 0.107987041555013 0.145815106445028
"ohne" 0.135861873761676 0.138811771238201 0.0417391304347826 0.0550550550550551 0.0406614258606668 0.0709148009320231 0.158643597243567 0.117968791892327 0.131937725393614 0.299964004319482 0.189559638378536
"kommen" 0.152844607981885 0.138811771238201 0.0139130434782609 0.145145145145145 0.135538086202223 0.151960287711478 0.138813147588122 0.203764276904928 0.18471281555106 0.139983202015758 0
"warum" 0.135861873761676 0.226725893022395 0.0973913043478261 0.12012012012012 0.121984277582001 0.111437544321751 0.0545337365524763 0.144779880958765 0.118743952854253 0.191976962764468 0.094779819189268
"gewiß" 0.158505519388622 0.148065889320748 0.0556521739130435 0.175175175175175 0.149091894822445 0.207679059872353 0.138813147588122 0.0857954850126012 0.118743952854253 0.147982242130944 0.00729075532225139
"meinen" 0.0849136711010473 0.134184712196928 0.0834782608695652 0.175175175175175 0.108430468961778 0.081045486779455 0.13385553517426 0.101882138452464 0.167121118831911 0.15598128224613 0.182268883056285
"im" 0.152844607981885 0.0601517675365538 0.257391304347826 0.245245245245245 0.216860937923557 0.121568230169182 0.114025085518814 0.0643466137594509 0.109948104494679 0.0479942406911171 0.109361329833771
"werde" 0.0962354939145202 0.115676476031834 0.0139130434782609 0.185185185185185 0.17619951206289 0.177287002330058 0.183431659312875 0.0750710493860261 0.0703667868765942 0.207975042994841 0.0145815106445028
"wissen" 0.118879139541466 0.134184712196928 0.0208695652173913 0.145145145145145 0.149091894822445 0.16209097355891 0.173516434485152 0.171590970025202 0.0967543319553171 0.127984641842979 0.0291630212890055
"wollte" 0.158505519388622 0.189709420692208 0.048695652173913 0.175175175175175 0.121984277582001 0.081045486779455 0.123940310346537 0.0965199206391764 0.127539801213827 0.143982722073351 0.0437445319335083
"seine" 0.0792527596943108 0.148065889320748 0.125217391304348 0.04004004004004 0.189753320683112 0.121568230169182 0.188389271726736 0.0857954850126012 0.12314187703404 0.143982722073351 0.153105861767279
"sehen" 0.0962354939145202 0.134184712196928 0.0417391304347826 0.0950950950950951 0.108430468961778 0.151960287711478 0.143770760001983 0.134055445332189 0.127539801213827 0.199976002879654 0.0364537766112569
"dein" 0.00566091140673648 0.101795298908014 0.264347826086957 0.0500500500500501 0 0.0354574004660115 0.0446185117247534 0.107244356265752 0.114346028674466 0.0479942406911171 0.73636628754739
"zum" 0.175488253608831 0.0694058856191005 0.139130434782609 0.125125125125125 0.257522363784223 0.212744402796069 0.0793217986217837 0.0750710493860261 0.0483771659776585 0.0319961604607447 0.31350247885681
"eben" 0.0735918482875743 0.0694058856191005 0.00695652173913044 0.12012012012012 0.203307129303334 0.101306858474319 0.203262108968321 0.187677623465065 0.145131497932976 0.127984641842979 0.00729075532225139
"mann" 0.135861873761676 0.0925411808254673 0.0417391304347826 0.0800800800800801 0.108430468961778 0.121568230169182 0.138813147588122 0.112606574079039 0.290262995865951 0.0679918409790825 0
"kein" 0.118879139541466 0.101795298908014 0.187826086956522 0.105105105105105 0.0813228517213337 0.0911761726268868 0.104109860691091 0.0428977425063006 0.114346028674466 0.0559932808063032 0.320793234179061
"sollte" 0.181149165015567 0.143438830279474 0.048695652173913 0.0950950950950951 0.0813228517213337 0.081045486779455 0.143770760001983 0.144779880958765 0.114346028674466 0.107987041555013 0.0510352872557597
"tochter" 0.243419190489669 0.0925411808254673 0.0626086956521739 0 0 0.182352345253774 0.0148728372415845 0.386079682556705 0.0175916967191486 0.15598128224613 0
"vater" 0 0.166574125485841 0.208695652173913 0 0.257522363784223 0.0709148009320231 0.0247880620693074 0.246662019411228 0.0439792417978714 0.263968323801144 0
"weil" 0.158505519388622 0.143438830279474 0.139130434782609 0.14014014014014 0.094876660341556 0.121568230169182 0.0941946358633682 0.0482599603195882 0.0747647110563814 0.119985601727793 0.0801983085447652
"seyn" 0 0 0.333913043478261 0 0.393060449986446 0.450815520210718 0 0 0 0 0.415573053368329
"ihren" 0.169827342202095 0.166574125485841 0.0208695652173913 0.0700700700700701 0.0813228517213337 0.131698916016614 0.0892370234495067 0.101882138452464 0.12314187703404 0.151981762188537 0.0145815106445028
"dieses" 0.158505519388622 0.120303535073108 0.0347826086956522 0.0600600600600601 0.0135538086202223 0.0455880863134434 0.143770760001983 0.0804332671993136 0.105550180314891 0.183977922649282 0.123942840478274
"meinem" 0.19247098782904 0.157320007403294 0.0556521739130435 0.135135135135135 0.149091894822445 0.0455880863134434 0.0793217986217837 0.0643466137594509 0.0879584835957428 0.119985601727793 0.0583260425780111
"etwas" 0.152844607981885 0.180455302609661 0.00695652173913044 0.0950950950950951 0.094876660341556 0.0962415155506028 0.104109860691091 0.0965199206391764 0.0923564077755299 0.127984641842979 0.0291630212890055
"fräulein" 0 0 0 0.225225225225225 0 0 0 0.0643466137594509 0.633301081889348 0.00399952005759309 0
"müssen" 0.0962354939145202 0.0647788265778271 0.0347826086956522 0.115115115115115 0.230414746543779 0.111437544321751 0.109067473104953 0.112606574079039 0.109948104494679 0.119985601727793 0.0437445319335083
"herrn" 0.118879139541466 0.323894132889136 0.00695652173913044 0.0900900900900901 0.094876660341556 0.151960287711478 0.0594913489663378 0.0428977425063006 0.131937725393614 0.0159980802303724 0
"keine" 0.152844607981885 0.0971682398667407 0.0417391304347826 0.13013013013013 0.108430468961778 0.081045486779455 0.118982697932676 0.0804332671993136 0.127539801213827 0.091988961324641 0.0364537766112569
"welt" 0.141522785168412 0.0694058856191005 0.16695652173913 0.0950950950950951 0.149091894822445 0.0861108297031709 0.0892370234495067 0.0643466137594509 0.0747647110563814 0.091988961324641 0.131233595800525
"leben" 0.152844607981885 0.0740329446603739 0.0834782608695652 0.1001001001001 0.0135538086202223 0.0911761726268868 0.0793217986217837 0.0804332671993136 0.06157093851702 0.123985121785386 0.196850393700787
"ob" 0.152844607981885 0.152692948362021 0.0904347826086957 0.0800800800800801 0.0135538086202223 0.0405227433897275 0.114025085518814 0.0857954850126012 0.0835605594159557 0.091988961324641 0.131233595800525
"lieber" 0.158505519388622 0.185082361650935 0.0278260869565217 0.11011011011011 0.0677690431011114 0.0709148009320231 0.0694065737940608 0.101882138452464 0.145131497932976 0.0599928008638963 0.00729075532225139
"schwester" 0 0.421062372755876 0.0278260869565217 0.17017017017017 0 0.141829601864046 0.143770760001983 0 0.0263875450787228 0.00399952005759309 0.0145815106445028
