"gellert_die-betschwester" "gellert_die-zaertlichen-schwestern" "gottsched-johann_der-sterbende-cato" "gottsched-luise_das-testament" "gottsched-luise_der-witzling" "gottsched-luise_die-pietisterey-im-fischbein-rocke" "lessing_der-freigeist" "lessing_emilia-galotti" "lessing_minna-von-barnhelm" "lessing_miss-sara-sampson" "schlegel_canut"
"weißt" 0.00566091140673648 0.00462705904127337 0 0.025025025025025 0 0 0.0247880620693074 0.0214488712531503 0.00879584835957428 0.0159980802303724 0.0656167979002625
"wut" 0 0 0 0 0 0 0.00991522482772297 0.0428977425063006 0.00879584835957428 0.0319961604607447 0.0801983085447652
"bedenken" 0.0283045570336824 0.0323894132889136 0 0.005005005005005 0 0 0.00991522482772297 0.0160866534398627 0.00879584835957428 0.0399952005759309 0
"dank" 0.011321822813473 0.00925411808254673 0 0.005005005005005 0 0 0.0148728372415845 0.0214488712531503 0.0219896208989357 0.0199976002879654 0.0583260425780111
"dünkt" 0 0 0.0695652173913043 0.0550550550550551 0.0542152344808891 0 0.00495761241386148 0 0.0131937725393614 0.00399952005759309 0
"durchaus" 0 0 0.0347826086956522 0.025025025025025 0.0135538086202223 0.00506534292371594 0.0148728372415845 0.0160866534398627 0.0175916967191486 0.0319961604607447 0
"gab" 0.00566091140673648 0.00462705904127337 0.0347826086956522 0.005005005005005 0.0135538086202223 0.0253267146185797 0 0.0160866534398627 0.0131937725393614 0.0199976002879654 0.0364537766112569
"gedacht" 0.011321822813473 0.0370164723301869 0.0278260869565217 0.015015015015015 0.0406614258606668 0 0.00991522482772297 0.0107244356265752 0.0131937725393614 0.0119985601727793 0
"gegenwart" 0.011321822813473 0.0462705904127337 0 0.02002002002002 0.0135538086202223 0.0151960287711478 0.00991522482772297 0.0160866534398627 0.00879584835957428 0.0119985601727793 0
"grund" 0.00566091140673648 0 0.0417391304347826 0.005005005005005 0 0.0202613716948637 0.0148728372415845 0.0107244356265752 0.00879584835957428 0.0119985601727793 0.0583260425780111
"huld" 0 0 0.0834782608695652 0 0 0 0 0 0 0.00399952005759309 0.123942840478274
"mund" 0 0 0.048695652173913 0.005005005005005 0.0135538086202223 0.00506534292371594 0.0247880620693074 0.0321733068797255 0.00439792417978714 0.0119985601727793 0.0364537766112569
"ruhe" 0.011321822813473 0.0462705904127337 0.0347826086956522 0.02002002002002 0 0 0.00495761241386148 0.0160866534398627 0.00879584835957428 0.0119985601727793 0
"schicksal" 0.00566091140673648 0.0138811771238201 0.0695652173913043 0.005005005005005 0.0135538086202223 0 0.00991522482772297 0.0107244356265752 0.00879584835957428 0.0119985601727793 0.0364537766112569
"schreiben" 0.011321822813473 0.0138811771238201 0.00695652173913044 0.01001001001001 0.121984277582001 0.0151960287711478 0.00991522482772297 0 0.0131937725393614 0.0199976002879654 0
"schuld" 0.0283045570336824 0.00925411808254673 0.0347826086956522 0.01001001001001 0.0406614258606668 0.0151960287711478 0.00495761241386148 0 0.00879584835957428 0.00399952005759309 0.0437445319335083
"thut" 0 0 0.048695652173913 0 0.0135538086202223 0.081045486779455 0 0 0 0 0.0437445319335083
"unglückliche" 0 0.00925411808254673 0 0 0 0 0.00991522482772297 0.0268110890664379 0.03078546925851 0.0519937607487102 0.00729075532225139
"vielmehr" 0.00566091140673648 0.00925411808254673 0.0347826086956522 0.005005005005005 0 0.0151960287711478 0.0247880620693074 0.0268110890664379 0.0175916967191486 0.00799904011518618 0.0145815106445028
"vortrefflich" 0 0.0138811771238201 0 0.015015015015015 0.0135538086202223 0.0101306858474319 0.0495761241386148 0.0321733068797255 0.00879584835957428 0.0119985601727793 0
"zeigen" 0.00566091140673648 0.0185082361650935 0.0278260869565217 0.005005005005005 0.0271076172404446 0.00506534292371594 0.0198304496554459 0 0.00879584835957428 0.0199976002879654 0.0437445319335083
"andacht" 0.141522785168412 0.00462705904127337 0 0 0 0 0 0.0160866534398627 0 0 0
"dessen" 0.00566091140673648 0.0138811771238201 0 0.005005005005005 0 0.0151960287711478 0.0297456744831689 0.0107244356265752 0.00879584835957428 0.0239971203455585 0.0364537766112569
"freundin" 0.0622700254741013 0.0416435313714603 0 0 0 0 0 0.00536221781328758 0.00879584835957428 0.0239971203455585 0
"gesetzt" 0.0283045570336824 0 0.0278260869565217 0.01001001001001 0.0271076172404446 0.0202613716948637 0.0148728372415845 0.0160866534398627 0 0.0199976002879654 0.00729075532225139
"gleichwohl" 0.0226436456269459 0.00925411808254673 0.0139130434782609 0.015015015015015 0.0271076172404446 0.00506534292371594 0.0347032868970304 0.00536221781328758 0.00879584835957428 0.0159980802303724 0.00729075532225139
"hätt" 0 0.00462705904127337 0.0417391304347826 0 0 0 0 0.0482599603195882 0.00439792417978714 0.00399952005759309 0.0801983085447652
"hernach" 0 0 0.0208695652173913 0.0800800800800801 0.0135538086202223 0.0151960287711478 0.00495761241386148 0 0.00879584835957428 0.0119985601727793 0
"karoline" 0 0 0 0.145145145145145 0 0 0 0 0 0 0
"lang" 0.0226436456269459 0.00462705904127337 0.0208695652173913 0.02002002002002 0.0406614258606668 0.0151960287711478 0.00495761241386148 0.0107244356265752 0.0175916967191486 0.00399952005759309 0.0218722659667542
"letzten" 0.00566091140673648 0.00462705904127337 0.0208695652173913 0.005005005005005 0 0.0202613716948637 0.00495761241386148 0.0160866534398627 0.0131937725393614 0.043994720633524 0.00729075532225139
"mußt" 0 0.0138811771238201 0.0139130434782609 0.03003003003003 0.0135538086202223 0 0.0198304496554459 0.0214488712531503 0.0131937725393614 0.00799904011518618 0.0291630212890055
"nötig" 0.0339654684404189 0.0231352952063668 0 0.005005005005005 0 0 0.0297456744831689 0.0160866534398627 0.0131937725393614 0.0199976002879654 0
"sag" 0 0 0.0139130434782609 0 0 0.0151960287711478 0.00495761241386148 0.0321733068797255 0.03078546925851 0.0199976002879654 0.0364537766112569
"seines" 0 0.00462705904127337 0.0208695652173913 0.01001001001001 0 0 0.0545337365524763 0.0160866534398627 0.0175916967191486 0.0159980802303724 0.00729075532225139
"statt" 0.0169827342202095 0.0231352952063668 0.0139130434782609 0 0 0.0202613716948637 0.00991522482772297 0 0 0 0.094779819189268
"umstände" 0.0396263798471554 0.00925411808254673 0 0.01001001001001 0 0 0.0495761241386148 0.0107244356265752 0.0175916967191486 0.00799904011518618 0
"vertrauen" 0.011321822813473 0.0138811771238201 0.00695652173913044 0.01001001001001 0 0.0151960287711478 0.0297456744831689 0.0214488712531503 0.0131937725393614 0.0159980802303724 0.00729075532225139
"wasser" 0 0.00462705904127337 0 0.015015015015015 0.0271076172404446 0.0962415155506028 0 0 0.0175916967191486 0 0
"welchen" 0.00566091140673648 0 0 0 0 0.0151960287711478 0.00495761241386148 0.0321733068797255 0.00879584835957428 0.0519937607487102 0.0218722659667542
"ansehen" 0.0169827342202095 0.00462705904127337 0 0.03003003003003 0.0135538086202223 0.0101306858474319 0.0347032868970304 0.0107244356265752 0 0.0239971203455585 0
"bräutigam" 0.0339654684404189 0.0323894132889136 0.0139130434782609 0.01001001001001 0 0.0202613716948637 0 0.0321733068797255 0.00439792417978714 0 0
"bringt" 0.0169827342202095 0.00462705904127337 0.00695652173913044 0.01001001001001 0.0406614258606668 0.0151960287711478 0.00991522482772297 0.0214488712531503 0.00879584835957428 0.00799904011518618 0.0364537766112569
"denen" 0.00566091140673648 0 0 0.02002002002002 0.0542152344808891 0.0354574004660115 0.0148728372415845 0.0160866534398627 0.00439792417978714 0.0159980802303724 0.00729075532225139
"deren" 0 0 0.00695652173913044 0.01001001001001 0 0.0101306858474319 0.0297456744831689 0.037535524693013 0 0.0319961604607447 0.0145815106445028
"fahren" 0.0226436456269459 0.0231352952063668 0 0.015015015015015 0 0.0101306858474319 0.00495761241386148 0.0321733068797255 0.0175916967191486 0.00399952005759309 0.0145815106445028
"gebracht" 0.00566091140673648 0.00925411808254673 0.0208695652173913 0.02002002002002 0 0.0101306858474319 0.0148728372415845 0.0160866534398627 0.00439792417978714 0.0199976002879654 0.0291630212890055
"gelassen" 0.00566091140673648 0.0138811771238201 0 0.005005005005005 0.0271076172404446 0.0151960287711478 0.0297456744831689 0.0268110890664379 0.0131937725393614 0.0119985601727793 0.00729075532225139
"hochzeit" 0.0226436456269459 0.00925411808254673 0.00695652173913044 0.01001001001001 0 0.0658494580083072 0.0198304496554459 0.0107244356265752 0 0 0
"hundert" 0 0.00925411808254673 0.0139130434782609 0.005005005005005 0 0.00506534292371594 0.00991522482772297 0.00536221781328758 0.0791626352361685 0 0.00729075532225139
"kennt" 0.011321822813473 0.0231352952063668 0.0278260869565217 0.005005005005005 0 0.0101306858474319 0.00495761241386148 0.0107244356265752 0.0263875450787228 0.00399952005759309 0.0291630212890055
"könig" 0 0 0.0278260869565217 0 0 0 0 0 0.03078546925851 0 0.123942840478274
"laster" 0.00566091140673648 0.0323894132889136 0.0626086956521739 0 0 0.00506534292371594 0 0.0107244356265752 0 0.0239971203455585 0.0145815106445028
"luischen" 0 0 0 0 0 0.141829601864046 0 0 0 0 0
"meinung" 0.011321822813473 0.0370164723301869 0 0.025025025025025 0 0.0303920575422956 0.0198304496554459 0.00536221781328758 0 0.00799904011518618 0
"mittel" 0.00566091140673648 0.0323894132889136 0.00695652173913044 0.025025025025025 0 0.0202613716948637 0.0297456744831689 0 0 0.00799904011518618 0.0145815106445028
"neue" 0 0.0138811771238201 0 0.005005005005005 0.0271076172404446 0.0354574004660115 0.0198304496554459 0 0.0131937725393614 0.0319961604607447 0
"sagst" 0 0.00925411808254673 0.0139130434782609 0.03003003003003 0 0.0202613716948637 0.00991522482772297 0 0.0131937725393614 0.0119985601727793 0.0437445319335083
"schämen" 0.00566091140673648 0.0138811771238201 0 0.02002002002002 0.0135538086202223 0.0101306858474319 0.0198304496554459 0.0107244356265752 0.0219896208989357 0.0119985601727793 0.0218722659667542
"sucht" 0.00566091140673648 0.0231352952063668 0.0278260869565217 0 0.0135538086202223 0.0101306858474319 0.0198304496554459 0 0.00439792417978714 0.00799904011518618 0.0583260425780111
"that" 0 0 0.0834782608695652 0 0 0.0101306858474319 0 0 0 0 0.102070574511519
"unserm" 0.011321822813473 0.0231352952063668 0.0139130434782609 0.025025025025025 0.0135538086202223 0.00506534292371594 0.00495761241386148 0.00536221781328758 0.0219896208989357 0.0119985601727793 0.0145815106445028
"zärtlichkeit" 0 0.0601517675365538 0.0208695652173913 0 0 0 0 0 0.0131937725393614 0.0119985601727793 0.0437445319335083
"außer" 0.0339654684404189 0 0.00695652173913044 0.01001001001001 0.0135538086202223 0 0.00991522482772297 0.0428977425063006 0 0.0279966404031516 0
"dahin" 0.00566091140673648 0.00462705904127337 0.00695652173913044 0.01001001001001 0.0135538086202223 0 0.0148728372415845 0.0268110890664379 0.0131937725393614 0.0279966404031516 0.0218722659667542
"heißen" 0.011321822813473 0.0138811771238201 0.00695652173913044 0.01001001001001 0.0542152344808891 0 0.0148728372415845 0.0268110890664379 0.0263875450787228 0.00399952005759309 0
"jahr" 0.0396263798471554 0.0138811771238201 0 0.02002002002002 0.0135538086202223 0.0101306858474319 0.00495761241386148 0 0.0219896208989357 0.0159980802303724 0
"jahren" 0.0283045570336824 0.00925411808254673 0 0.035035035035035 0.0813228517213337 0.0253267146185797 0 0 0.00439792417978714 0.00399952005759309 0
"könne" 0 0 0.0139130434782609 0.01001001001001 0 0.00506534292371594 0.0347032868970304 0.0107244356265752 0.00439792417978714 0.0479942406911171 0
"ließ" 0.0169827342202095 0.00462705904127337 0.0347826086956522 0.01001001001001 0.0135538086202223 0.00506534292371594 0.00495761241386148 0.0214488712531503 0.0131937725393614 0.0159980802303724 0.0145815106445028
"stellen" 0 0.0185082361650935 0 0.005005005005005 0.0135538086202223 0.0202613716948637 0.0594913489663378 0.0107244356265752 0.00439792417978714 0.00399952005759309 0.00729075532225139
"unruhig" 0.0169827342202095 0.0694058856191005 0 0.01001001001001 0 0 0.00495761241386148 0.0160866534398627 0 0.0119985601727793 0
"unschuld" 0.0452872912538919 0.0231352952063668 0.0278260869565217 0 0 0.0151960287711478 0 0.0160866534398627 0.00439792417978714 0.00799904011518618 0.00729075532225139
"verbunden" 0 0.0277623542476402 0.00695652173913044 0 0.0135538086202223 0.0354574004660115 0.0247880620693074 0 0.0175916967191486 0.00799904011518618 0.00729075532225139
"welchem" 0 0 0.00695652173913044 0 0 0.00506534292371594 0.0297456744831689 0.0107244356265752 0.0263875450787228 0.0359956805183378 0.0145815106445028
"ziehen" 0.0283045570336824 0.00462705904127337 0.0278260869565217 0.005005005005005 0.0135538086202223 0.0151960287711478 0.0198304496554459 0.0107244356265752 0.00879584835957428 0.0159980802303724 0
"aufrichtigkeit" 0.0396263798471554 0.0555247084952804 0 0 0 0.00506534292371594 0.0198304496554459 0 0 0.00799904011518618 0
"betty" 0 0 0 0 0 0 0 0 0 0.10398752149742 0
"denkt" 0.0339654684404189 0.00462705904127337 0.00695652173913044 0.015015015015015 0.0135538086202223 0 0.00991522482772297 0.0160866534398627 0.00879584835957428 0.0119985601727793 0.0291630212890055
"entdecken" 0.011321822813473 0.0416435313714603 0.0139130434782609 0 0 0.0151960287711478 0.00991522482772297 0 0.00439792417978714 0.0199976002879654 0.0145815106445028
"euer" 0 0.00925411808254673 0.00695652173913044 0.0800800800800801 0 0.0101306858474319 0.00991522482772297 0.00536221781328758 0.00439792417978714 0.00399952005759309 0
"gemahl" 0 0 0 0.02002002002002 0 0 0.00495761241386148 0.0107244356265752 0.00879584835957428 0.00399952005759309 0.116652085156022
"halte" 0.011321822813473 0.0185082361650935 0 0.035035035035035 0 0.0151960287711478 0.0148728372415845 0.0107244356265752 0.0131937725393614 0.00799904011518618 0
"haß" 0.00566091140673648 0.00462705904127337 0.0765217391304348 0 0 0.00506534292371594 0 0 0 0 0.0874890638670166
"helfen" 0 0.0231352952063668 0.00695652173913044 0.025025025025025 0.0271076172404446 0 0.00991522482772297 0.0107244356265752 0.00879584835957428 0.0279966404031516 0
"hör" 0 0 0.048695652173913 0 0 0.0101306858474319 0.00495761241386148 0.00536221781328758 0.0219896208989357 0.0119985601727793 0.0510352872557597
"leiden" 0.011321822813473 0.0138811771238201 0.00695652173913044 0.015015015015015 0.0135538086202223 0.0354574004660115 0.0198304496554459 0.0107244356265752 0.00439792417978714 0.00399952005759309 0.00729075532225139
"neuen" 0 0.00462705904127337 0.0139130434782609 0.005005005005005 0.0406614258606668 0.0303920575422956 0.00495761241386148 0.00536221781328758 0.00439792417978714 0.0239971203455585 0.0291630212890055
"sogleich" 0 0 0.0139130434782609 0 0 0 0.00495761241386148 0.0750710493860261 0.0131937725393614 0.0239971203455585 0
"sollt" 0 0 0.048695652173913 0 0.0135538086202223 0.0101306858474319 0 0.0268110890664379 0 0.00799904011518618 0.0656167979002625
"viele" 0.011321822813473 0.0555247084952804 0.0139130434782609 0.015015015015015 0 0.0202613716948637 0 0 0.00879584835957428 0.00399952005759309 0
"welch" 0 0 0.118260869565217 0.005005005005005 0 0 0.00495761241386148 0.0214488712531503 0.00879584835957428 0.00399952005759309 0
"angenehm" 0.011321822813473 0.0231352952063668 0.00695652173913044 0.03003003003003 0.0135538086202223 0.0101306858474319 0.00991522482772297 0 0.00439792417978714 0.0199976002879654 0
"antwort" 0.011321822813473 0.0138811771238201 0.0278260869565217 0 0.0135538086202223 0.0151960287711478 0.00495761241386148 0.0107244356265752 0.00439792417978714 0.0319961604607447 0
"auge" 0 0.00462705904127337 0.0208695652173913 0.015015015015015 0 0 0.00991522482772297 0.0268110890664379 0.0175916967191486 0.0199976002879654 0.0145815106445028
"behalten" 0.0226436456269459 0 0 0.01001001001001 0.0271076172404446 0.0253267146185797 0.00991522482772297 0 0.0131937725393614 0.0279966404031516 0
"christiane" 0.141522785168412 0 0 0 0 0 0 0 0 0 0
"dero" 0.00566091140673648 0 0 0.0950950950950951 0.0135538086202223 0.0101306858474319 0 0 0.00879584835957428 0 0
"eh" 0 0 0.0347826086956522 0 0 0 0 0.00536221781328758 0 0 0.138524351122776
"entschuldigen" 0.011321822813473 0.0370164723301869 0 0.005005005005005 0 0.0101306858474319 0.0148728372415845 0.00536221781328758 0.0175916967191486 0.0119985601727793 0.00729075532225139
"feinde" 0 0.0185082361650935 0.0208695652173913 0.005005005005005 0 0 0.0347032868970304 0 0 0.00399952005759309 0.0656167979002625
"freyheit" 0 0 0.16695652173913 0 0 0.00506534292371594 0 0 0 0 0
"fürchte" 0 0.00925411808254673 0.00695652173913044 0.015015015015015 0 0.0151960287711478 0.00495761241386148 0.0268110890664379 0.00439792417978714 0.0239971203455585 0.0218722659667542
"gehalten" 0.00566091140673648 0.00925411808254673 0 0.03003003003003 0.0135538086202223 0.0151960287711478 0.0347032868970304 0.00536221781328758 0.00439792417978714 0.0119985601727793 0
"geliebt" 0.0226436456269459 0.0370164723301869 0 0.005005005005005 0 0 0 0.00536221781328758 0.00439792417978714 0.0199976002879654 0.0364537766112569
"henriette" 0 0 0 0 0 0 0.123940310346537 0 0 0 0
"hochachtung" 0.0283045570336824 0.0323894132889136 0 0 0.0135538086202223 0.0151960287711478 0.0247880620693074 0.00536221781328758 0.00439792417978714 0.00799904011518618 0
"ik" 0 0 0 0 0 0 0 0 0.109948104494679 0 0
"königinn" 0 0 0.173913043478261 0 0 0 0 0 0 0 0
"krank" 0 0.00925411808254673 0 0.0700700700700701 0 0 0.0148728372415845 0 0.00439792417978714 0.0199976002879654 0
"längst" 0 0 0.0278260869565217 0.005005005005005 0 0.0151960287711478 0.0198304496554459 0.0160866534398627 0.00439792417978714 0.0199976002879654 0.0291630212890055
"lebens" 0.00566091140673648 0 0.0208695652173913 0.005005005005005 0.0135538086202223 0.0303920575422956 0.00991522482772297 0.00536221781328758 0.00879584835957428 0.0319961604607447 0
"liebster" 0 0.0323894132889136 0.0139130434782609 0.005005005005005 0.0135538086202223 0.00506534292371594 0.0247880620693074 0.00536221781328758 0 0.0279966404031516 0
"mußte" 0 0.00462705904127337 0.00695652173913044 0.01001001001001 0.0135538086202223 0 0.00991522482772297 0.0107244356265752 0.00439792417978714 0.043994720633524 0.0291630212890055
"neigung" 0 0.0185082361650935 0.0347826086956522 0.015015015015015 0 0.0303920575422956 0.0148728372415845 0 0.00439792417978714 0 0.0218722659667542
"spielen" 0.00566091140673648 0.0185082361650935 0 0.015015015015015 0 0 0.0297456744831689 0.00536221781328758 0.0439792417978714 0 0
"tode" 0.0396263798471554 0.00462705904127337 0.00695652173913044 0.045045045045045 0 0.0101306858474319 0.00495761241386148 0 0.00439792417978714 0.00799904011518618 0.00729075532225139
"vernunft" 0.00566091140673648 0.0231352952063668 0.00695652173913044 0.015015015015015 0.0406614258606668 0 0.0297456744831689 0 0.0175916967191486 0.00799904011518618 0
"verstehe" 0 0.00925411808254673 0 0 0.0271076172404446 0.0202613716948637 0.0297456744831689 0.0160866534398627 0.0175916967191486 0.0159980802303724 0
"zusammen" 0.00566091140673648 0.00462705904127337 0.0139130434782609 0.005005005005005 0.0542152344808891 0.0253267146185797 0.0148728372415845 0.0268110890664379 0.00439792417978714 0.00399952005759309 0.00729075532225139
"zuweilen" 0.0283045570336824 0.0323894132889136 0.0139130434782609 0.035035035035035 0.0271076172404446 0.0101306858474319 0 0 0 0 0
"allerdings" 0 0 0.00695652173913044 0.03003003003003 0 0.0202613716948637 0.00991522482772297 0.0428977425063006 0.0131937725393614 0 0
"aufrichtig" 0.0396263798471554 0.0601517675365538 0 0 0 0 0.00495761241386148 0 0 0.00799904011518618 0.00729075532225139
"bereits" 0 0 0.0695652173913043 0.01001001001001 0 0 0.0297456744831689 0.00536221781328758 0.00439792417978714 0.0159980802303724 0
"danke" 0.00566091140673648 0.00925411808254673 0 0.01001001001001 0.0135538086202223 0 0.0148728372415845 0.0268110890664379 0.0131937725393614 0.0279966404031516 0
"deines" 0 0.00462705904127337 0.048695652173913 0.015015015015015 0 0.0101306858474319 0.0198304496554459 0.0160866534398627 0 0 0.0291630212890055
"dienen" 0.0169827342202095 0.00925411808254673 0.0208695652173913 0.005005005005005 0.0271076172404446 0.00506534292371594 0.00991522482772297 0.0160866534398627 0.0175916967191486 0.00399952005759309 0.0145815106445028
"dienste" 0.00566091140673648 0.00462705904127337 0 0.015015015015015 0 0.00506534292371594 0 0 0.0527750901574457 0.0239971203455585 0
"ehrlicher" 0 0.0138811771238201 0 0.01001001001001 0.0135538086202223 0.0101306858474319 0.0347032868970304 0.00536221781328758 0.0263875450787228 0.00799904011518618 0
"erklären" 0.011321822813473 0 0.0139130434782609 0.015015015015015 0 0.0101306858474319 0.0297456744831689 0.0107244356265752 0.0131937725393614 0.0159980802303724 0
"frieden" 0 0 0.0765217391304348 0.005005005005005 0 0.0303920575422956 0 0 0.0131937725393614 0 0.0218722659667542
"furcht" 0.00566091140673648 0.00462705904127337 0.0139130434782609 0 0 0.0253267146185797 0 0.0268110890664379 0 0.00799904011518618 0.0583260425780111
"geringste" 0.0226436456269459 0.0138811771238201 0 0 0 0.0101306858474319 0.0198304496554459 0.0160866534398627 0.0131937725393614 0.0199976002879654 0
"gestehen" 0.0169827342202095 0.0138811771238201 0.00695652173913044 0.005005005005005 0 0.0101306858474319 0.0297456744831689 0.00536221781328758 0.00439792417978714 0.0239971203455585 0
"gestern" 0.00566091140673648 0 0.00695652173913044 0.03003003003003 0.0406614258606668 0.00506534292371594 0 0.0268110890664379 0.0263875450787228 0.00399952005759309 0
"gethan" 0 0 0.048695652173913 0 0 0.0151960287711478 0 0 0 0 0.102070574511519
"hände" 0.00566091140673648 0.00925411808254673 0.0208695652173913 0.01001001001001 0 0.0101306858474319 0.0247880620693074 0.0160866534398627 0.00879584835957428 0.0159980802303724 0
"herrschaft" 0 0 0.048695652173913 0 0 0 0.00495761241386148 0 0.0571730143372328 0 0.0218722659667542
"herzens" 0.00566091140673648 0.0323894132889136 0.0139130434782609 0 0.0135538086202223 0 0.00991522482772297 0 0.0131937725393614 0.0279966404031516 0.00729075532225139
"hieher" 0.00566091140673648 0.0138811771238201 0.0278260869565217 0.01001001001001 0.0135538086202223 0.00506534292371594 0.0198304496554459 0.00536221781328758 0.00439792417978714 0.00799904011518618 0.0291630212890055
"hinter" 0.00566091140673648 0 0 0.045045045045045 0 0 0.0247880620693074 0.0268110890664379 0.00879584835957428 0.00799904011518618 0
"hoch" 0.0339654684404189 0.0231352952063668 0.0208695652173913 0.02002002002002 0 0.0151960287711478 0 0.0107244356265752 0 0 0.00729075532225139
"junge" 0 0 0.0139130434782609 0.025025025025025 0.094876660341556 0.0303920575422956 0 0.00536221781328758 0.00879584835957428 0.00399952005759309 0
"lisette" 0 0 0 0 0 0 0.118982697932676 0 0 0 0
"möchten" 0 0.0231352952063668 0.00695652173913044 0.025025025025025 0.0271076172404446 0.0151960287711478 0.0198304496554459 0.00536221781328758 0.00439792417978714 0.00399952005759309 0.00729075532225139
"nimm" 0 0.00925411808254673 0.0278260869565217 0.01001001001001 0 0 0 0.0214488712531503 0.0351833934382971 0 0.0291630212890055
"retten" 0 0 0.0417391304347826 0.005005005005005 0 0 0 0.037535524693013 0.00439792417978714 0.0199976002879654 0.0291630212890055
"sah" 0.011321822813473 0.00925411808254673 0.048695652173913 0 0 0 0.00495761241386148 0.0107244356265752 0.00879584835957428 0.00399952005759309 0.0510352872557597
"schönheit" 0.00566091140673648 0 0.0139130434782609 0.01001001001001 0.0135538086202223 0.00506534292371594 0.0198304496554459 0.0428977425063006 0 0.0199976002879654 0
"sir" 0 0 0 0 0 0 0 0 0 0.0959884813822341 0
"unschuldig" 0.011321822813473 0.0231352952063668 0 0.01001001001001 0 0.00506534292371594 0.00495761241386148 0.037535524693013 0.00439792417978714 0.0159980802303724 0.00729075532225139
"vergnügt" 0.011321822813473 0.0138811771238201 0.0417391304347826 0.005005005005005 0 0.00506534292371594 0.00495761241386148 0 0 0.0119985601727793 0.0510352872557597
"verliebt" 0.011321822813473 0.0185082361650935 0 0.03003003003003 0.0135538086202223 0.00506534292371594 0.0396608993108919 0 0.00879584835957428 0 0
"wozu" 0.0169827342202095 0.00462705904127337 0.00695652173913044 0 0.0135538086202223 0.0101306858474319 0.00991522482772297 0.0428977425063006 0.00439792417978714 0.0159980802303724 0.00729075532225139
"zufall" 0 0 0 0 0 0 0.00991522482772297 0.0911577028258888 0.0131937725393614 0.00399952005759309 0.00729075532225139
"allemal" 0.0339654684404189 0.0231352952063668 0 0.03003003003003 0.0813228517213337 0 0 0 0 0 0
"beiden" 0.0226436456269459 0.0231352952063668 0 0.02002002002002 0 0 0.0198304496554459 0.0160866534398627 0 0.0119985601727793 0
"bereit" 0.0169827342202095 0.00925411808254673 0.0556521739130435 0.005005005005005 0 0 0.00991522482772297 0.0107244356265752 0 0.00799904011518618 0.0218722659667542
"einmahl" 0 0 0 0 0 0.116502887245467 0 0 0 0 0
"engel" 0.00566091140673648 0.0185082361650935 0 0.005005005005005 0.0135538086202223 0.0303920575422956 0.00495761241386148 0.0214488712531503 0.00879584835957428 0.0119985601727793 0
"frei" 0.0169827342202095 0.0185082361650935 0 0.01001001001001 0 0 0.0347032868970304 0.0107244356265752 0.00879584835957428 0.0119985601727793 0
"gebe" 0.0226436456269459 0.0185082361650935 0.00695652173913044 0.005005005005005 0 0.0303920575422956 0.00991522482772297 0.0107244356265752 0.00439792417978714 0.00399952005759309 0.00729075532225139
"gesicht" 0.011321822813473 0.00925411808254673 0 0.005005005005005 0 0 0.0247880620693074 0.0160866534398627 0.00879584835957428 0.0119985601727793 0.0364537766112569
"glaubt" 0 0.00925411808254673 0.00695652173913044 0.025025025025025 0 0.0101306858474319 0.0297456744831689 0.0160866534398627 0.00439792417978714 0.00399952005759309 0.0145815106445028
"gönnen" 0 0.0370164723301869 0 0.02002002002002 0 0 0.0148728372415845 0 0.00439792417978714 0.0199976002879654 0.0145815106445028
"heiraten" 0.0452872912538919 0.0370164723301869 0 0.02002002002002 0 0 0.00991522482772297 0 0 0.00399952005759309 0
"ihrige" 0.0339654684404189 0.0231352952063668 0 0.005005005005005 0 0.0101306858474319 0.0148728372415845 0.0107244356265752 0.00879584835957428 0.00799904011518618 0
"indem" 0.00566091140673648 0.0277623542476402 0.0695652173913043 0 0 0.00506534292371594 0 0 0 0.00399952005759309 0.0291630212890055
"julianen" 0 0 0 0 0 0 0.114025085518814 0 0 0 0
"klug" 0.00566091140673648 0.00462705904127337 0 0.02002002002002 0.094876660341556 0.0151960287711478 0.0198304496554459 0 0.00879584835957428 0 0.00729075532225139
"leid" 0 0.00462705904127337 0.00695652173913044 0.035035035035035 0.0271076172404446 0.0101306858474319 0.00991522482772297 0.0214488712531503 0.00439792417978714 0.00399952005759309 0.0145815106445028
"schande" 0 0 0.00695652173913044 0.025025025025025 0 0.0101306858474319 0.0148728372415845 0.00536221781328758 0 0.0239971203455585 0.0364537766112569
"schicken" 0.0169827342202095 0.00462705904127337 0.0139130434782609 0.03003003003003 0.0135538086202223 0.0202613716948637 0 0.0214488712531503 0.00439792417978714 0.00399952005759309 0
"schmerz" 0 0 0.0904347826086957 0 0 0 0 0.0107244356265752 0.00439792417978714 0.0159980802303724 0.0218722659667542
"schönen" 0.011321822813473 0.00925411808254673 0 0.03003003003003 0.0677690431011114 0.0101306858474319 0.00495761241386148 0.00536221781328758 0.0131937725393614 0.00399952005759309 0
"soviel" 0.00566091140673648 0 0 0.0950950950950951 0 0 0 0 0.00439792417978714 0 0.0145815106445028
"stark" 0.00566091140673648 0.00925411808254673 0.0417391304347826 0 0 0 0.0198304496554459 0 0.0219896208989357 0.00799904011518618 0.0218722659667542
"stille" 0.011321822813473 0.00462705904127337 0.00695652173913044 0 0 0.0354574004660115 0.0297456744831689 0.0107244356265752 0.00439792417978714 0.0119985601727793 0
