,regx,repl
1,בע,בֶּע
2,גע,גֶע
3,פע,פֶע
4,דע,דֶע
5,ווע,ווֶע
6,בּע,בֶּע
7,קע,קֶע
,נק,נְק
,מע,מֶע
,טע,טֶע
,סט,סְט
,רס,רְס
,גל,גְל
,סמ,סְמ
,שט,שְט
,הע,הֶע
