"bodmer_Polytimet" "brentano_die-gruendung-prags-1814" "brentano_ponce-de-leon-1803" "gleim_Philotas" "goethe_der-buergergeneral-1793" "goethe_der-grosskophta-1791" "goethe_die-natuerliche-tochter-1803" "goethe_faust-der-tragoedie-zweiter-teil-1832" "goethe_torquato-tasso-1790" "iffland_das-erbtheil-des-vaters-1802" "iffland_der-spieler-1796" "kleist_amphitryon-1807" "kleist_der-zerbrochene-krug-1808" "kleist_die-familie-schroffenstein-1803" "kleist_die-hermannsschlacht-1808" "kleist_penthesilea-1808" "kleist_prinz-friedrich-von-homburg-1810" "kotzebue_der-hyperboreische-esel-1799" "kotzebue_die-deutschen-kleinstaedter-1802" "kotzebue_menschenhass-und-reue-1788" "schiller_die-braut-von-messina-1803" "schiller_die-jungfrau-von-orleans-1801" "schiller_die-piccolomini-1799" "schiller_kabale-und-liebe-1784" "schiller_maria-stuart-1800" "schiller_wallensteins-lager-1798" "schiller_wallensteins-tod-1799" "schiller_wilhelm-tell-1804" "schlegel_alarcos-1802" "tieck_der-gestiefelte-kater-1797" "tieck_die-verkehrte-welt-1800" "tieck_prinz-zerbino-1799" "tieck_ritter-blaubart-1797" "werner_der-vierundzwanzigste-februar-1809"
"weg" 0.0714626012386851 0.0329210365423506 0.0965792261200075 0.026816840976133 0.0617665225447807 0.088486874446957 0.0409899062355895 0.0295783941207254 0.0728125884875207 0.0500150045013504 0.138048210682808 0.023835061375283 0.0405460197323963 0.024904119141306 0.0596755818369229 0.0610185402487679 0.0220994475138122 0 0.00664937828313053 0.0236082912318806 0.0325962948878144 0.06101033108273 0.101854830063257 0.104699391938147 0.0697554886555547 0.0564652738565782 0.113399422028752 0.105954651409197 0.0296765258680384 0.0553165334972342 0.0205655526992288 0.0659233029458299 0.0157878118092832 0.0400534045393858
"seinem" 0.309671272034302 0.0423270469830221 0.0186927534425821 0.107267363904532 0.0154416306361952 0.0540753121620293 0.0666085976328329 0.0386794384655639 0.117309170341006 0.0200060018005402 0.042476372517787 0.0774639494696699 0.0337883497769969 0.0747123574239179 0.0651006347311886 0.0516310725181882 0.0957642725598527 0.0205170291341814 0.0398962696987832 0.0897115066811464 0.0651925897756288 0.0569429756772147 0.091133269003967 0.0483227962791447 0.0367134150818709 0.0988142292490119 0.0841350550535904 0.067810976901886 0.0296765258680384 0.104486785494776 0.0565552699228792 0.0357869358848791 0.0631512472371329 0.0133511348464619
"sehn" 0 0.0438947153898007 0.0155772945354851 0.187717886832931 0.0154416306361952 0.0491593746927539 0.0717323359122816 0.0500557438966121 0.0687674446826585 0 0 0.0476701227505661 0.0202730098661981 0.024904119141306 0.0813757934139858 0.0844872095752171 0.0589318600368324 0 0.0332468914156526 0.0236082912318806 0.0488944423317216 0.0894818189213373 0.0857724884743219 0.00805379937985745 0.0954548792128644 0.0282326369282891 0.0731609174379047 0.0550964187327824 0.0395687011573845 0.141364474492932 0.123393316195373 0.0960596700067807 0.0947268708556994 0
"deiner" 0.0714626012386851 0.0893570991863801 0.0623091781419403 0.107267363904532 0 0.0442434372234785 0.0871035507506277 0.0500557438966121 0.093038307511832 0.0250075022506752 0.0265477328236169 0.0595876534382076 0.00675766995539938 0.119539771878269 0.103076004991049 0.0938746773057968 0.0957642725598527 0.0205170291341814 0.0132987565662611 0.0236082912318806 0.0760580214049003 0.142357439193037 0.0214431221185805 0.0644303950388596 0.040384756590058 0 0.0695028715660094 0.033905488450943 0.079137402314769 0 0.0102827763496144 0.0282528441196414 0.0157878118092832 0.0534045393858478
"erst" 0.0952834683182468 0.0580037310508081 0.0467318836064552 0.107267363904532 0.0926497838171711 0.0589912496313047 0.097351027309525 0.0773588769311278 0.101128595121557 0.0250075022506752 0.0530954656472337 0.023835061375283 0.0675766995539938 0.0597698859391343 0.0217002115770629 0.028162403191739 0.0441988950276243 0.0410340582683627 0.0864419176806969 0.0188866329855045 0.0271635790731787 0.0162694216220613 0.0696901468853865 0.0483227962791447 0.0513987811146193 0.112930547713156 0.0402385045908476 0.0550964187327824 0.0593530517360768 0.0860479409956976 0.0668380462724936 0.0715738717697582 0.0684138511735607 0.0267022696929239
"könig" 0.452596474511672 0.00470300522033579 0.0124618356283881 0.884955752212389 0 0.00491593746927539 0.138340933545115 0.0295783941207254 0 0 0 0.00595876534382076 0.00675766995539938 0 0.0759507405197201 0.00469373386528984 0.0220994475138122 0 0.132987565662611 0.0141649747391284 0.00543271581463574 0.317253721630196 0.048247024766806 0 0.0367134150818709 0.0282326369282891 0.0329224128470571 0.0720491629582539 0.227520031654961 0.190534726490473 0.154241645244216 0.0772244405936864 0 0.0133511348464619
"eure" 0 0.0329210365423506 0.137080191912269 0.026816840976133 0.0617665225447807 0.0589912496313047 0.0102474765588974 0.0455052217241928 0.00809028760972453 0.00500150045013504 0.0265477328236169 0.0655464187820284 0.0743343695093932 0 0.0325503173655943 0.0422436047876085 0.0441988950276243 0 0 0.00472165824637613 0.0434617265170859 0.142357439193037 0.048247024766806 0.0201344984496436 0.231294515015787 0 0.062186779822219 0.165289256198347 0 0.0245851259987707 0.0719794344473008 0.0320198900022602 0.110514682664983 0.0267022696929239
"herzen" 0.0952834683182468 0.0329210365423506 0.0654246370490373 0.026816840976133 0 0.0786549995084063 0.0768560741917303 0.0432299606379832 0.0485417256583472 0.125037511253376 0.0371668259530636 0.0536288880943868 0.0135153399107988 0.00996164765652239 0.0162751586827972 0.0234686693264492 0.0662983425414365 0.0820681165367255 0.0398962696987832 0.103876481420275 0.119519747921986 0.0935491743268527 0.0643293663557414 0.0966455925582894 0.0550701226228064 0.0423489553924337 0.0731609174379047 0.0550964187327824 0.0890295776041151 0.0245851259987707 0.0462724935732648 0.0395539817674979 0.0578886433007052 0.0133511348464619
"wissen" 0.0476417341591234 0.0141090156610074 0.0685400959561343 0.107267363904532 0.108091414453366 0.0639071871005801 0.0256186913972434 0.0250278719483061 0.0283160066340358 0.130039011703511 0.0584050122119571 0.0834227148134906 0.0946073793755913 0.0647507097673955 0.0434004231541258 0.0610185402487679 0.0589318600368324 0.0820681165367255 0.132987565662611 0.118041456159403 0.0543271581463574 0.0284714878386073 0.0696901468853865 0.120806990697862 0.0256993905573096 0.0423489553924337 0.0548706880784285 0.0211909302818394 0.0296765258680384 0.0737553779963122 0.0565552699228792 0.0395539817674979 0.0789390590464162 0.0133511348464619
"gegen" 0.238208670795617 0.0360563733559078 0.0373855068851642 0.026816840976133 0 0.088486874446957 0.0409899062355895 0.0295783941207254 0.0364062942437604 0.0700210063018906 0.180524583200595 0.0297938267191038 0.0135153399107988 0.0199232953130448 0.0325503173655943 0.00938746773057968 0.00736648250460405 0.123102174805088 0.0398962696987832 0.0802681901883942 0.0597598739609931 0.0447409094606687 0.0536078052964512 0.0604034953489309 0.106468903737426 0.0423489553924337 0.0658448256941142 0.0635727908455181 0.0494608764467306 0.0921942224953903 0.0616966580976864 0.0640397800045205 0.0842016629828439 0.0133511348464619
"also" 0 0.0548683942372509 0.0685400959561343 0.026816840976133 0.138974675725757 0.0196637498771016 0.00512373827944869 0.0250278719483061 0.00404514380486226 0.0700210063018906 0.0955718381650207 0.0655464187820284 0.0337883497769969 0.0348657667978284 0.0434004231541258 0.028162403191739 0.0220994475138122 0.102585145670907 0.0598444045481747 0.0991548231738987 0.0325962948878144 0.0406735540551533 0.0321646831778707 0.0805379937985745 0.0256993905573096 0.0423489553924337 0.0219482752313714 0.0211909302818394 0.0197843505786923 0.0491702519975415 0.205655526992288 0.109244330595947 0.105252078728555 0
"tag" 0 0.0736804151185941 0.0311545890709702 0.241351568785197 0.0154416306361952 0.0196637498771016 0.0717323359122816 0.0614320493276603 0.0566320132680717 0.0400120036010803 0.0212381862588935 0.0655464187820284 0.0270306798215975 0.024904119141306 0.124776216568112 0.0234686693264492 0.0810313075506446 0.0205170291341814 0.0664937828313053 0.0519382407101374 0.0923561688488075 0.073212397299276 0.0804117079446767 0.0281882978295011 0.0330420735736838 0.0282326369282891 0.0585287339503237 0.0508582326764145 0.0296765258680384 0.0368776889981561 0.0308483290488432 0.0414375047088074 0.0894642669192717 0.0267022696929239
"darf" 0.0238208670795617 0.0188120208813432 0.0436164246993582 0.080450522928399 0.0308832612723904 0.122898436731885 0.097351027309525 0.0386794384655639 0.0566320132680717 0.0900270081024307 0.0637145587766805 0.0119175306876415 0.00675766995539938 0.0547890621108731 0.0325503173655943 0.0140812015958695 0.0589318600368324 0.102585145670907 0.0731431611144358 0.0897115066811464 0.0543271581463574 0.0650776864882453 0.0696901468853865 0.044295896589216 0.080769513180116 0.0846979107848673 0.0731609174379047 0.0381436745073109 0.0494608764467306 0.0553165334972342 0.0565552699228792 0.0452045505914262 0.0526260393642774 0.0133511348464619
"vielleicht" 0.0714626012386851 0.0109736788474502 0.0934637672129105 0.026816840976133 0.0308832612723904 0.024579687346377 0.0717323359122816 0.0364041773793543 0.0647223008777962 0.0250075022506752 0.0477859190825104 0.0595876534382076 0.0675766995539938 0.0348657667978284 0.0162751586827972 0.00938746773057968 0.0957642725598527 0.184653262207632 0.0797925393975663 0.0991548231738987 0.0108654316292715 0.0162694216220613 0.0107215610592902 0.0966455925582894 0.00734268301637418 0 0.00365804587189523 0.0254291163382072 0.0494608764467306 0.098340503995083 0.051413881748072 0.118661945302494 0.168403325965688 0.106809078771696
"mag" 0.0714626012386851 0.0470300522033579 0.0467318836064552 0 0.0463248919085855 0.0491593746927539 0.0614848593533842 0.0841846601897568 0.093038307511832 0.0500150045013504 0.0371668259530636 0.0476701227505661 0.0743343695093932 0.0298849429695672 0.0271252644713286 0.0234686693264492 0.0515653775322284 0.0615510874025441 0.0598444045481747 0.075546531942018 0.0706253055902646 0.0203367770275767 0.048247024766806 0.0281882978295011 0.0293707320654967 0.112930547713156 0.0695028715660094 0.033905488450943 0.0890295776041151 0.0553165334972342 0.0925449871465296 0.0376704588261885 0.042100831491422 0.0667556742323097
"etwas" 0.0714626012386851 0 0.133964733005172 0.053633681952266 0.0308832612723904 0.0442434372234785 0.0102474765588974 0.0204773497758868 0.0364062942437604 0.0950285085525658 0.169905490071148 0.023835061375283 0.0473036896877956 0.0398465906260896 0.0108501057885314 0 0.0147329650092081 0.0410340582683627 0.106390052530088 0.0330516077246329 0.0217308632585429 0 0.0321646831778707 0.0926186928683606 0.00367134150818709 0.0282326369282891 0.0146321834875809 0.0127145581691036 0 0.141364474492932 0.118251928020566 0.0998267158893995 0.236817177139248 0
"deinem" 0.166746069556932 0.0799510887457085 0.0186927534425821 0.187717886832931 0 0.024579687346377 0.11784598042732 0.0477804828104025 0.0525868694632094 0.0250075022506752 0.042476372517787 0.0476701227505661 0 0.129501419534791 0.0922258992025172 0.0657122741140577 0.0589318600368324 0.0205170291341814 0.0398962696987832 0.0188866329855045 0.0380290107024502 0.0569429756772147 0.0643293663557414 0.072484194418717 0.0844408546883031 0 0.062186779822219 0.0593346047891502 0.0890295776041151 0.0122925629993854 0.0205655526992288 0.0226022752957131 0.00526260393642774 0
"werde" 0.0476417341591234 0.0438947153898007 0.124618356283881 0 0.0617665225447807 0.152394061547537 0.0358661679561408 0.0136515665172579 0.0242708628291736 0.150045013504051 0.0955718381650207 0.0357525920629246 0.00675766995539938 0.024904119141306 0.0434004231541258 0.0140812015958695 0.00736648250460405 0.184653262207632 0.0664937828313053 0.0849898484347703 0.0434617265170859 0.024404132433092 0.0268039026482256 0.072484194418717 0.0477274396064322 0.0141163184641446 0.0365804587189523 0.0254291163382072 0.0395687011573845 0.0553165334972342 0.077120822622108 0.0527386423566639 0.0368382275549942 0
"wollt" 0.0476417341591234 0.0470300522033579 0.0716555548632314 0.080450522928399 0.123533045089561 0.00491593746927539 0 0.0273031330345157 0.00809028760972453 0.0250075022506752 0.0584050122119571 0.0655464187820284 0.175699418840384 0.0747123574239179 0.0488254760483915 0.0563248063834781 0.103130755064457 0 0.0398962696987832 0.0236082912318806 0.00543271581463574 0.0447409094606687 0.0428862442371609 0.0120806990697862 0.0660841471473676 0.0846979107848673 0.106083330284962 0.067810976901886 0.0395687011573845 0.0307314074984634 0.0411311053984576 0.062156257063211 0.0842016629828439 0.106809078771696
"andern" 0.0238208670795617 0.0360563733559078 0.0685400959561343 0.026816840976133 0.0154416306361952 0.0786549995084063 0.0204949531177947 0.0750836158449182 0.117309170341006 0.0850255076522957 0.0477859190825104 0.0715051841258491 0.0473036896877956 0.0398465906260896 0.0542505289426572 0.0234686693264492 0.0294659300184162 0.0205170291341814 0.0199481348493916 0.0661032154492658 0.0706253055902646 0.0203367770275767 0.0696901468853865 0.0241613981395723 0.040384756590058 0.0564652738565782 0.0658448256941142 0.0805255350709896 0.0296765258680384 0.0245851259987707 0.0411311053984576 0.0433210276501168 0.0578886433007052 0.0133511348464619
"brust" 0.0714626012386851 0.0564360626440295 0.0186927534425821 0.107267363904532 0 0.024579687346377 0.0768560741917303 0.0568815271552411 0.0809028760972453 0.0250075022506752 0.0106190931294467 0.0655464187820284 0 0.0597698859391343 0.0705256876254543 0.150199483689275 0.117863720073665 0 0.00664937828313053 0.00944331649275225 0.11408703210735 0.117953306759945 0.0214431221185805 0.0362420972093585 0.0477274396064322 0.0282326369282891 0.062186779822219 0.033905488450943 0.207735681076269 0.00614628149969269 0.0154241645244216 0.0320198900022602 0.021050415745711 0.0133511348464619
"können" 0.0952834683182468 0.0125413472542288 0.0872328493987164 0.053633681952266 0.0154416306361952 0.117982499262609 0.0358661679561408 0.0113763054310482 0.076857732292383 0.0900270081024307 0.100881384729744 0.0476701227505661 0.0337883497769969 0.0149424714847836 0.0434004231541258 0.0328561370570289 0.0294659300184162 0.0205170291341814 0.0731431611144358 0.0661032154492658 0 0.0162694216220613 0.0428862442371609 0.072484194418717 0.0256993905573096 0.0988142292490119 0.0329224128470571 0.0508582326764145 0.00989217528934613 0.135218192993239 0.0822622107969152 0.0734573947110676 0.0842016629828439 0.0400534045393858
"gern" 0.0714626012386851 0.0329210365423506 0.0841173904916194 0.107267363904532 0.0772081531809759 0.0393274997542031 0.0307424296766921 0.0773588769311278 0.194166902633389 0.0800240072021606 0.0318572793883402 0.0834227148134906 0.0473036896877956 0.0498082382826119 0.0217002115770629 0.0328561370570289 0.00736648250460405 0.0205170291341814 0.0398962696987832 0.0566598989565135 0.0380290107024502 0.012202066216546 0.0268039026482256 0.0241613981395723 0.00734268301637418 0.0846979107848673 0.0402385045908476 0.0381436745073109 0.0593530517360768 0.0184388444990781 0.0668380462724936 0.0508551194153545 0.0526260393642774 0.120160213618158
"ei" 0 0.0125413472542288 0.174465698797433 0 0.108091414453366 0 0 0.00227526108620964 0 0 0.084952745035574 0.0774639494696699 0.250033788349777 0.109578124221746 0.0488254760483915 0.0140812015958695 0.0441988950276243 0.0820681165367255 0.279273887891482 0.0897115066811464 0 0 0.0321646831778707 0.00402689968992872 0 0.15527950310559 0.0146321834875809 0.0127145581691036 0 0.0860479409956976 0.0822622107969152 0.0998267158893995 0.0157878118092832 0.0267022696929239
"ganze" 0 0.0188120208813432 0.0685400959561343 0.053633681952266 0.0308832612723904 0.0294956248156523 0.0153712148383461 0.0546062660690314 0.0283160066340358 0.0400120036010803 0.0371668259530636 0.0893814801573114 0.0270306798215975 0.0547890621108731 0.0976509520967829 0.154893217554565 0.0736648250460405 0.0410340582683627 0.0598444045481747 0.0424949242173851 0.0380290107024502 0.0406735540551533 0.0214431221185805 0.0966455925582894 0.0220280490491226 0.0705815923207228 0.0292643669751619 0.0211909302818394 0.00989217528934613 0.0921942224953903 0.0925449871465296 0.0508551194153545 0.0684138511735607 0.0133511348464619
"wahr" 0.0238208670795617 0.0344887049491292 0.0716555548632314 0 0.138974675725757 0.0294956248156523 0.0204949531177947 0.0113763054310482 0.0121354314145868 0.105031509452836 0.106190931294467 0.0715051841258491 0.0743343695093932 0.119539771878269 0.0596755818369229 0.0328561370570289 0.0515653775322284 0.123102174805088 0.0531950262650442 0.0330516077246329 0.0217308632585429 0.0284714878386073 0.048247024766806 0.0604034953489309 0.040384756590058 0 0.062186779822219 0.0127145581691036 0.0395687011573845 0.0799016594960049 0.051413881748072 0.0602727341219016 0.0736764551099884 0.0133511348464619
"seele" 0.0714626012386851 0.0533007258304723 0.0186927534425821 0.053633681952266 0.0154416306361952 0.0196637498771016 0.0204949531177947 0.00910104434483857 0.0647223008777962 0.130039011703511 0.084952745035574 0.0893814801573114 0.00675766995539938 0.0348657667978284 0.0217002115770629 0.0797934757099272 0.0147329650092081 0.0205170291341814 0.0132987565662611 0.0897115066811464 0.0923561688488075 0.0569429756772147 0.048247024766806 0.100672492248218 0.0550701226228064 0.0141163184641446 0.0548706880784285 0.0466200466200466 0.108813928182807 0.0184388444990781 0.0359897172236504 0.0546221652979733 0.0157878118092832 0.0133511348464619
"meines" 0.0238208670795617 0.0533007258304723 0.0436164246993582 0.294985250737463 0 0.0147478124078262 0.11784598042732 0.00455052217241928 0.0242708628291736 0.100030009002701 0.0477859190825104 0.0715051841258491 0.00675766995539938 0.024904119141306 0.0271252644713286 0.028162403191739 0.0662983425414365 0 0.0265975131325221 0.075546531942018 0.0760580214049003 0.109818595948914 0.0321646831778707 0.0765110941086457 0.124825611278361 0 0.0548706880784285 0.0932400932400932 0.0395687011573845 0.0307314074984634 0.0051413881748072 0.0226022752957131 0.00526260393642774 0.0400534045393858
"heute" 0.0238208670795617 0.0203796892881218 0.127733815190978 0 0 0.157309999016813 0.0256186913972434 0.031853655206935 0.0283160066340358 0.140042012603781 0.138048210682808 0.0357525920629246 0.0608190295985944 0.0448274144543507 0.00542505289426572 0.00938746773057968 0.0147329650092081 0.0410340582683627 0.0797925393975663 0.122763114405779 0.0869234530341718 0.00813471081103067 0.0321646831778707 0.0563765956590021 0.0440560980982451 0.0564652738565782 0.0329224128470571 0.0296673023945751 0.0395687011573845 0.0184388444990781 0.0411311053984576 0.0226022752957131 0.0263130196821387 0.0667556742323097
"ihrer" 0.0238208670795617 0.0595713994575867 0.0311545890709702 0 0.0154416306361952 0.0639071871005801 0.0256186913972434 0.0273031330345157 0.0728125884875207 0.0650195058517555 0.0530954656472337 0.0119175306876415 0 0.0149424714847836 0.0271252644713286 0.0610185402487679 0.0441988950276243 0.0615510874025441 0.0598444045481747 0.127484772652155 0.0488944423317216 0.06101033108273 0.0375254637075158 0.0765110941086457 0.106468903737426 0.0141163184641446 0.0548706880784285 0.0254291163382072 0.00989217528934613 0.098340503995083 0.025706940874036 0.0433210276501168 0.0263130196821387 0.0133511348464619
"seht" 0 0.0329210365423506 0.0685400959561343 0 0.138974675725757 0.0294956248156523 0 0.0591567882414507 0 0.0150045013504051 0.0212381862588935 0.0476701227505661 0.175699418840384 0.00996164765652239 0.0596755818369229 0.154893217554565 0.0294659300184162 0 0.0465456479819137 0.0188866329855045 0.00543271581463574 0.0528756202716993 0.0160823415889353 0 0.0220280490491226 0.0846979107848673 0.0329224128470571 0.101716465352829 0.0197843505786923 0.0430239704978488 0.0976863753213368 0.0527386423566639 0.184191137774971 0
"tod" 0.166746069556932 0.0799510887457085 0.0373855068851642 0.160901045856798 0 0 0.11784598042732 0.0295783941207254 0.00809028760972453 0.0200060018005402 0.0530954656472337 0.0417113574067453 0.0135153399107988 0.0547890621108731 0.0542505289426572 0.0750997418446374 0.0810313075506446 0 0 0.0141649747391284 0.0543271581463574 0.06101033108273 0.0321646831778707 0.072484194418717 0.124825611278361 0.0282326369282891 0.0256063211032666 0.0550964187327824 0.207735681076269 0.00614628149969269 0.0102827763496144 0.0113011376478566 0.021050415745711 0.146862483311081
"sieh" 0 0.0485977206101365 0.0747710137703284 0.080450522928399 0.0308832612723904 0.024579687346377 0.0153712148383461 0.0136515665172579 0.00809028760972453 0.0150045013504051 0.0212381862588935 0.113216541532594 0.0608190295985944 0.114558948050007 0.0813757934139858 0.0985684111710866 0.0662983425414365 0.0205170291341814 0.0398962696987832 0.0188866329855045 0.0325962948878144 0.0284714878386073 0.0214431221185805 0.0322151975194298 0.00734268301637418 0.0423489553924337 0.062186779822219 0.0593346047891502 0.0692452270254229 0.0737553779963122 0.0719794344473008 0.0583892111805922 0.0842016629828439 0.0667556742323097
"königin" 0 0.015676684067786 0.00311545890709702 0 0 0 0 0.0568815271552411 0 0 0 0 0 0 0.0271252644713286 0.469373386528984 0 0 0.0132987565662611 0 0.0162981474439072 0.0528756202716993 0.0107215610592902 0 0.594757324326309 0 0 0.0211909302818394 0.0197843505786923 0.00614628149969269 0.0051413881748072 0.00565056882392828 0 0
"weib" 0 0.117575130508395 0.0436164246993582 0.026816840976133 0 0.00983187493855078 0.0307424296766921 0.0159268276034675 0.00809028760972453 0.0100030009002701 0.159286396941701 0.0893814801573114 0.0270306798215975 0.0996164765652239 0.0705256876254543 0.0187749354611594 0.0220994475138122 0.0410340582683627 0.0199481348493916 0.113319797913027 0 0.085414463515822 0.0107215610592902 0.0563765956590021 0.0477274396064322 0 0.0146321834875809 0.0932400932400932 0.0593530517360768 0.00614628149969269 0.0051413881748072 0.0113011376478566 0.0157878118092832 0.173564753004005
"haus" 0 0.114439793694838 0.0716555548632314 0 0.0617665225447807 0.00983187493855078 0.0512373827944869 0.0500557438966121 0.0323611504388981 0.0400120036010803 0.0159286396941701 0.160886664283161 0.0675766995539938 0.0398465906260896 0.0217002115770629 0 0.0220994475138122 0 0.0598444045481747 0.0141649747391284 0.0869234530341718 0.0325388432441227 0.0321646831778707 0.044295896589216 0.0367134150818709 0 0.047554596334638 0.0762873490146217 0.00989217528934613 0.00614628149969269 0.0308483290488432 0.0226022752957131 0.021050415745711 0.120160213618158
"tochter" 0 0.015676684067786 0.0529628014206493 0 0 0.0393274997542031 0.107598503868422 0.0113763054310482 0 0.0950285085525658 0.0690241053414038 0 0.0270306798215975 0.0697315335956567 0.00542505289426572 0.028162403191739 0.0147329650092081 0.0205170291341814 0.0598444045481747 0.00944331649275225 0.184712337697615 0.048808264866184 0.0804117079446767 0.306044376434583 0 0 0.0329224128470571 0.0127145581691036 0.0395687011573845 0.110633066994468 0.0308483290488432 0.0113011376478566 0.0842016629828439 0
"blut" 0.0238208670795617 0.199093887660882 0.00311545890709702 0.080450522928399 0 0.00491593746927539 0.0153712148383461 0.0341289162931446 0.0202257190243113 0 0.0106190931294467 0.0119175306876415 0.00675766995539938 0.0398465906260896 0.0434004231541258 0.0422436047876085 0.0368324125230203 0 0 0.0141649747391284 0.0597598739609931 0.0813471081103067 0.0268039026482256 0.0161075987597149 0.0550701226228064 0.0282326369282891 0.0365804587189523 0.0550964187327824 0.296765258680384 0 0.0051413881748072 0.00941761470654713 0.0368382275549942 0.160213618157543
"genug" 0.0952834683182468 0.039191710169465 0.0373855068851642 0 0.169857936998147 0.137646249139711 0.0307424296766921 0.0614320493276603 0.0728125884875207 0.0550165049514854 0.0637145587766805 0.0119175306876415 0.0135153399107988 0.0348657667978284 0.0217002115770629 0.00469373386528984 0.0147329650092081 0.123102174805088 0.0598444045481747 0.14637140563766 0.0380290107024502 0.0203367770275767 0.0160823415889353 0.0523496959690734 0.0293707320654967 0 0.0219482752313714 0.0296673023945751 0.0197843505786923 0.0184388444990781 0.0668380462724936 0.0527386423566639 0.0578886433007052 0.0667556742323097
"oft" 0.0476417341591234 0.023515026101679 0.0529628014206493 0.107267363904532 0.0772081531809759 0.0442434372234785 0.128093456986217 0.0341289162931446 0.105173738926419 0.0350105031509453 0.0477859190825104 0.023835061375283 0.0202730098661981 0.0149424714847836 0.0271252644713286 0.0140812015958695 0.0220994475138122 0.0820681165367255 0.0199481348493916 0.0283299494782568 0.0380290107024502 0.0325388432441227 0.0107215610592902 0.0241613981395723 0.0220280490491226 0.0141163184641446 0.0256063211032666 0.0211909302818394 0.227520031654961 0.104486785494776 0.0616966580976864 0.0847585323589241 0.0473634354278497 0.173564753004005
"gewiß" 0.0714626012386851 0.0031353368135572 0.0124618356283881 0.107267363904532 0.123533045089561 0.122898436731885 0.0717323359122816 0.0227526108620964 0.0809028760972453 0.115034510353106 0.0477859190825104 0.0715051841258491 0.0202730098661981 0.0199232953130448 0.0759507405197201 0.0140812015958695 0.0294659300184162 0 0.0199481348493916 0.0188866329855045 0.0162981474439072 0.024404132433092 0.0160823415889353 0.0362420972093585 0.00734268301637418 0.0282326369282891 0.0365804587189523 0.0296673023945751 0.00989217528934613 0.104486785494776 0.133676092544987 0.0828750094176147 0.147352910219977 0.0133511348464619
"mensch" 0 0.015676684067786 0.0373855068851642 0 0.0617665225447807 0.024579687346377 0.0204949531177947 0.0273031330345157 0.0647223008777962 0.0650195058517555 0.201762769459488 0.0536288880943868 0.0337883497769969 0.0547890621108731 0.0217002115770629 0.0328561370570289 0 0.307755437012721 0.0797925393975663 0.0897115066811464 0.0325962948878144 0.0325388432441227 0.0321646831778707 0.0523496959690734 0.0146853660327484 0.0282326369282891 0.0365804587189523 0.0296673023945751 0 0.104486785494776 0.102827763496144 0.0376704588261885 0.0789390590464162 0.0400534045393858
"gen" 0 0.0846540939660443 0 0 0 0.00491593746927539 0.215197007736845 0.0341289162931446 0.00404514380486226 0 0 0.202598021689906 0.121638059197189 0.0796931812521791 0.135626322356643 0.201830556207463 0.0736648250460405 0 0 0 0 0 0 0.00402689968992872 0 0 0 0.00423818605636787 0.257196557522999 0 0 0.0678068258871393 0 0.0400534045393858
"jeder" 0 0.0423270469830221 0.0186927534425821 0.026816840976133 0.0308832612723904 0.024579687346377 0.081979812471179 0.102386748879434 0.0970834513166943 0.0100030009002701 0.0159286396941701 0.0357525920629246 0.0135153399107988 0.024904119141306 0.0108501057885314 0.0328561370570289 0.0368324125230203 0.0410340582683627 0.0265975131325221 0.0472165824637613 0.0597598739609931 0.036606198649638 0.0214431221185805 0.0281882978295011 0.0477274396064322 0.0423489553924337 0.0438965504627428 0.0805255350709896 0.0395687011573845 0.0245851259987707 0.0205655526992288 0.0847585323589241 0.0578886433007052 0.0400534045393858
"tat" 0 0.015676684067786 0.0155772945354851 0 0.0154416306361952 0.0196637498771016 0.081979812471179 0.0250278719483061 0.0444965818534849 0 0 0.0297938267191038 0.0473036896877956 0.12452059570653 0.124776216568112 0.0469373386528984 0.0883977900552486 0 0.0398962696987832 0.0519382407101374 0.0760580214049003 0.012202066216546 0.0696901468853865 0.0161075987597149 0.1138115867538 0.0141163184641446 0.139005743132019 0.0890019071837254 0.0989217528934613 0.0307314074984634 0.0205655526992288 0.0395539817674979 0.00526260393642774 0
"hätte" 0.428775607432111 0.015676684067786 0.0685400959561343 0.053633681952266 0.108091414453366 0.0835709369776816 0.0256186913972434 0 0.0202257190243113 0.100030009002701 0.0796431984708506 0.0774639494696699 0.0473036896877956 0.0647507097673955 0.0325503173655943 0.0140812015958695 0.0368324125230203 0.0410340582683627 0.12633818737948 0.0472165824637613 0 0.0203367770275767 0.0375254637075158 0.0684572947287883 0.0220280490491226 0.0423489553924337 0.0365804587189523 0.0211909302818394 0.0296765258680384 0.0799016594960049 0.0411311053984576 0.0339034129435697 0.142090306283549 0.0133511348464619
"sag" 0.0238208670795617 0.0407593785762436 0.00623091781419403 0.134084204880665 0.0926497838171711 0.0147478124078262 0.0102474765588974 0.031853655206935 0.0444965818534849 0 0.0106190931294467 0.202598021689906 0.223003108528179 0.159386362504358 0.173601692616503 0.107955878901666 0.0589318600368324 0 0.0332468914156526 0.0188866329855045 0.0217308632585429 0.024404132433092 0.048247024766806 0.0362420972093585 0.0293707320654967 0.0564652738565782 0.0438965504627428 0.0211909302818394 0.0395687011573845 0 0.0051413881748072 0.0207187523544037 0.0263130196821387 0.0133511348464619
