"","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"9825","nun","ADV","nun-a","ADV","0","0","0","0","0","0","0","0"
"9826","einmal","ADV","einmal-a","ADV","0","0","0","0","0","0","0","0"
"9827","abgelaufen","VPP.Full.Psp","ablaufen-v","VPP","Full","Psp","0","0","0","0","0","0"
"9828","hat","VFIN.Aux.3.Sg.Pres.Ind","haben-v","VFIN","Aux","0","0","3","Sg","0","Pres","Ind"
"9829","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9830",":","SYM.Pun.Colon",":-x","SYM","Pun","0","0","0","0","0","0","0"
"9831","ah","ITJ","ah-x","ITJ","0","0","0","0","0","0","0","0"
"9832","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9833",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9834","mein","PRO.Poss.Attr.Nom.Sg.Neut","meine-p","PRO","Poss","Attr","Nom","0","Sg","Neut","0","0"
"9835","Kind","N.Reg.Nom.Sg.Neut","Kind-n","N","Reg","0","Nom","0","Sg","Neut","0","0"
"9836","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9837",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9838","–","N.Reg.Nom.Sg.Masc","–-n","N","Reg","0","Nom","0","Sg","Masc","0","0"
"9839","so","ADV","so-a","ADV","0","0","0","0","0","0","0","0"
"9840","wird","VFIN.Aux.3.Sg.Pres.Ind","werden-v","VFIN","Aux","0","0","3","Sg","0","Pres","Ind"
"9841","aus","APPR","aus-i","APPR","0","0","0","0","0","0","0","0"
"9842","dem","ART.Def.Dat.Sg.Masc","die-x","ART","Def","0","Dat","0","Sg","Masc","0","0"
"9843","Liebhaber","N.Reg.Dat.Sg.Masc","Liebhaber-n","N","Reg","0","Dat","0","Sg","Masc","0","0"
"9844","oft","ADV","oft-a","ADV","0","0","0","0","0","0","0","0"
"9845","ein","ART.Indef.Acc.Sg.Neut","eine-x","ART","Indef","0","Acc","0","Sg","Neut","0","0"
"9846","ganz","ADV","ganz-a","ADV","0","0","0","0","0","0","0","0"
"9847","anderes","ADJA.Pos.Acc.Sg.Neut","ander-j","ADJA","Pos","0","Acc","0","Sg","Neut","0","0"
"9848","Geschöpf","N.Reg.Acc.Sg.Neut","Geschöpf-n","N","Reg","0","Acc","0","Sg","Neut","0","0"
"9849","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9850",".","SYM.Pun.Sent",".-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9851","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9852","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9853","Dein","PRO.Poss.Attr.Nom.Sg.Neut","deine-p","PRO","Poss","Attr","Nom","0","Sg","Neut","0","0"
"9854","gutes","ADJA.Pos.Nom.Sg.Neut","gut-j","ADJA","Pos","0","Nom","0","Sg","Neut","0","0"
"9855","Gestirn","N.Reg.Nom.Sg.Neut","Gestirn-n","N","Reg","0","Nom","0","Sg","Neut","0","0"
"9856","behüte","VFIN.Full.3.Sg.Pres.Subj","behüten-v","VFIN","Full","0","0","3","Sg","0","Pres","Subj"
"9857","dich","PRO.Pers.Subst.2.Acc.Sg.*","sie-p","PRO","Pers","Subst","Acc","2","Sg","0","0","0"
"9858","vor","APPR","vor-i","APPR","0","0","0","0","0","0","0","0"
"9859","dieser","PRO.Dem.Attr.Dat.Sg.Fem","diese-p","PRO","Dem","Attr","Dat","0","Sg","Fem","0","0"
"9860","Erfahrung","N.Reg.Dat.Sg.Fem","Erfahrung-n","N","Reg","0","Dat","0","Sg","Fem","0","0"
"9861","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9862",".","SYM.Pun.Sent",".-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9863","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9864","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9865","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie-p","PRO","Pers","Subst","Nom","3","Pl","0","0","0"
"9866","wissen","VFIN.Full.3.Pl.Pres.Ind","wissen-v","VFIN","Full","0","0","3","Pl","0","Pres","Ind"
"9867","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9868",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9869","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine-p","PRO","Poss","Attr","Nom","0","Sg","Fem","0","0"
"9870","Mutter","N.Reg.Nom.Sg.Fem","Mutter-n","N","Reg","0","Nom","0","Sg","Fem","0","0"
"9871","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9872",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9873","wie","PROADV.Inter","wie-x","PROADV","Inter","0","0","0","0","0","0","0"
"9874","gern","ADV","gern-a","ADV","0","0","0","0","0","0","0","0"
"9875","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie-p","PRO","Pers","Subst","Nom","1","Sg","0","0","0"
"9876","Ihren","PRO.Poss.Attr.Acc.Sg.Masc","ihre-p","PRO","Poss","Attr","Acc","0","Sg","Masc","0","0"
"9877","bessern","VINF.Full","bessern-v","VINF","Full","0","0","0","0","0","0","0"
"9878","Einsichten","VFIN.Full.1.Pl.Pres.Ind","einsichten-v","VFIN","Full","0","0","1","Pl","0","Pres","Ind"
"9879","mich","PRO.Pers.Subst.1.Acc.Sg.*","sie-p","PRO","Pers","Subst","Acc","1","Sg","0","0","0"
"9880","in","APPR","in-i","APPR","0","0","0","0","0","0","0","0"
"9881","allem","PRO.Indef.Subst.Dat.Sg.Neut","alle-p","PRO","Indef","Subst","Dat","0","Sg","Neut","0","0"
"9882","unterwerfe","VFIN.Full.1.Sg.Pres.Ind","unterwerfen-v","VFIN","Full","0","0","1","Sg","0","Pres","Ind"
"9883","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9884",".","SYM.Pun.Sent",".-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9885","–","ADJA.Pos.Acc.Sg.Neut","–-j","ADJA","Pos","0","Acc","0","Sg","Neut","0","0"
"9886","Aber","N.Reg.Acc.Sg.Neut","Aber-n","N","Reg","0","Acc","0","Sg","Neut","0","0"
"9887","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9888",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9889","wenn","CONJ.SubFin","wenn-c","CONJ","SubFin","0","0","0","0","0","0","0"
"9890","er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie-p","PRO","Pers","Subst","Nom","3","Sg","Masc","0","0"
"9891","es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie-p","PRO","Pers","Subst","Acc","3","Sg","Neut","0","0"
"9892","von","APPR","von-i","APPR","0","0","0","0","0","0","0","0"
"9893","einem","ART.Indef.Dat.Sg.Masc","eine-x","ART","Indef","0","Dat","0","Sg","Masc","0","0"
"9894","andern","ADJA.Pos.Dat.Sg.Masc","andern-j","ADJA","Pos","0","Dat","0","Sg","Masc","0","0"
"9895","erführe","VFIN.Full.3.Sg.Past.Subj","erfahren-v","VFIN","Full","0","0","3","Sg","0","Past","Subj"
"9896","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9897",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9898","daß","CONJ.SubFin","dass-c","CONJ","SubFin","0","0","0","0","0","0","0"
"9899","der","ART.Def.Nom.Sg.Masc","die-x","ART","Def","0","Nom","0","Sg","Masc","0","0"
"9900","Prinz","N.Reg.Nom.Sg.Masc","Prinz-n","N","Reg","0","Nom","0","Sg","Masc","0","0"
"9901","mich","PRO.Pers.Subst.1.Acc.Sg.*","sie-p","PRO","Pers","Subst","Acc","1","Sg","0","0","0"
"9902","heute","ADV","heute-a","ADV","0","0","0","0","0","0","0","0"
"9903","gesprochen","VPP.Full.Psp","sprechen-v","VPP","Full","Psp","0","0","0","0","0","0"
"9904","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9905","?","SYM.Pun.Sent","?-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9906","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9907","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9908","Würde","VFIN.Aux.3.Sg.Past.Subj","werden-v","VFIN","Aux","0","0","3","Sg","0","Past","Subj"
"9909","mein","PRO.Poss.Attr.Nom.Sg.Neut","meine-p","PRO","Poss","Attr","Nom","0","Sg","Neut","0","0"
"9910","Verschweigen","N.Reg.Nom.Sg.Neut","Verschweigen-n","N","Reg","0","Nom","0","Sg","Neut","0","0"
"9911","nicht","PART.Neg","nicht-x","PART","Neg","0","0","0","0","0","0","0"
"9912","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9913",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9914","früh","ADJD.Pos","früh-j","ADJD","Pos","0","0","0","0","0","0","0"
"9915","oder","CONJ.Coord","oder-c","CONJ","Coord","0","0","0","0","0","0","0"
"9916","spät","ADJD.Pos","spät-j","ADJD","Pos","0","0","0","0","0","0","0"
"9917","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9918",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9919","seine","PRO.Poss.Attr.Acc.Sg.Fem","seine-p","PRO","Poss","Attr","Acc","0","Sg","Fem","0","0"
"9920","Unruhe","N.Reg.Acc.Sg.Fem","Unruhe-n","N","Reg","0","Acc","0","Sg","Fem","0","0"
"9921","vermehren","VINF.Full","vermehren-v","VINF","Full","0","0","0","0","0","0","0"
"9922","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9923","?","SYM.Pun.Sent","?-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9924","–","CARD","[number]-m","CARD","0","0","0","0","0","0","0","0"
"9925","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie-p","PRO","Pers","Subst","Nom","1","Sg","0","0","0"
"9926","dächte","VFIN.Full.1.Sg.Past.Subj","denken-v","VFIN","Full","0","0","1","Sg","0","Past","Subj"
"9927","doch","ADV","doch-a","ADV","0","0","0","0","0","0","0","0"
"9928","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9929",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9930","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie-p","PRO","Pers","Subst","Nom","1","Sg","0","0","0"
"9931","behielte","VFIN.Full.1.Sg.Past.Subj","behalten-v","VFIN","Full","0","0","1","Sg","0","Past","Subj"
"9932","lieber","ADV","lieber-a","ADV","0","0","0","0","0","0","0","0"
"9933","vor","APPR","vor-i","APPR","0","0","0","0","0","0","0","0"
"9934","ihm","PRO.Pers.Subst.3.Dat.Sg.Masc","sie-p","PRO","Pers","Subst","Dat","3","Sg","Masc","0","0"
"9935","nichts","PRO.Indef.Subst.*.*.Neut","nichts-p","PRO","Indef","Subst","0","0","0","Neut","0","0"
"9936","auf","APPR","auf-i","APPR","0","0","0","0","0","0","0","0"
"9937","dem","ART.Def.Dat.Sg.Neut","die-x","ART","Def","0","Dat","0","Sg","Neut","0","0"
"9938","Herzen","N.Reg.Dat.Sg.Neut","Herz-n","N","Reg","0","Dat","0","Sg","Neut","0","0"
"9939","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9940",".","SYM.Pun.Sent",".-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9941","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9942","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9943","Schwachheit","N.Reg.Nom.Sg.Fem","Schwachheit-n","N","Reg","0","Nom","0","Sg","Fem","0","0"
"9944","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9945","!","SYM.Pun.Sent","!-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9946","verliebte","ADJA.Pos.Nom.Sg.Fem","verliebt-j","ADJA","Pos","0","Nom","0","Sg","Fem","0","0"
"9947","Schwachheit","N.Reg.Nom.Sg.Fem","Schwachheit-n","N","Reg","0","Nom","0","Sg","Fem","0","0"
"9948","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9949","!","SYM.Pun.Sent","!-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9950","–","ADJA.Pos.Nom.Sg.Neut","–-j","ADJA","Pos","0","Nom","0","Sg","Neut","0","0"
"9951","Nein","N.Reg.Nom.Sg.Neut","Nein-n","N","Reg","0","Nom","0","Sg","Neut","0","0"
"9952","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9953",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9954","durchaus","ADV","durchaus-a","ADV","0","0","0","0","0","0","0","0"
"9955","nicht","PART.Neg","nicht-x","PART","Neg","0","0","0","0","0","0","0"
"9956","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9957",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9958","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine-p","PRO","Poss","Attr","Nom","0","Sg","Fem","0","0"
"9959","Tochter","N.Reg.Nom.Sg.Fem","Tochter-n","N","Reg","0","Nom","0","Sg","Fem","0","0"
"9960","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9961","!","SYM.Pun.Sent","!-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9962","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9963","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9964","Sag","VIMP.Full.2.Sg","sagen-v","VIMP","Full","0","0","2","Sg","0","0","0"
"9965","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9966","'","SYM.Quot.Right","'-x","SYM","0","Right","0","0","0","0","0","0"
"9967","ihm","PRO.Pers.Subst.3.Dat.Sg.*","sie-p","PRO","Pers","Subst","Dat","3","Sg","0","0","0"
"9968","nichts","PRO.Indef.Subst.*.*.Neut","nichts-p","PRO","Indef","Subst","0","0","0","Neut","0","0"
"9969","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9970",".","SYM.Pun.Sent",".-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9971","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9972","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9973","Laß","VIMP.Full.2.Sg","lassen-v","VIMP","Full","0","0","2","Sg","0","0","0"
"9974","ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie-p","PRO","Pers","Subst","Acc","3","Sg","Masc","0","0"
"9975","nichts","PRO.Indef.Subst.*.*.Neut","nichts-p","PRO","Indef","Subst","0","0","0","Neut","0","0"
"9976","merken","VINF.Full","merken-v","VINF","Full","0","0","0","0","0","0","0"
"9977","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9978","!","SYM.Pun.Sent","!-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9979","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9980","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9981","Nun","ADV","nun-a","ADV","0","0","0","0","0","0","0","0"
"9982","ja","PART.Ans","ja-x","PART","Ans","0","0","0","0","0","0","0"
"9983","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9984",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"9985","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine-p","PRO","Poss","Attr","Nom","0","Sg","Fem","0","0"
"9986","Mutter","N.Reg.Nom.Sg.Fem","Mutter-n","N","Reg","0","Nom","0","Sg","Fem","0","0"
"9987","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9988","!","SYM.Pun.Sent","!-x","SYM","Pun","Sent","0","0","0","0","0","0"
"9989","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9990","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9991","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie-p","PRO","Pers","Subst","Nom","1","Sg","0","0","0"
"9992","habe","VFIN.Aux.1.Sg.Pres.Ind","haben-v","VFIN","Aux","0","0","1","Sg","0","Pres","Ind"
"9993","keinen","PRO.Indef.Attr.Acc.Sg.Masc","keine-p","PRO","Indef","Attr","Acc","0","Sg","Masc","0","0"
"9994","Willen","N.Reg.Acc.Sg.Masc","Wille-n","N","Reg","0","Acc","0","Sg","Masc","0","0"
"9995","gegen","APPR","gegen-i","APPR","0","0","0","0","0","0","0","0"
"9996","den","ART.Def.Acc.Sg.Masc","die-x","ART","Def","0","Acc","0","Sg","Masc","0","0"
"9997","Ihrigen","PRO.Poss.Subst.Acc.Sg.Masc","ihrige-p","PRO","Poss","Subst","Acc","0","Sg","Masc","0","0"
"9998","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"9999",".","SYM.Pun.Sent",".-x","SYM","Pun","Sent","0","0","0","0","0","0"
"10000","–","N.Reg.Nom.Sg.Masc","–-n","N","Reg","0","Nom","0","Sg","Masc","0","0"
"10001","Aha","ITJ","aha-x","ITJ","0","0","0","0","0","0","0","0"
"10002","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10003","!","SYM.Pun.Sent","!-x","SYM","Pun","Sent","0","0","0","0","0","0"
"10004","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10005","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10006","Auch","ADV","auch-a","ADV","0","0","0","0","0","0","0","0"
"10007","wird","VFIN.Aux.3.Sg.Pres.Ind","werden-v","VFIN","Aux","0","0","3","Sg","0","Pres","Ind"
"10008","mir","PRO.Pers.Subst.1.Dat.Sg.*","sie-p","PRO","Pers","Subst","Dat","1","Sg","0","0","0"
"10009","wieder","ADV","wieder-a","ADV","0","0","0","0","0","0","0","0"
"10010","ganz","ADV","ganz-a","ADV","0","0","0","0","0","0","0","0"
"10011","leicht","ADJD.Pos","leicht-j","ADJD","Pos","0","0","0","0","0","0","0"
"10012","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10013",".","SYM.Pun.Sent",".-x","SYM","Pun","Sent","0","0","0","0","0","0"
"10014","–","CARD","[number]-m","CARD","0","0","0","0","0","0","0","0"
"10015","Was","PRO.Inter.Subst.Nom.Sg.Neut","was-p","PRO","Inter","Subst","Nom","0","Sg","Neut","0","0"
"10016","für","APPR","für-i","APPR","0","0","0","0","0","0","0","0"
"10017","ein","ART.Indef.Acc.Sg.Neut","eine-x","ART","Indef","0","Acc","0","Sg","Neut","0","0"
"10018","albernes","ADJA.Pos.Acc.Sg.Neut","albern-j","ADJA","Pos","0","Acc","0","Sg","Neut","0","0"
"10019","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10020",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"10021","furchtsames","ADJA.Pos.Acc.Sg.Neut","furchtsam-j","ADJA","Pos","0","Acc","0","Sg","Neut","0","0"
"10022","Ding","N.Reg.Acc.Sg.Neut","Ding-n","N","Reg","0","Acc","0","Sg","Neut","0","0"
"10023","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie-p","PRO","Pers","Subst","Nom","1","Sg","0","0","0"
"10024","bin","VFIN.Aux.1.Sg.Pres.Ind","sein-v","VFIN","Aux","0","0","1","Sg","0","Pres","Ind"
"10025","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10026","!","SYM.Pun.Sent","!-x","SYM","Pun","Sent","0","0","0","0","0","0"
"10027","–","N.Reg.Acc.Sg.Neut","–-n","N","Reg","0","Acc","0","Sg","Neut","0","0"
"10028","Nicht","PART.Neg","nicht-x","PART","Neg","0","0","0","0","0","0","0"
"10029","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10030",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"10031","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine-p","PRO","Poss","Attr","Nom","0","Sg","Fem","0","0"
"10032","Mutter","N.Reg.Nom.Sg.Fem","Mutter-n","N","Reg","0","Nom","0","Sg","Fem","0","0"
"10033","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10034","?","SYM.Pun.Sent","?-x","SYM","Pun","Sent","0","0","0","0","0","0"
"10035","–","CARD","[number]-m","CARD","0","0","0","0","0","0","0","0"
"10036","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie-p","PRO","Pers","Subst","Nom","1","Sg","0","0","0"
"10037","hätte","VFIN.Aux.1.Sg.Past.Subj","haben-v","VFIN","Aux","0","0","1","Sg","0","Past","Subj"
"10038","mich","PRO.Refl.Subst.1.Acc.Sg.*","sie-p","PRO","Refl","Subst","Acc","1","Sg","0","0","0"
"10039","noch","ADV","noch-a","ADV","0","0","0","0","0","0","0","0"
"10040","wohl","ADV","wohl-a","ADV","0","0","0","0","0","0","0","0"
"10041","anders","ADV","anders-a","ADV","0","0","0","0","0","0","0","0"
"10042","dabei","PROADV.Dem","dabei-x","PROADV","Dem","0","0","0","0","0","0","0"
"10043","nehmen","VINF.Full","nehmen-v","VINF","Full","0","0","0","0","0","0","0"
"10044","können","VINF.Mod","können-v","VINF","Mod","0","0","0","0","0","0","0"
"10045","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10046",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"10047","und","CONJ.Coord","und-c","CONJ","Coord","0","0","0","0","0","0","0"
"10048","würde","VFIN.Aux.3.Sg.Past.Subj","werden-v","VFIN","Aux","0","0","3","Sg","0","Past","Subj"
"10049","mir","PRO.Pers.Subst.1.Dat.Sg.*","sie-p","PRO","Pers","Subst","Dat","1","Sg","0","0","0"
"10050","eben","ADV","eben-a","ADV","0","0","0","0","0","0","0","0"
"10051","so","ADV","so-a","ADV","0","0","0","0","0","0","0","0"
"10052","wenig","PRO.Indef.Subst.*.*.*","wenig-p","PRO","Indef","Subst","0","0","0","0","0","0"
"10053","vergeben","VPP.Full.Psp","vergeben-v","VPP","Full","Psp","0","0","0","0","0","0"
"10054","haben","VFIN.Aux.3.Pl.Pres.Ind","haben-v","VFIN","Aux","0","0","3","Pl","0","Pres","Ind"
"10055","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10056",".","SYM.Pun.Sent",".-x","SYM","Pun","Sent","0","0","0","0","0","0"
"10057","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10058","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10059","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie-p","PRO","Pers","Subst","Nom","1","Sg","0","0","0"
"10060","wollte","VFIN.Mod.1.Sg.Past.Ind","wollen-v","VFIN","Mod","0","0","1","Sg","0","Past","Ind"
"10061","dir","PRO.Pers.Subst.2.Dat.Sg.*","sie-p","PRO","Pers","Subst","Dat","2","Sg","0","0","0"
"10062","das","PRO.Dem.Subst.Acc.Sg.Neut","die-p","PRO","Dem","Subst","Acc","0","Sg","Neut","0","0"
"10063","nicht","PART.Neg","nicht-x","PART","Neg","0","0","0","0","0","0","0"
"10064","sagen","VINF.Full","sagen-v","VINF","Full","0","0","0","0","0","0","0"
"10065","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10066",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"10067","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine-p","PRO","Poss","Attr","Nom","0","Sg","Fem","0","0"
"10068","Tochter","N.Reg.Nom.Sg.Fem","Tochter-n","N","Reg","0","Nom","0","Sg","Fem","0","0"
"10069","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10070",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"10071","bevor","CONJ.SubFin","bevor-c","CONJ","SubFin","0","0","0","0","0","0","0"
"10072","dir","PRO.Pers.Subst.2.Dat.Sg.*","sie-p","PRO","Pers","Subst","Dat","2","Sg","0","0","0"
"10073","es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie-p","PRO","Pers","Subst","Nom","3","Sg","Neut","0","0"
"10074","dein","PRO.Poss.Attr.Nom.Sg.Masc","deine-p","PRO","Poss","Attr","Nom","0","Sg","Masc","0","0"
"10075","eigner","ADJA.Pos.Nom.Sg.Masc","eign-j","ADJA","Pos","0","Nom","0","Sg","Masc","0","0"
"10076","gesunder","ADJA.Pos.Nom.Sg.Masc","gesund-j","ADJA","Pos","0","Nom","0","Sg","Masc","0","0"
"10077","Verstand","N.Reg.Nom.Sg.Masc","Verstand-n","N","Reg","0","Nom","0","Sg","Masc","0","0"
"10078","sagte","VFIN.Full.3.Sg.Past.Ind","sagen-v","VFIN","Full","0","0","3","Sg","0","Past","Ind"
"10079","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10080",".","SYM.Pun.Sent",".-x","SYM","Pun","Sent","0","0","0","0","0","0"
"10081","</s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10082","<s>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10083","Und","CONJ.Coord","und-c","CONJ","Coord","0","0","0","0","0","0","0"
"10084","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie-p","PRO","Pers","Subst","Nom","1","Sg","0","0","0"
"10085","wußte","VFIN.Full.1.Sg.Past.Ind","wissen-v","VFIN","Full","0","0","1","Sg","0","Past","Ind"
"10086","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10087",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"10088","er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie-p","PRO","Pers","Subst","Nom","3","Sg","Masc","0","0"
"10089","würde","VFIN.Aux.1.Sg.Past.Subj","werden-v","VFIN","Aux","0","0","1","Sg","0","Past","Subj"
"10090","dir","PRO.Pers.Subst.2.Dat.Sg.*","sie-p","PRO","Pers","Subst","Dat","2","Sg","0","0","0"
"10091","es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie-p","PRO","Pers","Subst","Nom","3","Sg","Neut","0","0"
"10092","sagen","VINF.Full","sagen-v","VINF","Full","0","0","0","0","0","0","0"
"10093","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10094",",","SYM.Pun.Comma",",-x","SYM","Pun","Comma","0","0","0","0","0","0"
"10095","sobald","CONJ.SubFin","sobald-c","CONJ","SubFin","0","0","0","0","0","0","0"
"10096","du","PRO.Pers.Subst.2.Nom.Sg.*","sie-p","PRO","Pers","Subst","Nom","2","Sg","0","0","0"
"10097","wieder","ADV","wieder-a","ADV","0","0","0","0","0","0","0","0"
"10098","zu","APPR","zu-i","APPR","0","0","0","0","0","0","0","0"
"10099","dir","PRO.Pers.Subst.2.Dat.Sg.*","sie-p","PRO","Pers","Subst","Dat","2","Sg","0","0","0"
"10100","selbst","ADV","selbst-a","ADV","0","0","0","0","0","0","0","0"
"10101","gekommen","VPP.Full.Psp","kommen-v","VPP","Full","Psp","0","0","0","0","0","0"
"10102","<g/>",NA,NA,NA,"0","0","0","0","0","0","0","0"
"10103",".","SYM.Pun.Sent",".-x","SYM","Pun","Sent","0","0","0","0","0","0"
"10104","–","N.Reg.Nom.Sg.Masc","–-n","N","Reg","0","Nom","0","Sg","Masc","0","0"
