"174,""Da"",""sah"",""sah"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"175,""Ist"",""ein"",""ein"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"176,""Wo"",""er"",""er"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"177,""Sich"",""ausser"",""ausser"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"178,""Ein"",""Held?"",""Held?"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"179,""O"",""Vaterland!"",""Vaterland!"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"180,""Ein"",""so"",""so"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"181,""[113]"",""Von"",""Von"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"182,""Das"",""grosse"",""grosse"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"183,""Und"",""Trost,"",""Trost,"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"184,""Was"",""bin"",""bin"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"185,""Sein"",""Untergang,"",""Untergang,"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"186,""Darf"",""ich"",""ich"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"187,""Mich"",""sehn,"",""sehn,"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"188,""Verachte"",""mich!"",""mich!"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"189,""Dein"",""Auge"",""Auge"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"190,""Strato."",""N.Name.Nom.Sg.*"",""N"",""Name"",NA,""Nom"",NA,""Sg"",NA,NA,NA";;;;
"191,""Länger"",""kann"",""kann"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"192,""Nicht"",""ausstehn!"",""ausstehn!"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"193,""Philotas."",""N.Name.Nom.Sg.*"",""N"",""Name"",NA,""Nom"",NA,""Sg"",NA,NA,NA";;;;
"194,""Du"",""würdigst"",""würdigst"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"195,""Mit"",""ihm"",""ihm"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
"196,""Sein"",""Unglück"",""Unglück"",NA,NA,NA,NA,NA,NA,NA,NA";;;;
