"","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"25995","auch","ADV","auch","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"25996","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"25997","–","TRUNC.Noun","–","TRUNC","Noun",NA,NA,NA,NA,NA,NA,NA
"25998","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"25999","dich","PRO.Pers.Subst.2.Acc.Sg.*","sie","PRO","Pers","Subst","Acc","2","Sg",NA,NA,NA
"26000","bitten","VINF.Full","bitten","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"26001","–","FM","–","FM",NA,NA,NA,NA,NA,NA,NA,NA
"26002","Was","PRO.Inter.Subst.Acc.Sg.Neut","was","PRO","Inter","Subst","Acc",NA,"Sg","Neut",NA,NA
"26003","willst","VFIN.Mod.2.Sg.Pres.Ind","wollen","VFIN","Mod",NA,NA,"2","Sg",NA,"Pres","Ind"
"26004","du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"26005","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26006","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26007","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26008","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26009","Bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"1","Sg",NA,"Pres","Ind"
"26010","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"26011","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"26012","ruhig","ADJD.Pos","ruhig","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"26013","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26014","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26015","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26016","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26017","Kann","VFIN.Mod.3.Sg.Pres.Ind","können","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"26018","man","PRO.Indef.Subst.Nom.Sg.*","man","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"26019","ruhiger","ADJD.Comp","ruhig","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"26020","sein","VINF.Aux","sein","VINF","Aux",NA,NA,NA,NA,NA,NA,NA
"26021","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26022",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26023","als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"26024","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"26025","bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"1","Sg",NA,"Pres","Ind"
"26026","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26027","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26028","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"26029","Weiß","VFIN.Full.3.Sg.Pres.Ind","wissen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"26030","es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"26031","Emilia","N.Name.Nom.Sg.Fem","Emilia","N","Name",NA,"Nom",NA,"Sg","Fem",NA,NA
"26032","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26033",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26034","daß","CONJ.SubFin","dass","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"26035","Appiani","N.Name.Nom.Sg.*","Appiani","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"26036","tot","ADJD.Pos","tot","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"26037","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"26038","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26039","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26040","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26041","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26042","Wissen","VINF.Full","wissen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"26043","kann","VFIN.Mod.3.Sg.Pres.Ind","können","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"26044","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"26045","es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie","PRO","Pers","Subst","Acc","3","Sg","Neut",NA,NA
"26046","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"26047","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26048",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26049","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26050","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26051","Aber","CONJ.Coord","aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"26052","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"26053","fürchte","VFIN.Full.1.Sg.Pres.Ind","fürchten","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"26054","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26055",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26056","daß","CONJ.SubFin","dass","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"26057","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"26058","es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie","PRO","Pers","Subst","Acc","3","Sg","Neut",NA,NA
"26059","argwohnet","VFIN.Full.3.Sg.Pres.Ind","argwohnet","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"26060","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26061",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26062","weil","CONJ.SubFin","weil","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"26063","er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"26064","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"26065","erscheinet","VFIN.Full.2.Pl.Pres.Subj","erscheinen","VFIN","Full",NA,NA,"2","Pl",NA,"Pres","Subj"
"26066","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26067",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26068","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"26069","Und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"26070","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"26071","jammert","VFIN.Full.3.Sg.Pres.Ind","jammern","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"26072","und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"26073","winselt","VFIN.Full.3.Sg.Pres.Ind","winseln","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"26074","–","N.Reg.Acc.Sg.Neut","–","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"26075","Nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"26076","mehr","ADV","mehr","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"26077","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26078",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26079","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"26080","Das","PRO.Dem.Subst.Nom.Sg.Neut","die","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"26081","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"26082","vorbei","ADV","vorbei","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"26083","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26084",":","SYM.Pun.Colon",":","SYM","Pun",NA,NA,NA,NA,NA,NA,NA
"26085","nach","APPR","nach","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26086","Ihrer","PRO.Poss.Attr.Dat.Sg.Fem","ihre","PRO","Poss","Attr","Dat",NA,"Sg","Fem",NA,NA
"26087","Art","N.Reg.Dat.Sg.Fem","Art","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"26088","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26089",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26090","die","PRO.Rel.Subst.Acc.Sg.Fem","die","PRO","Rel","Subst","Acc",NA,"Sg","Fem",NA,NA
"26091","du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"26092","kennest","VFIN.Full.2.Sg.Pres.Subj","kennen","VFIN","Full",NA,NA,"2","Sg",NA,"Pres","Subj"
"26093","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26094",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26095","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26096","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26097","Sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"26098","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"26099","die","ART.Def.Nom.Sg.Fem","die","ART","Def",NA,"Nom",NA,"Sg","Fem",NA,NA
"26100","Furchtsamste","ADJA.Sup.Nom.Sg.Fem","Furchtsamst","ADJA","Sup",NA,"Nom",NA,"Sg","Fem",NA,NA
"26101","und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"26102","Entschlossenste","ADJA.Sup.Nom.Sg.Fem","entschlossen","ADJA","Sup",NA,"Nom",NA,"Sg","Fem",NA,NA
"26103","unsers","PRO.Poss.Subst.Nom.Sg.Neut","unsre","PRO","Poss","Subst","Nom",NA,"Sg","Neut",NA,NA
"26104","Geschlechts","N.Reg.Gen.Sg.Neut","Geschlecht","N","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"26105","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26106",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26107","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26108","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26109","Ihrer","PRO.Poss.Attr.Gen.Pl.Masc","ihre","PRO","Gen","Attr","Gen",NA,"Pl","Masc",NA,NA
"26110","ersten","ADJA.Pos.Nom.Pl.Masc","erst","ADJA","Pos",NA,"Nom",NA,"Pl","Masc",NA,NA
"26111","Eindrücke","N.Reg.Nom.Pl.Masc","Eindruck","N","Reg",NA,"Nom",NA,"Pl","Masc",NA,NA
"26112","nie","ADV","nie","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"26113","mächtig","ADJD.Pos","mächtig","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"26114","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26115",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26116","aber","CONJ.Coord","aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"26117","nach","APPR","nach","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26118","der","ART.Def.Dat.Sg.Fem","die","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"26119","geringsten","ADJA.Sup.Dat.Sg.Fem","gering","ADJA","Sup",NA,"Dat",NA,"Sg","Fem",NA,NA
"26120","Überlegung","N.Reg.Dat.Sg.Fem","Überlegung","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"26121","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26122",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26123","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26124","alles","PRO.Indef.Subst.Acc.Sg.Neut","alle","PRO","Indef","Subst","Acc",NA,"Sg","Neut",NA,NA
"26125","sich","PRO.Refl.Subst.3.Acc.Sg.*","sie","PRO","Refl","Subst","Acc","3","Sg",NA,NA,NA
"26126","findend","ADJD.Pos","findend","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"26127","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26128",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26129","auf","APPR","auf","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26130","alles","PRO.Indef.Subst.Acc.Sg.Neut","alle","PRO","Indef","Subst","Acc",NA,"Sg","Neut",NA,NA
"26131","gefaßt","VPP.Full.Psp","fassen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"26132","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26133",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26134","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26135","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26136","Sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"26137","hält","VFIN.Full.3.Sg.Pres.Ind","halten","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"26138","den","ART.Def.Acc.Sg.Masc","die","ART","Def",NA,"Acc",NA,"Sg","Masc",NA,NA
"26139","Prinzen","N.Reg.Acc.Sg.Masc","Prinz","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"26140","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26141","einer","ART.Indef.Dat.Sg.Fem","eine","ART","Indef",NA,"Dat",NA,"Sg","Fem",NA,NA
"26142","Entfernung","N.Reg.Dat.Sg.Fem","Entfernung","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"26143","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26144",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26145","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"26146","spricht","VFIN.Full.3.Sg.Pres.Ind","sprechen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"26147","mit","APPR","mit","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26148","ihm","PRO.Pers.Subst.3.Dat.Sg.Masc","sie","PRO","Pers","Subst","Dat","3","Sg","Masc",NA,NA
"26149","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26150","einem","ART.Indef.Dat.Sg.Masc","eine","ART","Indef",NA,"Dat",NA,"Sg","Masc",NA,NA
"26151","Tone","N.Reg.Dat.Sg.Masc","Ton","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"26152","–","N.Name.Nom.Sg.*","–","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"26153","Mache","VFIN.Full.3.Sg.Pres.Subj","machen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Subj"
"26154","nur","ADV","nur","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"26155","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26156",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26157","Odoardo","N.Name.Nom.Sg.Masc","Odoardo","N","Name",NA,"Nom",NA,"Sg","Masc",NA,NA
"26158","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26159",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26160","daß","CONJ.SubFin","dass","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"26161","wir","PRO.Pers.Subst.1.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","1","Pl",NA,NA,NA
"26162","wegkommen","VFIN.Full.1.Pl.Pres.Ind","wegkommen","VFIN","Full",NA,NA,"1","Pl",NA,"Pres","Ind"
"26163","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26164",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26165","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26166","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26167","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"26168","bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"1","Sg",NA,"Pres","Ind"
"26169","zu","APPR","zu","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26170","Pferde","N.Reg.Dat.Sg.Neut","Pferd","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"26171","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26172",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26173","–","N.Reg.Dat.Sg.Neut","–","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"26174","Was","PRO.Inter.Subst.Acc.Sg.Neut","was","PRO","Inter","Subst","Acc",NA,"Sg","Neut",NA,NA
"26175","zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"26176","tun","VINF.Full","tun","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"26177","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26178","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26179","–","N.Reg.Nom.Sg.Masc","–","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"26180","Doch","ADV","doch","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"26181","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26182",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26183","Madame","FM","Madame","FM",NA,NA,NA,NA,NA,NA,NA,NA
"26184","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26185",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26186","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"26187","fahren","VFIN.Full.3.Pl.Pres.Ind","fahren","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"26188","ja","ADV","ja","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"26189","nach","APPR","nach","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26190","der","ART.Def.Dat.Sg.Fem","die","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"26191","Stadt","N.Reg.Dat.Sg.Fem","Stadt","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"26192","zurück","PART.Verb","zurück","PART","Verb",NA,NA,NA,NA,NA,NA,NA
"26193","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26194","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26195","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26196","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26197","Nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"26198","anders","ADV","anders","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"26199","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26200",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26201","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26202","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26203","Hätten","VFIN.Aux.3.Pl.Past.Subj","haben","VFIN","Aux",NA,NA,"3","Pl",NA,"Past","Subj"
"26204","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"26205","wohl","ADV","wohl","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"26206","die","ART.Def.Acc.Sg.Fem","die","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"26207","Gewogenheit","N.Reg.Acc.Sg.Fem","Gewogenheit","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"26208","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26209",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26210","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"26211","Frau","N.Reg.Nom.Sg.Fem","Frau","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"26212","mit","APPR","mit","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26213","sich","PRO.Refl.Subst.3.Dat.Sg.*","sie","PRO","Refl","Subst","Dat","3","Sg",NA,NA,NA
"26214","zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"26215","nehmen","VINF.Full","nehmen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"26216","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26217","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26218","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26219","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26220","Warum","PROADV.Inter","warum","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"26221","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"26222","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26223","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26224","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26225","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26226","Sehr","ADV","sehr","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"26227","gern","ADV","gern","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"26228","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26229",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26230","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26231","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26232","Claudia","N.Name.Nom.Sg.Fem","Claudia","N","Name",NA,"Nom",NA,"Sg","Fem",NA,NA
"26233","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26234",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26235","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"26236","Die","ART.Def.Nom.Sg.Fem","die","ART","Def",NA,"Nom",NA,"Sg","Fem",NA,NA
"26237","Gräfin","N.Reg.Nom.Sg.Fem","Gräfin","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"26238","Orsina","N.Name.Nom.Sg.Fem","Orsina","N","Name",NA,"Nom",NA,"Sg","Fem",NA,NA
"26239","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26240",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26241","eine","ART.Indef.Nom.Sg.Fem","eine","ART","Indef",NA,"Nom",NA,"Sg","Fem",NA,NA
"26242","Dame","N.Reg.Nom.Sg.Fem","Dame","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"26243","von","APPR","von","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"26244","großem","ADJA.Pos.Dat.Sg.Masc","groß","ADJA","Pos",NA,"Dat",NA,"Sg","Masc",NA,NA
"26245","Verstande","N.Reg.Dat.Sg.Masc","Verstand","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"26246","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26247",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26248","meine","PRO.Poss.Attr.Acc.Sg.Fem","meine","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"26249","Freundin","N.Reg.Acc.Sg.Fem","Freundin","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"26250","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26251",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"26252","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"26253","Wohltäterin","N.Reg.Nom.Sg.Fem","Wohltäterin","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"26254","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26255",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"26256","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"26257","Du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"26258","mußt","VFIN.Mod.2.Sg.Pres.Ind","müssen","VFIN","Mod",NA,NA,"2","Sg",NA,"Pres","Ind"
