"","token","tag","pos","category","funct","case","pers","num","gender","tense","mode"
"1495","seine","PRO.Poss.Attr.-.Acc.Sg.Fem","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"1496","Wunde","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"1497","wieder","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1498","aufgerissen","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1499","haben","VINF.Haben.-","VINF",NA,NA,NA,NA,NA,NA,NA,NA
"1500",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1501","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"1502","als","CONJ.Comp.-","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"1503","man","PRO.Indef.Subst.-.Nom.Sg.*","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"1504","sie","PRO.Pers.Subst.3.Acc.Pl.*","PRO","Pers","Subst","Acc","3","Pl",NA,NA,NA
"1505","wieder","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1506","verbunden","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1507",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1508","wieder","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1509","aufgerissen","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1510","haben","VINF.Haben.-","VINF",NA,NA,NA,NA,NA,NA,NA,NA
"1511",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1512","Man","PRO.Indef.Subst.-.Nom.Sg.*","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"1513","vermeldt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"1514",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1515","daß","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"1516","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"1517","sie","PRO.Pers.Subst.3.Acc.Sg.Fem","PRO","Pers","Subst","Acc","3","Sg","Fem",NA,NA
"1518","tödtlich","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1519","gemacht","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1520","habe","VFIN.Haben.3.Sg.Pres.Subj","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Subj"
"1521",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1522","[","SYM.Paren.Left","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"1523","20","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"1524","]","SYM.Paren.Right","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"1525","Polemon","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"1526",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1527","Welche","PRO.Rel.Subst.-.Acc.Sg.Fem","PRO","Rel","Subst","Acc",NA,"Sg","Fem",NA,NA
"1528","Raserey","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"1529","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1530","Ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1531","wußte","VFIN.Full.1.Sg.Past.Ind","VFIN","Full",NA,NA,"1","Sg",NA,"Past","Ind"
"1532","wol","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1533",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1534","daß","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"1535","ein","ART.Indef.Nom.Sg.Neut","ART","Indef",NA,"Nom",NA,"Sg","Neut",NA,NA
"1536","wildes","ADJA.Pos.Nom.Sg.Neut","ADJA","Pos",NA,"Nom",NA,"Sg","Neut",NA,NA
"1537",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1538","ungeordnetes","ADJA.Pos.Nom.Sg.Neut","ADJA","Pos",NA,"Nom",NA,"Sg","Neut",NA,NA
"1539","Feuer","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"1540","in","APPR.In","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"1541","seinen","PRO.Poss.Attr.-.Dat.Pl.Fem","PRO","Poss","Attr","Dat",NA,"Pl","Fem",NA,NA
"1542","Adern","N.Reg.Dat.Pl.Fem","N","Reg",NA,"Dat",NA,"Pl","Fem",NA,NA
"1543","tobete","VFIN.Full.3.Sg.Past.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"1544",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1545","aber","CONJ.Coord.Aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"1546","dergleichen","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1547","Wuth","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1548","hielte","VFIN.Full.1.Sg.Past.Subj","VFIN","Full",NA,NA,"1","Sg",NA,"Past","Subj"
"1549","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1550","ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","PRO","Pers","Subst","Acc","3","Sg","Masc",NA,NA
"1551","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"1552","für","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"1553","fähig","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1554",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1555","O","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"1556","Himmel","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1557","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1558","wenn","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"1559","das","PRO.Dem.Subst.-.Nom.Sg.Neut","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"1560","wäre","VFIN.Sein.3.Sg.Past.Subj","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Subj"
"1561",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1562","so","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1563","müßte","VFIN.Mod.3.Sg.Past.Subj","VFIN","Mod",NA,NA,"3","Sg",NA,"Past","Subj"
"1564","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1565","glauben","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1566",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1567","daß","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"1568","die","ART.Def.Nom.Pl.Masc","ART","Def",NA,"Nom",NA,"Pl","Masc",NA,NA
"1569","Götter","N.Reg.Nom.Pl.Masc","N","Reg",NA,"Nom",NA,"Pl","Masc",NA,NA
"1570","es","PRO.Pers.Subst.3.Acc.Sg.Neut","PRO","Pers","Subst","Acc","3","Sg","Neut",NA,NA
"1571","mit","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"1572","meinem","PRO.Poss.Attr.-.Dat.Sg.Neut","PRO","Poss","Attr","Dat",NA,"Sg","Neut",NA,NA
"1573","Reiche","N.Reg.Dat.Sg.Neut","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"1574","gütig","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1575","meynten","VFIN.Full.3.Pl.Past.Ind","VFIN","Full",NA,NA,"3","Pl",NA,"Past","Ind"
"1576",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1577","wenn","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"1578","sie","PRO.Pers.Subst.3.Nom.Pl.*","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"1579","die","ART.Def.Acc.Sg.Fem","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"1580","Sorge","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"1581","für","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"1582","seine","PRO.Poss.Attr.-.Acc.Sg.Fem","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"1583","Glükseligkeit","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"1584","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"1585","der","ART.Def.Gen.Sg.Fem","ART","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"1586","Macht","N.Reg.Gen.Sg.Fem","N","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"1587","dieses","PRO.Dem.Attr.-.Gen.Sg.Neut","PRO","Gen","Attr","Gen",NA,"Sg","Neut",NA,NA
"1588","Unsinnigen","N.Reg.Gen.Sg.Neut","N","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"1589","vertrauten","VFIN.Full.3.Pl.Past.Ind","VFIN","Full",NA,NA,"3","Pl",NA,"Past","Ind"
"1590",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1591","Aristodem","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"1592",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1593","Mein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"1594","Herr","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1595",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1596","haben","VFIN.Haben.1.Pl.Pres.Ind","VFIN",NA,NA,NA,"1","Pl",NA,"Pres","Ind"
"1597","wir","PRO.Pers.Subst.1.Nom.Pl.*","PRO","Pers","Subst","Nom","1","Pl",NA,NA,NA
"1598","Polytimeten","N.Reg.Dat.Pl.*","N","Reg",NA,"Dat",NA,"Pl",NA,NA,NA
"1599","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"1600","zu","PART.Deg","PART","Deg",NA,NA,NA,NA,NA,NA,NA
"1601","eilfertig","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1602","zurükgeschikt","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1603","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1604","Wenn","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"1605","unser","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"1606","Prinz","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1607","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"1608","mehr","PRO.Indef.Subst.-.*.*.*","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"1609","wäre","VFIN.Sein.3.Sg.Past.Subj","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Subj"
"1610",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1611","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"1612","Polytimet","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"1613","[","SYM.Paren.Left","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"1614","21","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"1615","]","SYM.Paren.Right","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"1616","wäre","VFIN.Sein.3.Sg.Past.Subj","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Subj"
"1617","unser","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"1618","Gefangener","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1619",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1620","so","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1621","hätte","VFIN.Haben.3.Sg.Past.Subj","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Subj"
"1622","das","ART.Def.Nom.Sg.Neut","ART","Def",NA,"Nom",NA,"Sg","Neut",NA,NA
"1623","Glük","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"1624","sich","PRO.Refl.Subst.3.Acc.Pl.*","PRO","Refl","Subst","Acc","3","Pl",NA,NA,NA
"1625","erkläret","VFIN.Full.2.Pl.Pres.Subj","VFIN","Full",NA,NA,"2","Pl",NA,"Pres","Subj"
"1626",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1627","für","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"1628","wen","PRO.Inter.Subst.-.Acc.Sg.Masc","PRO","Inter","Subst","Acc",NA,"Sg","Masc",NA,NA
"1629","es","PRO.Pers.Subst.3.Nom.Sg.Neut","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"1630","sich","PRO.Refl.Subst.3.Acc.Sg.*","PRO","Refl","Subst","Acc","3","Sg",NA,NA,NA
"1631","erklären","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1632","sollte","VFIN.Mod.3.Sg.Past.Ind","VFIN","Mod",NA,NA,"3","Sg",NA,"Past","Ind"
"1633",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1634","Dein","PRO.Poss.Attr.-.Acc.Sg.Neut","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"1635","Recht","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"1636","triumphierte","VFIN.Full.3.Sg.Past.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"1637",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1638","du","PRO.Pers.Subst.2.Nom.Sg.*","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"1639","könntest","VFIN.Mod.2.Sg.Past.Subj","VFIN","Mod",NA,NA,"2","Sg",NA,"Past","Subj"
"1640","dir","PRO.Pers.Subst.2.Dat.Sg.*","PRO","Pers","Subst","Dat","2","Sg",NA,NA,NA
"1641","dann","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1642","für","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"1643","seine","PRO.Poss.Attr.-.Acc.Sg.Fem","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"1644","Auslösung","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"1645","alles","PRO.Indef.Subst.-.Acc.Sg.Neut","PRO","Indef","Subst","Acc",NA,"Sg","Neut",NA,NA
"1646","bedingen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1647",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1648","Polemon","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"1649",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1650","Wie","PROADV.Inter","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"1651","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1652","Aristodem","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"1653","schämt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"1654","sich","PRO.Refl.Subst.3.Acc.Sg.*","PRO","Refl","Subst","Acc","3","Sg",NA,NA,NA
"1655","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"1656","dem","ART.Def.Dat.Sg.Masc","ART","Def",NA,"Dat",NA,"Sg","Masc",NA,NA
"1657","niederträchtigsten","ADJA.Sup.Dat.Sg.Masc","ADJA","Sup",NA,"Dat",NA,"Sg","Masc",NA,NA
"1658","Gedanken","N.Reg.Dat.Sg.Masc","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"1659","nachzuhängen","VINF.Full.zu","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1660",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1661","Ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1662","sollte","VFIN.Mod.1.Sg.Past.Subj","VFIN","Mod",NA,NA,"1","Sg",NA,"Past","Subj"
"1663","Aridäus","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1664","durch","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"1665","die","ART.Def.Acc.Sg.Fem","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"1666","Handlung","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"1667","eines","ART.Indef.Gen.Sg.Masc","ART","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"1668","Jünglings","N.Reg.Gen.Sg.Masc","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"1669","besiegen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1670",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1671","der","PRO.Rel.Subst.-.Nom.Sg.Masc","PRO","Rel","Subst","Nom",NA,"Sg","Masc",NA,NA
"1672","im","APPRART.Dat.Sg.Masc","APPRART",NA,NA,"Dat",NA,"Sg","Masc",NA,NA
"1673","Kopf","N.Reg.Dat.Sg.Masc","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"1674","verrükt","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1675","war","VFIN.Sein.3.Sg.Past.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Ind"
"1676",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1677","der","PRO.Rel.Subst.-.Nom.Sg.Masc","PRO","Rel","Subst","Nom",NA,"Sg","Masc",NA,NA
"1678","vielleicht","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1679","in","APPR.In","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"1680","einem","ART.Indef.Dat.Sg.Neut","ART","Indef",NA,"Dat",NA,"Sg","Neut",NA,NA
"1681","Wundfieber","N.Reg.Dat.Sg.Neut","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"1682","rasete","VFIN.Full.3.Sg.Past.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"1683",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1684","einem","ART.Indef.Dat.Sg.Masc","ART","Indef",NA,"Dat",NA,"Sg","Masc",NA,NA
"1685","Wahnsinn","N.Reg.Dat.Sg.Masc","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"1686","sollte","VFIN.Mod.1.Sg.Past.Subj","VFIN","Mod",NA,NA,"1","Sg",NA,"Past","Subj"
"1687","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1688","seine","PRO.Poss.Attr.-.Acc.Sg.Fem","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"1689","Niederlage","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"1690","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"1691","meinen","PRO.Poss.Attr.-.Acc.Sg.Masc","PRO","Poss","Attr","Acc",NA,"Sg","Masc",NA,NA
"1692","Sieg","N.Reg.Acc.Sg.Masc","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"1693","schuldig","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1694","werden","VINF.Aux.-","VINF","Aux",NA,NA,NA,NA,NA,NA,NA
"1695","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1696","Seine","PRO.Poss.Attr.-.Nom.Sg.Fem","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"1697","Niederlage","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"1698","würde","VFIN.Aux.3.Sg.Past.Subj","VFIN","Aux",NA,NA,"3","Sg",NA,"Past","Subj"
"1699","[","SYM.Paren.Left","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"1700","22","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"1701","]","SYM.Paren.Right","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"1702","preiswürdiger","ADJA.Pos.Gen.Pl.Fem","ADJA","Gen",NA,"Gen",NA,"Pl","Fem",NA,NA
"1703","als","CONJ.Comp.-","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"1704","mein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"1705","Sieg","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1706","seyn","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1707",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1708","Kein","PRO.Indef.Attr.-.Nom.Sg.Neut","PRO","Indef","Attr","Nom",NA,"Sg","Neut",NA,NA
"1709","Wort","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"1710","mehr","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1711","hievon","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1712",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1713","Aber","CONJ.Coord.Aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"1714","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"1715",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1716","der","PRO.Rel.Subst.-.Nom.Sg.Masc","PRO","Rel","Subst","Nom",NA,"Sg","Masc",NA,NA
"1717","dort","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1718","kömmt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"1719",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1720","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"1721","der","ART.Def.Nom.Sg.Masc","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"1722","Hauptmann","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1723","Parmenio","N.Name.Nom.Sg.Masc","N","Name",NA,"Nom",NA,"Sg","Masc",NA,NA
"1724",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1725","der","PRO.Rel.Subst.-.Nom.Sg.Masc","PRO","Rel","Subst","Nom",NA,"Sg","Masc",NA,NA
"1726","mit","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"1727","Philotas","N.Name.Dat.Sg.*","N","Name",NA,"Dat",NA,"Sg",NA,NA,NA
"1728","gefangen","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1729","worden","VPP.Aux.Psp","VPP","Aux","Psp",NA,NA,NA,NA,NA,NA
"1730","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1731","Wir","PRO.Pers.Subst.1.Nom.Pl.*","PRO","Pers","Subst","Nom","1","Pl",NA,NA,NA
"1732","werden","VFIN.Aux.1.Pl.Pres.Ind","VFIN","Aux",NA,NA,"1","Pl",NA,"Pres","Ind"
"1733","bald","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1734","wissen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1735",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1736","ob","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"1737","das","ART.Def.Nom.Sg.Neut","ART","Def",NA,"Nom",NA,"Sg","Neut",NA,NA
"1738","Gerücht","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"1739","wahr","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1740","geredet","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1741","hat","VFIN.Haben.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"1742",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1743","Braver","ADJA.Pos.Nom.Sg.Masc","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"1744","Parmenio","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1745",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1746","lebet","VFIN.Full.2.Pl.Pres.Subj","VFIN","Full",NA,NA,"2","Pl",NA,"Pres","Subj"
"1747","Philotas","N.Reg.Nom.Pl.Masc","N","Reg",NA,"Nom",NA,"Pl","Masc",NA,NA
"1748","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1749","[","SYM.Paren.Left","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"1750","23","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
